# Fundamental-mode classical Cepheids in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2015 (Acta Astronomica 65, 297), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/65/297 tables lmccep/smccep for the periods and
#   mean magnitudes and lmcident/smcident for the positions. Downloaded 2026-08-17.
#
# 2315 LMC and 2637 SMC stars: every star the catalogue marks as pulsating in
#   the fundamental mode (Mode = F) with both a mean V and a mean I magnitude. First
#   overtone and multi-mode Cepheids are left out — they follow their own, offset
#   period-luminosity relation and would double the ridge.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum light
#   (HJD - 2450000), carried so a light curve can be folded on the same convention.
# mean_v_mag and mean_i_mag are intensity-mean magnitudes, not averaged magnitudes,
#   and they are apparent: no extinction correction has been applied here. The
#   Wesenheit index I - 1.55 (V - I), which is what makes the relation tight, is
#   derived in the scene rather than stored, so the correction stays visible.
# i_amplitude_mag is the peak-to-peak I-band amplitude.
cloud,star,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag,ra_deg,dec_deg
SMC,OGLE-SMC-CEP-2259,2.9449425,6001.67570,16.461,15.823,0.707,13.664375,-71.704167
SMC,OGLE-SMC-CEP-2260,4.3751412,6001.07672,15.937,15.224,0.553,13.664833,-71.925861
SMC,OGLE-SMC-CEP-2262,1.8469209,6001.55053,17.506,16.926,0.481,13.665667,-72.825806
SMC,OGLE-SMC-CEP-2263,1.3960641,6000.28283,16.968,16.435,0.738,13.667583,-73.927667
SMC,OGLE-SMC-CEP-2264,1.2384296,6000.11984,17.941,17.264,0.424,13.668167,-73.021667
SMC,OGLE-SMC-CEP-2266,2.8794595,6001.24637,16.008,15.443,0.783,13.671500,-72.465222
SMC,OGLE-SMC-CEP-2267,1.7360993,6000.63505,17.547,16.832,0.485,13.671917,-73.149528
SMC,OGLE-SMC-CEP-2269,31.9920762,6009.63473,13.760,12.775,0.225,13.673417,-73.128833
SMC,OGLE-SMC-CEP-2270,2.0445050,6000.02237,17.177,16.460,0.369,13.675042,-73.070639
SMC,OGLE-SMC-CEP-2274,1.8450316,6001.57933,17.158,16.582,0.862,13.685375,-73.587278
SMC,OGLE-SMC-CEP-2277,5.2024662,6000.79587,15.663,14.962,0.542,13.694583,-73.398000
SMC,OGLE-SMC-CEP-2279,2.5512509,6002.05093,17.131,16.342,0.376,13.697667,-73.002694
SMC,OGLE-SMC-CEP-2280,4.9166461,6002.07659,15.829,15.137,0.555,13.699708,-72.442167
SMC,OGLE-SMC-CEP-2282,2.7692624,6001.46270,16.456,15.856,0.727,13.703958,-73.260417
SMC,OGLE-SMC-CEP-2283,3.5981893,6001.57791,16.045,15.402,0.736,13.706625,-73.259889
SMC,OGLE-SMC-CEP-2286,1.0767905,6000.27695,18.161,17.571,0.729,13.708917,-72.524472
SMC,OGLE-SMC-CEP-2291,2.3327142,6002.05076,16.955,16.262,0.659,13.714042,-73.177139
SMC,OGLE-SMC-CEP-2295,2.0214579,6001.29383,17.269,16.544,0.441,13.720708,-72.585278
SMC,OGLE-SMC-CEP-2297,1.5080788,6001.11275,17.814,17.082,0.315,13.721542,-72.872389
SMC,OGLE-SMC-CEP-2298,1.4117354,6000.55360,16.837,16.088,0.250,13.722208,-72.536361
SMC,OGLE-SMC-CEP-2300,3.6676756,6000.82952,15.852,15.275,0.686,13.724458,-72.058028
SMC,OGLE-SMC-CEP-2301,1.5412962,6000.24656,17.442,16.857,0.759,13.725667,-73.419889
SMC,OGLE-SMC-CEP-2302,1.4823135,6000.52953,17.399,16.831,0.314,13.731458,-72.549056
SMC,OGLE-SMC-CEP-2304,1.6607657,6000.99696,17.593,16.961,0.669,13.733625,-74.163778
SMC,OGLE-SMC-CEP-2307,1.1918634,6001.16183,17.548,17.027,0.666,13.737000,-72.923056
SMC,OGLE-SMC-CEP-2310,2.7690667,6002.69635,16.644,16.000,0.744,13.741458,-72.545667
SMC,OGLE-SMC-CEP-2311,1.6440171,6000.80524,17.353,16.743,0.749,13.741542,-73.545639
SMC,OGLE-SMC-CEP-2313,11.3984548,6001.62804,14.789,13.966,0.529,13.742375,-73.065472
SMC,OGLE-SMC-CEP-2314,1.3929216,6000.26744,17.561,16.971,0.714,13.745750,-73.155083
SMC,OGLE-SMC-CEP-2315,1.6356648,6000.71575,17.743,16.987,0.349,13.746375,-72.704917
SMC,OGLE-SMC-CEP-2316,2.6473622,6001.53915,16.951,16.215,0.355,13.746500,-72.477528
SMC,OGLE-SMC-CEP-2318,5.2008850,6002.63123,15.609,14.939,0.614,13.746875,-73.143528
SMC,OGLE-SMC-CEP-2319,1.4042668,6000.70835,17.767,17.076,0.354,13.747208,-73.240167
SMC,OGLE-SMC-CEP-2321,5.2498572,6004.55530,15.883,15.125,0.499,13.748667,-73.168361
SMC,OGLE-SMC-CEP-2322,1.5699758,6000.17654,17.693,17.000,0.335,13.748792,-73.470056
SMC,OGLE-SMC-CEP-2323,1.4916585,6001.16927,17.911,17.172,0.426,13.748875,-73.289917
SMC,OGLE-SMC-CEP-2324,1.9975694,6000.42868,16.861,16.175,0.629,13.750208,-72.825167
SMC,OGLE-SMC-CEP-2326,3.9702664,6001.69781,16.185,15.418,0.622,13.754458,-72.820722
SMC,OGLE-SMC-CEP-2327,3.2790822,6002.24732,16.949,16.137,0.117,13.754667,-73.034278
SMC,OGLE-SMC-CEP-2329,32.7582728,6012.86057,14.023,12.975,0.559,13.761667,-72.768056
SMC,OGLE-SMC-CEP-2330,8.7740009,6007.07939,15.117,14.322,0.154,13.761708,-72.146417
SMC,OGLE-SMC-CEP-2331,3.3248901,6000.54342,16.289,15.624,0.725,13.762125,-73.329583
SMC,OGLE-SMC-CEP-2333,8.1274158,6005.47154,15.440,14.623,0.266,13.764708,-72.246972
SMC,OGLE-SMC-CEP-2335,1.4198949,6000.51863,17.359,16.756,0.624,13.766458,-73.015750
SMC,OGLE-SMC-CEP-2339,1.1220865,6000.29488,17.827,17.235,0.426,13.774583,-73.224528
SMC,OGLE-SMC-CEP-2340,1.3536395,6001.00248,17.788,17.104,0.347,13.775500,-72.548694
SMC,OGLE-SMC-CEP-2341,3.0576322,6001.65549,16.389,15.744,0.755,13.779917,-73.285333
SMC,OGLE-SMC-CEP-2345,1.6583238,6000.12562,17.180,16.625,0.693,13.782292,-72.659028
SMC,OGLE-SMC-CEP-2346,2.5474337,6000.02710,16.696,16.091,0.759,13.783875,-73.097167
SMC,OGLE-SMC-CEP-2347,1.2224035,6000.79981,17.338,16.781,0.480,13.784583,-73.970194
SMC,OGLE-SMC-CEP-2349,2.5156353,6001.82826,16.828,16.191,0.444,13.789583,-73.406278
SMC,OGLE-SMC-CEP-2350,2.5177884,6000.32220,17.135,16.371,0.433,13.789792,-72.654583
SMC,OGLE-SMC-CEP-2351,2.6289223,6001.66450,16.744,16.123,0.812,13.790000,-73.786583
SMC,OGLE-SMC-CEP-2352,1.8872690,6000.84693,17.187,16.538,0.463,13.795708,-73.371000
SMC,OGLE-SMC-CEP-2353,3.0172279,6001.26214,16.034,15.456,0.765,13.797333,-72.706833
SMC,OGLE-SMC-CEP-2355,1.7153781,6001.50104,17.331,16.604,0.580,13.798375,-72.187111
SMC,OGLE-SMC-CEP-2358,1.7218040,6001.03274,17.183,16.593,0.779,13.803458,-72.524667
SMC,OGLE-SMC-CEP-2360,1.9615876,6001.09806,17.295,16.516,0.277,13.807167,-72.851250
SMC,OGLE-SMC-CEP-2361,1.2633080,6001.14700,17.233,16.640,0.768,13.809000,-73.184250
SMC,OGLE-SMC-CEP-2363,9.9848251,6000.24643,14.953,14.163,0.296,13.812000,-72.024417
SMC,OGLE-SMC-CEP-2364,4.8607597,6000.53449,15.649,14.993,0.663,13.812208,-72.025889
SMC,OGLE-SMC-CEP-2365,1.5178422,6000.22100,17.593,16.935,0.747,13.815833,-72.954528
SMC,OGLE-SMC-CEP-2367,1.5950966,6000.99183,17.423,16.766,0.569,13.827167,-72.720167
SMC,OGLE-SMC-CEP-2369,1.4911857,6000.40984,17.478,16.764,0.689,13.828375,-72.813139
SMC,OGLE-SMC-CEP-2370,3.1429858,6001.21558,16.530,15.808,0.580,13.830042,-73.411167
SMC,OGLE-SMC-CEP-2375,5.2336018,6003.00131,15.603,14.916,0.524,13.837625,-72.675056
SMC,OGLE-SMC-CEP-2376,2.5837891,6002.55374,16.190,15.688,0.697,13.838500,-73.258083
SMC,OGLE-SMC-CEP-2380,4.2005451,6000.48046,16.567,15.767,0.262,13.840292,-73.479667
SMC,OGLE-SMC-CEP-2381,2.1429567,6001.78277,17.625,16.872,0.365,13.841375,-72.876806
SMC,OGLE-SMC-CEP-2384,5.3239887,6002.93890,15.698,15.007,0.638,13.844625,-72.704250
SMC,OGLE-SMC-CEP-2389,7.1031959,6004.89879,15.354,14.723,0.346,13.853583,-73.544111
SMC,OGLE-SMC-CEP-2390,2.2816663,6001.33176,16.691,16.141,0.451,13.858625,-71.748833
SMC,OGLE-SMC-CEP-2393,1.3795728,6001.32905,17.800,17.110,0.425,13.865542,-72.494833
SMC,OGLE-SMC-CEP-2396,1.4230391,6001.05470,17.164,16.561,0.666,13.875750,-72.759472
SMC,OGLE-SMC-CEP-2397,1.8041333,6000.39788,17.599,16.901,0.338,13.878667,-73.720472
SMC,OGLE-SMC-CEP-2398,1.3173855,6000.96174,17.870,17.140,0.486,13.879750,-72.850389
SMC,OGLE-SMC-CEP-2399,3.9723802,6001.47749,16.187,15.514,0.698,13.880750,-73.037167
SMC,OGLE-SMC-CEP-2401,1.6114511,6001.01675,17.521,16.869,0.783,13.885000,-72.782722
SMC,OGLE-SMC-CEP-2403,1.7586729,6000.75153,17.189,16.595,0.804,13.887375,-72.908500
SMC,OGLE-SMC-CEP-2406,2.2433775,6000.81657,16.740,16.159,0.786,13.889708,-71.762472
SMC,OGLE-SMC-CEP-2408,4.6668665,6001.67326,16.221,15.431,0.661,13.895750,-72.779667
SMC,OGLE-SMC-CEP-2409,1.6313189,6000.02852,17.381,16.730,0.390,13.896083,-73.480417
SMC,OGLE-SMC-CEP-2410,3.1747121,6000.32938,16.351,15.694,0.102,13.898083,-72.399278
SMC,OGLE-SMC-CEP-2411,1.5038290,6001.01286,17.769,17.072,0.535,13.898458,-72.404000
SMC,OGLE-SMC-CEP-2412,1.7787608,6001.01373,17.218,16.591,0.584,13.898750,-72.628750
SMC,OGLE-SMC-CEP-2415,1.4552394,6000.01810,17.696,16.993,0.223,13.904167,-73.106361
SMC,OGLE-SMC-CEP-2419,1.7080147,6000.97131,17.684,16.951,0.295,13.908458,-72.862111
SMC,OGLE-SMC-CEP-2420,1.4235183,6000.11168,17.146,16.561,0.784,13.908708,-72.448806
SMC,OGLE-SMC-CEP-2421,9.7674459,6004.70176,15.258,14.378,0.140,13.908875,-72.721000
SMC,OGLE-SMC-CEP-2423,1.9566308,6000.70750,16.957,16.321,0.765,13.913167,-71.861667
SMC,OGLE-SMC-CEP-2425,2.3309157,6001.22956,16.735,16.112,0.784,13.915292,-73.049333
SMC,OGLE-SMC-CEP-2426,6.0921620,6005.28507,15.861,15.037,0.323,13.916083,-72.883556
SMC,OGLE-SMC-CEP-2429,3.3277702,6003.13739,16.603,15.896,0.259,13.922208,-73.204389
SMC,OGLE-SMC-CEP-2430,1.7405846,6001.24093,17.491,16.713,0.398,13.924208,-73.358444
SMC,OGLE-SMC-CEP-2437,6.8844318,6003.49881,15.619,14.796,0.058,13.940333,-72.837361
SMC,OGLE-SMC-CEP-2439,3.3909448,6000.85947,16.050,15.390,0.728,13.942125,-73.409500
SMC,OGLE-SMC-CEP-2445,3.0502977,6000.45642,16.455,15.752,0.360,13.950167,-71.559417
SMC,OGLE-SMC-CEP-2446,1.1151075,6000.12103,17.895,17.287,0.658,13.950875,-72.643861
SMC,OGLE-SMC-CEP-2447,1.4990468,6000.04022,17.397,16.697,0.272,13.951083,-72.524417
SMC,OGLE-SMC-CEP-2450,1.4357284,6000.02352,17.632,17.020,0.498,13.955458,-73.705083
SMC,OGLE-SMC-CEP-2451,4.2524734,6002.90363,15.769,15.065,0.474,13.957083,-72.750833
SMC,OGLE-SMC-CEP-2453,1.1368563,6000.25939,17.642,17.054,0.455,13.964167,-73.967222
SMC,OGLE-SMC-CEP-2454,7.7712909,6005.36056,15.175,14.450,0.589,13.966083,-72.376167
SMC,OGLE-SMC-CEP-2456,3.5197123,6000.94247,16.208,15.592,0.782,13.969750,-73.112639
SMC,OGLE-SMC-CEP-2457,1.5282512,6000.76063,17.358,16.782,0.652,13.969792,-73.199778
SMC,OGLE-SMC-CEP-2458,1.1868677,6000.69501,17.318,16.751,0.677,13.969875,-72.584583
SMC,OGLE-SMC-CEP-2459,1.4289837,6000.77621,17.526,16.924,0.638,13.970375,-73.342694
SMC,OGLE-SMC-CEP-2461,1.4081168,6001.35371,17.638,17.016,0.262,13.970833,-73.332750
SMC,OGLE-SMC-CEP-2462,9.4026877,6007.38186,14.763,14.120,0.500,13.973958,-71.536861
SMC,OGLE-SMC-CEP-2463,2.7412034,6001.35289,16.127,15.578,0.612,13.975125,-73.348250
SMC,OGLE-SMC-CEP-2464,1.9066583,6000.23269,17.529,16.804,0.662,13.975333,-72.769750
SMC,OGLE-SMC-CEP-2467,1.7813724,6001.46057,17.133,16.514,0.763,13.980167,-72.618250
SMC,OGLE-SMC-CEP-2468,1.5839310,6000.71174,17.519,16.946,0.663,13.981542,-73.859694
SMC,OGLE-SMC-CEP-2469,1.7358762,6001.19640,17.635,16.908,0.566,13.981625,-72.772222
SMC,OGLE-SMC-CEP-2470,42.7468803,6011.72556,13.233,12.297,0.544,13.983583,-71.984139
SMC,OGLE-SMC-CEP-2473,1.3882081,6000.74493,17.237,16.768,0.717,13.987875,-72.670333
SMC,OGLE-SMC-CEP-2474,5.1044501,6003.91292,16.032,15.240,0.401,13.988250,-73.304889
SMC,OGLE-SMC-CEP-2475,1.8604362,6001.38891,17.064,16.397,0.490,13.988917,-72.752333
SMC,OGLE-SMC-CEP-2477,4.9005982,6000.24670,15.676,14.989,0.647,13.996750,-71.902500
SMC,OGLE-SMC-CEP-2478,1.8203419,6001.27915,17.192,16.560,0.792,13.998542,-72.972556
SMC,OGLE-SMC-CEP-2479,3.1627563,6002.19356,16.481,15.875,0.737,14.001000,-73.502611
SMC,OGLE-SMC-CEP-2480,4.1262295,6000.10250,16.309,15.564,0.427,14.003875,-73.401056
SMC,OGLE-SMC-CEP-2481,2.0769763,6001.79430,17.068,16.419,0.811,14.005667,-72.731083
SMC,OGLE-SMC-CEP-2483,1.5211182,6000.55766,17.501,16.831,0.259,14.009917,-73.616389
SMC,OGLE-SMC-CEP-2486,1.4625510,6000.27224,17.213,16.704,0.704,14.015417,-73.229056
SMC,OGLE-SMC-CEP-2487,2.5584190,6000.43112,17.001,16.284,0.330,14.017417,-73.217417
SMC,OGLE-SMC-CEP-2488,6.3893567,6001.44534,15.578,14.918,0.494,14.019292,-73.446028
SMC,OGLE-SMC-CEP-2489,1.3553385,6000.10009,17.557,16.912,0.545,14.024333,-73.095389
SMC,OGLE-SMC-CEP-2494,3.2136214,6002.34726,16.788,16.108,0.507,14.025583,-73.025972
SMC,OGLE-SMC-CEP-2495,1.8180976,6000.04023,17.527,16.688,0.413,14.025667,-72.605028
SMC,OGLE-SMC-CEP-2498,7.0295958,6005.08528,15.693,14.873,0.122,14.029125,-72.121778
SMC,OGLE-SMC-CEP-2502,1.1558784,6000.55321,18.178,17.529,0.628,14.032375,-72.878361
SMC,OGLE-SMC-CEP-2504,1.2799726,6001.19186,17.407,16.822,0.451,14.037500,-72.921778
SMC,OGLE-SMC-CEP-2505,1.1935004,6000.14964,17.891,17.260,0.448,14.038125,-72.437750
SMC,OGLE-SMC-CEP-2506,6.3417380,6000.60487,15.360,14.711,0.604,14.038458,-74.232500
SMC,OGLE-SMC-CEP-2508,1.6325929,6001.06411,17.825,17.062,0.347,14.038792,-72.837556
SMC,OGLE-SMC-CEP-2509,1.7275023,6000.19172,17.494,16.834,0.549,14.040333,-72.710028
SMC,OGLE-SMC-CEP-2510,1.2715294,6001.21472,17.607,17.023,0.702,14.044083,-72.569889
SMC,OGLE-SMC-CEP-2511,1.7111515,6000.07876,17.891,17.190,0.304,14.045375,-73.383556
SMC,OGLE-SMC-CEP-2512,1.5054266,6000.12755,17.295,16.718,0.553,14.046125,-72.868500
SMC,OGLE-SMC-CEP-2517,4.0408029,6000.20745,16.111,15.385,0.403,14.053000,-71.892611
SMC,OGLE-SMC-CEP-2520,3.5040076,6001.04693,16.727,15.910,0.537,14.065458,-72.338083
SMC,OGLE-SMC-CEP-2521,2.0422368,6000.08729,17.080,16.456,0.457,14.066333,-71.723444
SMC,OGLE-SMC-CEP-2522,1.7758355,6000.24562,17.121,16.475,0.560,14.066375,-71.830611
SMC,OGLE-SMC-CEP-2523,1.6700652,6001.07851,17.102,16.555,0.790,14.067542,-72.092250
SMC,OGLE-SMC-CEP-2532,1.3821167,6001.02781,17.658,16.999,0.458,14.079542,-72.193167
SMC,OGLE-SMC-CEP-2533,12.1484659,6005.97899,14.595,13.887,0.587,14.087083,-73.387222
SMC,OGLE-SMC-CEP-2534,1.4370827,6000.88376,17.323,16.793,0.292,14.087208,-73.306111
SMC,OGLE-SMC-CEP-2538,4.8575136,6003.05134,16.208,15.383,0.455,14.099250,-72.842361
SMC,OGLE-SMC-CEP-2539,2.3034985,6002.11337,16.824,16.183,0.675,14.104458,-71.775139
SMC,OGLE-SMC-CEP-2541,1.3278929,6000.21435,17.263,16.727,0.716,14.111458,-73.236528
SMC,OGLE-SMC-CEP-2542,2.3968577,6002.19746,16.603,15.993,0.764,14.113125,-72.948194
SMC,OGLE-SMC-CEP-2543,1.2764352,6000.44551,17.652,17.033,0.475,14.114667,-73.684500
SMC,OGLE-SMC-CEP-2544,3.3927766,6000.30881,16.025,15.389,0.737,14.116333,-73.395111
SMC,OGLE-SMC-CEP-2545,6.8446185,6005.75413,14.990,14.287,0.522,14.117333,-72.441417
SMC,OGLE-SMC-CEP-2546,1.4986283,6000.22938,17.565,16.880,0.491,14.118125,-72.242278
SMC,OGLE-SMC-CEP-2548,5.3550675,6000.82784,16.183,15.399,0.036,14.119458,-73.583083
SMC,OGLE-SMC-CEP-2549,1.9359291,6001.22329,17.069,16.410,0.705,14.120250,-72.438444
SMC,OGLE-SMC-CEP-2552,1.0786632,6000.37576,17.964,17.353,0.522,14.124708,-73.409944
SMC,OGLE-SMC-CEP-2553,2.8461619,6002.51979,16.350,15.730,0.739,14.126458,-71.977611
SMC,OGLE-SMC-CEP-2554,3.9014497,6002.07058,16.161,15.492,0.562,14.126583,-71.721972
SMC,OGLE-SMC-CEP-2555,1.4952940,6000.51839,17.734,17.000,0.342,14.127083,-72.736556
SMC,OGLE-SMC-CEP-2557,1.4338745,6000.52400,17.851,17.143,0.568,14.129083,-72.668778
SMC,OGLE-SMC-CEP-2558,1.6792491,6000.25123,17.611,16.876,0.360,14.129625,-72.765750
SMC,OGLE-SMC-CEP-2560,5.3618909,6002.29837,15.794,15.059,0.308,14.131625,-73.112722
SMC,OGLE-SMC-CEP-2561,4.6719870,6001.92752,16.160,15.385,0.524,14.135875,-73.017583
SMC,OGLE-SMC-CEP-2563,1.6638446,6000.67196,17.017,16.462,0.757,14.139833,-72.231972
SMC,OGLE-SMC-CEP-2565,4.4590340,6002.78204,16.334,15.551,0.063,14.141875,-73.523750
SMC,OGLE-SMC-CEP-2566,3.4854781,6001.80611,16.835,15.950,0.348,14.143250,-72.521167
SMC,OGLE-SMC-CEP-2568,1.4144102,6000.92343,17.899,17.188,0.458,14.147375,-72.885417
SMC,OGLE-SMC-CEP-2569,3.6342464,6002.20715,16.799,15.964,0.344,14.149458,-72.856722
SMC,OGLE-SMC-CEP-2571,1.7378418,6001.53686,17.309,16.660,0.704,14.154333,-72.706639
SMC,OGLE-SMC-CEP-2572,2.9768596,6002.80102,16.727,16.013,0.512,14.155167,-72.998444
SMC,OGLE-SMC-CEP-2573,3.0682573,6000.41578,16.716,16.017,0.364,14.155625,-72.579028
SMC,OGLE-SMC-CEP-2574,14.5916086,6013.43245,14.682,13.808,0.443,14.156833,-72.285861
SMC,OGLE-SMC-CEP-2576,2.9315591,6001.78163,16.644,16.014,0.807,14.157792,-74.158250
SMC,OGLE-SMC-CEP-2577,3.9346661,6000.79472,15.951,15.252,0.560,14.157917,-72.908417
SMC,OGLE-SMC-CEP-2579,2.3140106,6000.15664,16.898,16.203,0.718,14.161125,-72.532722
SMC,OGLE-SMC-CEP-2580,1.3093012,6001.15911,17.634,16.972,0.379,14.162208,-71.917278
SMC,OGLE-SMC-CEP-2581,2.0033838,6000.57868,17.343,16.589,0.438,14.162750,-72.608333
SMC,OGLE-SMC-CEP-2582,3.6055705,6003.53050,16.437,15.679,0.673,14.163208,-72.565139
SMC,OGLE-SMC-CEP-2584,1.1056436,6000.87925,17.902,17.344,0.743,14.171333,-74.027639
SMC,OGLE-SMC-CEP-2587,3.5464464,6003.23074,16.816,16.085,0.408,14.178417,-73.911694
SMC,OGLE-SMC-CEP-2589,4.9545494,6002.69235,16.175,15.375,0.235,14.182875,-73.654889
SMC,OGLE-SMC-CEP-2590,2.2346651,6002.08025,17.417,16.616,0.311,14.187208,-72.746639
SMC,OGLE-SMC-CEP-2592,1.4461330,6001.02670,17.270,16.711,0.760,14.190917,-71.803111
SMC,OGLE-SMC-CEP-2596,5.0580469,6002.07147,15.528,14.832,0.576,14.195083,-72.132639
SMC,OGLE-SMC-CEP-2598,1.4721035,6001.46569,17.189,16.573,0.420,14.203583,-73.187361
SMC,OGLE-SMC-CEP-2599,2.0227739,6000.20365,17.118,16.466,0.483,14.204375,-71.642889
SMC,OGLE-SMC-CEP-2600,1.3142457,6000.34298,17.660,17.010,0.373,14.206292,-71.573750
SMC,OGLE-SMC-CEP-2601,1.5981906,6000.53264,17.580,16.844,0.275,14.206750,-72.679528
SMC,OGLE-SMC-CEP-2602,2.3700177,6001.10130,16.418,15.857,0.768,14.209417,-73.391000
SMC,OGLE-SMC-CEP-2603,2.5122247,6000.18731,16.889,16.210,0.732,14.209792,-72.947611
SMC,OGLE-SMC-CEP-2604,5.1715493,6003.67046,15.362,14.537,0.303,14.211500,-73.245167
SMC,OGLE-SMC-CEP-2606,3.7761008,6003.09357,16.083,15.418,0.654,14.218292,-72.936028
SMC,OGLE-SMC-CEP-2607,10.7572224,6007.43260,15.175,14.292,0.278,14.220083,-72.870028
SMC,OGLE-SMC-CEP-2609,2.0295810,6001.26301,17.494,16.710,0.456,14.221708,-72.813861
SMC,OGLE-SMC-CEP-2610,1.3787593,6000.76736,18.118,17.324,0.761,14.225500,-72.512556
SMC,OGLE-SMC-CEP-2611,1.5390874,6000.99316,17.583,16.920,0.392,14.231417,-73.339194
SMC,OGLE-SMC-CEP-2612,1.5941863,6000.63967,17.501,16.959,0.740,14.234250,-73.451861
SMC,OGLE-SMC-CEP-2614,1.9445923,6000.67372,17.312,16.623,0.263,14.237875,-73.194000
SMC,OGLE-SMC-CEP-2618,5.6787207,6003.41047,15.872,15.130,0.623,14.240875,-72.722722
SMC,OGLE-SMC-CEP-2621,3.4830603,6000.69219,16.554,15.794,0.426,14.249667,-72.034861
SMC,OGLE-SMC-CEP-2622,4.3300132,6000.06872,16.298,15.528,0.280,14.253333,-72.128278
SMC,OGLE-SMC-CEP-2624,1.7063207,6001.04584,17.889,17.086,0.432,14.259500,-72.405139
SMC,OGLE-SMC-CEP-2626,1.0555114,6000.99823,17.237,16.552,0.201,14.264333,-73.771028
SMC,OGLE-SMC-CEP-2629,1.7778155,6000.06631,17.408,16.707,0.822,14.268042,-72.676083
SMC,OGLE-SMC-CEP-2631,1.8608942,6001.09374,17.006,16.465,0.783,14.269958,-73.140750
SMC,OGLE-SMC-CEP-2633,2.1500433,6001.01190,17.002,16.343,0.800,14.270625,-72.360556
SMC,OGLE-SMC-CEP-2634,2.5096779,6001.28538,16.820,16.154,0.820,14.271250,-72.414417
SMC,OGLE-SMC-CEP-2635,3.8255714,6000.58566,16.190,15.494,0.705,14.271417,-72.607556
SMC,OGLE-SMC-CEP-2636,1.2110961,6000.90706,17.769,17.119,0.230,14.271917,-72.149917
SMC,OGLE-SMC-CEP-2639,7.8956205,6004.11654,15.203,14.504,0.580,14.279458,-73.477167
SMC,OGLE-SMC-CEP-2642,1.0533315,6000.48174,18.096,17.505,0.592,14.280833,-73.641583
SMC,OGLE-SMC-CEP-2643,6.3721518,6005.19400,15.951,15.182,0.324,14.285250,-73.082278
SMC,OGLE-SMC-CEP-2644,1.8703367,6001.56779,16.879,16.343,0.836,14.285833,-71.668278
SMC,OGLE-SMC-CEP-2645,4.0451036,6000.91132,16.035,15.313,0.522,14.286042,-71.827556
SMC,OGLE-SMC-CEP-2646,2.2185263,6000.94314,17.145,16.440,0.144,14.287792,-73.361917
SMC,OGLE-SMC-CEP-2649,1.1687614,6000.47551,17.808,17.221,0.435,14.292167,-73.380889
SMC,OGLE-SMC-CEP-2653,1.6700296,6000.99312,16.966,16.421,0.783,14.301750,-72.282306
SMC,OGLE-SMC-CEP-2654,1.7060900,6000.68186,17.281,16.610,0.697,14.302333,-72.378833
SMC,OGLE-SMC-CEP-2656,3.2679495,6001.37077,16.252,15.590,0.673,14.308333,-73.467806
SMC,OGLE-SMC-CEP-2657,1.2088066,6000.41535,17.850,17.249,0.520,14.310917,-73.597444
SMC,OGLE-SMC-CEP-2658,2.2324785,6001.79527,16.931,16.273,0.594,14.312833,-71.823972
SMC,OGLE-SMC-CEP-2661,1.5258533,6000.52727,17.618,16.938,0.429,14.315375,-72.976861
SMC,OGLE-SMC-CEP-2664,1.8331556,6000.04231,17.280,16.645,0.644,14.320125,-73.614417
SMC,OGLE-SMC-CEP-2665,1.1430517,6000.28305,18.300,17.594,0.413,14.325375,-72.931750
SMC,OGLE-SMC-CEP-2667,1.4369538,6000.92296,17.550,16.975,0.611,14.326375,-73.407778
SMC,OGLE-SMC-CEP-2670,1.5198044,6000.45147,17.768,17.101,0.427,14.330000,-73.052333
SMC,OGLE-SMC-CEP-2672,1.2293729,6000.37686,18.003,17.339,0.263,14.333292,-73.881806
SMC,OGLE-SMC-CEP-2673,2.2207044,6001.40369,16.451,15.964,0.683,14.335458,-71.644889
SMC,OGLE-SMC-CEP-2674,1.3589324,6000.58565,17.817,17.155,0.403,14.338542,-73.413778
SMC,OGLE-SMC-CEP-2675,3.8085678,6003.49516,16.210,15.547,0.647,14.338708,-73.580833
SMC,OGLE-SMC-CEP-2678,4.7810657,6004.52394,14.957,14.530,0.485,14.351917,-71.747806
SMC,OGLE-SMC-CEP-2679,1.3407040,6000.90799,17.914,17.263,0.544,14.352833,-73.611111
SMC,OGLE-SMC-CEP-2680,1.0894717,6000.72461,17.625,17.074,0.495,14.353542,-73.082694
SMC,OGLE-SMC-CEP-2684,2.0287629,6000.27747,16.978,16.340,0.451,14.356958,-73.375083
SMC,OGLE-SMC-CEP-2685,1.7545608,6000.11438,17.091,16.480,0.718,14.361417,-71.741472
SMC,OGLE-SMC-CEP-2689,3.7180663,6001.36643,16.298,15.602,0.564,14.363208,-73.057722
SMC,OGLE-SMC-CEP-2690,2.2421628,6000.91684,17.579,16.849,0.823,14.366000,-72.563722
SMC,OGLE-SMC-CEP-2694,3.6546671,6002.29553,15.968,15.332,0.726,14.374208,-71.994278
SMC,OGLE-SMC-CEP-2695,2.0600839,6002.02059,17.070,16.450,0.815,14.375333,-73.472139
SMC,OGLE-SMC-CEP-2696,1.5009639,6001.19980,17.651,16.980,0.476,14.379292,-73.095361
SMC,OGLE-SMC-CEP-2697,3.3716550,6003.14596,16.251,15.516,0.388,14.379792,-73.218444
