# Fundamental-mode classical Cepheids in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2015 (Acta Astronomica 65, 297), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/65/297 tables lmccep/smccep for the periods and
#   mean magnitudes and lmcident/smcident for the positions. Downloaded 2026-08-17.
#
# 2315 LMC and 2637 SMC stars: every star the catalogue marks as pulsating in
#   the fundamental mode (Mode = F) with both a mean V and a mean I magnitude. First
#   overtone and multi-mode Cepheids are left out — they follow their own, offset
#   period-luminosity relation and would double the ridge.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum light
#   (HJD - 2450000), carried so a light curve can be folded on the same convention.
# mean_v_mag and mean_i_mag are intensity-mean magnitudes, not averaged magnitudes,
#   and they are apparent: no extinction correction has been applied here. The
#   Wesenheit index I - 1.55 (V - I), which is what makes the relation tight, is
#   derived in the scene rather than stored, so the correction stays visible.
# i_amplitude_mag is the peak-to-peak I-band amplitude.
cloud,star,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag,ra_deg,dec_deg
LMC,OGLE-LMC-CEP-2401,5.0640788,6000.84666,14.689,14.277,0.286,83.476833,-70.048611
LMC,OGLE-LMC-CEP-2403,6.5532238,6003.15276,15.236,14.409,0.360,83.481167,-71.813972
LMC,OGLE-LMC-CEP-2405,6.5318305,6000.53809,16.182,15.106,0.206,83.489583,-69.566222
LMC,OGLE-LMC-CEP-2407,4.5171133,6003.20092,15.825,14.999,0.234,83.491208,-70.112806
LMC,OGLE-LMC-CEP-2411,5.7986451,6002.51348,15.556,14.711,0.140,83.503875,-68.681194
LMC,OGLE-LMC-CEP-2413,3.3009424,6000.62500,16.067,15.331,0.477,83.510583,-70.994111
LMC,OGLE-LMC-CEP-2414,4.6596796,6002.84185,15.760,14.954,0.476,83.516500,-68.653139
LMC,OGLE-LMC-CEP-2417,3.6775966,6000.74159,15.843,15.109,0.529,83.529458,-71.483417
LMC,OGLE-LMC-CEP-2418,4.1742959,6000.50655,15.764,14.951,0.423,83.531458,-68.726861
LMC,OGLE-LMC-CEP-2419,5.3456851,6003.87439,15.868,14.933,0.349,83.543708,-70.195583
LMC,OGLE-LMC-CEP-2420,3.3031683,6000.50585,15.866,15.210,0.489,83.558583,-70.998722
LMC,OGLE-LMC-CEP-2424,3.0812838,6001.09823,16.116,15.389,0.460,83.580458,-70.978917
LMC,OGLE-LMC-CEP-2425,7.2255552,6007.20742,15.038,14.239,0.435,83.581542,-67.992861
LMC,OGLE-LMC-CEP-2428,4.8679519,6003.09402,15.668,14.855,0.199,83.586208,-70.596722
LMC,OGLE-LMC-CEP-2429,11.2311320,6005.85254,14.468,13.637,0.443,83.588333,-67.817139
LMC,OGLE-LMC-CEP-2430,3.2003522,6002.93732,16.254,15.465,0.444,83.594792,-68.147778
LMC,OGLE-LMC-CEP-2433,3.1172755,6000.31020,16.119,15.378,0.413,83.616167,-69.817167
LMC,OGLE-LMC-CEP-2435,2.4772424,6000.13682,16.312,15.603,0.432,83.618333,-70.627028
LMC,OGLE-LMC-CEP-2437,3.2675784,6001.20567,15.972,15.260,0.504,83.622083,-70.198944
LMC,OGLE-LMC-CEP-2439,2.3699259,6000.73963,16.423,15.728,0.624,83.636167,-69.321722
LMC,OGLE-LMC-CEP-2440,8.9671502,6006.50827,15.333,14.342,0.064,83.637542,-68.837194
LMC,OGLE-LMC-CEP-2445,3.5551758,6003.17875,16.042,15.264,0.442,83.663583,-70.073111
LMC,OGLE-LMC-CEP-2447,5.0765196,6002.24042,16.241,15.192,0.377,83.665125,-68.810028
LMC,OGLE-LMC-CEP-2448,6.5632332,6005.00978,15.496,14.544,0.586,83.667042,-68.111306
LMC,OGLE-LMC-CEP-2450,4.1152523,6001.34651,15.565,14.917,0.560,83.675500,-70.561667
LMC,OGLE-LMC-CEP-2453,2.6183199,6000.10958,16.221,15.533,0.514,83.687917,-69.988806
LMC,OGLE-LMC-CEP-2454,4.6570139,6003.56778,15.493,14.770,0.546,83.697625,-69.914306
LMC,OGLE-LMC-CEP-2455,3.4310057,6001.16713,16.099,15.524,0.526,83.700667,-70.182222
LMC,OGLE-LMC-CEP-2456,8.2581750,6008.23406,15.203,14.271,0.148,83.716208,-69.401694
LMC,OGLE-LMC-CEP-2458,3.1826526,6002.59848,16.185,15.414,0.449,83.737917,-70.916806
LMC,OGLE-LMC-CEP-2459,2.9827539,6001.51434,16.004,15.327,0.524,83.744292,-70.441861
LMC,OGLE-LMC-CEP-2460,2.8998695,6001.23613,16.405,15.574,0.393,83.745417,-70.196750
LMC,OGLE-LMC-CEP-2465,4.1568015,6002.17700,15.952,15.120,0.377,83.767792,-71.398694
LMC,OGLE-LMC-CEP-2466,1.7803955,6000.00564,16.838,16.166,0.533,83.787167,-71.558444
LMC,OGLE-LMC-CEP-2468,4.9201804,6001.41691,15.682,14.837,0.411,83.794500,-69.670389
LMC,OGLE-LMC-CEP-2470,3.2210337,6000.63313,16.027,15.294,0.562,83.797375,-69.963028
LMC,OGLE-LMC-CEP-2472,2.8396402,6002.58910,15.932,15.312,0.713,83.809042,-70.104500
LMC,OGLE-LMC-CEP-2473,9.7075381,6002.41475,15.022,14.064,0.134,83.809500,-70.152000
LMC,OGLE-LMC-CEP-2475,2.3825679,6000.22935,16.484,15.749,0.426,83.831958,-70.323000
LMC,OGLE-LMC-CEP-2479,2.9427945,6002.21239,16.298,15.522,0.410,83.841667,-69.968917
LMC,OGLE-LMC-CEP-2481,4.5192303,6004.30994,15.991,15.098,0.174,83.851375,-69.956917
LMC,OGLE-LMC-CEP-2483,4.7699817,6000.63641,15.476,14.753,0.594,83.854125,-70.254472
LMC,OGLE-LMC-CEP-2484,3.6186046,6002.83507,15.868,15.130,0.669,83.856250,-68.775028
LMC,OGLE-LMC-CEP-2485,3.1627282,6003.06721,16.053,15.308,0.381,83.863958,-71.144444
LMC,OGLE-LMC-CEP-2490,4.2249695,6001.63380,16.920,15.636,0.566,83.878167,-69.968278
LMC,OGLE-LMC-CEP-2491,1.0659079,6000.87912,17.365,16.725,0.525,83.881125,-71.262194
LMC,OGLE-LMC-CEP-2492,6.9357343,6000.84040,15.092,14.305,0.559,83.882458,-69.722833
LMC,OGLE-LMC-CEP-2497,3.7888414,6001.27684,15.754,15.041,0.439,83.889875,-70.991361
LMC,OGLE-LMC-CEP-2498,3.6462439,6002.49308,16.014,15.239,0.483,83.892625,-70.099528
LMC,OGLE-LMC-CEP-2500,3.2002950,6001.27717,16.035,15.231,0.466,83.895375,-70.090306
LMC,OGLE-LMC-CEP-2502,6.1365776,6004.42963,15.478,14.717,0.316,83.895875,-69.575028
LMC,OGLE-LMC-CEP-2503,3.0200775,6001.03127,15.996,15.317,0.570,83.899708,-71.110861
LMC,OGLE-LMC-CEP-2507,3.6343554,6002.08793,15.829,15.102,0.506,83.915292,-70.240250
LMC,OGLE-LMC-CEP-2511,4.4211257,6001.86443,15.612,14.895,0.596,83.926458,-70.667667
LMC,OGLE-LMC-CEP-2512,4.0050008,6003.20168,15.922,15.123,0.561,83.934167,-70.172333
LMC,OGLE-LMC-CEP-2514,2.6756660,6002.52246,16.253,15.546,0.558,83.935792,-71.192361
LMC,OGLE-LMC-CEP-2517,3.6609185,6002.71318,15.920,15.174,0.523,83.953750,-69.944250
LMC,OGLE-LMC-CEP-2519,3.8826565,6000.71903,16.099,15.260,0.583,83.965958,-70.067194
LMC,OGLE-LMC-CEP-2520,4.1801698,6000.30273,15.789,14.994,0.416,83.967458,-70.192167
LMC,OGLE-LMC-CEP-2523,6.4804228,6000.25967,15.329,14.482,0.282,83.974458,-68.659444
LMC,OGLE-LMC-CEP-2526,3.5143847,6000.52164,16.108,15.318,0.450,83.981958,-70.203194
LMC,OGLE-LMC-CEP-2528,3.6479682,6002.72412,16.249,15.356,0.214,83.990042,-70.139667
LMC,OGLE-LMC-CEP-2530,4.3240266,6000.58145,16.166,15.203,0.478,83.996625,-70.073667
LMC,OGLE-LMC-CEP-2534,18.7173242,6017.23323,14.068,13.226,0.669,84.028292,-68.820389
LMC,OGLE-LMC-CEP-2536,5.1117808,6000.47279,15.503,14.702,0.447,84.031542,-71.010028
LMC,OGLE-LMC-CEP-2537,3.6185733,6002.14082,16.039,15.277,0.471,84.037125,-69.834917
LMC,OGLE-LMC-CEP-2538,2.8745540,6002.65249,16.686,15.741,0.437,84.041250,-70.156667
LMC,OGLE-LMC-CEP-2543,4.0881729,6002.12143,15.588,14.872,0.535,84.070167,-70.515583
LMC,OGLE-LMC-CEP-2544,9.6109987,6003.34511,14.743,13.928,0.500,84.070625,-69.904250
LMC,OGLE-LMC-CEP-2545,3.8803165,6000.77502,15.949,15.156,0.431,84.074625,-71.245083
LMC,OGLE-LMC-CEP-2547,4.3028578,6001.33797,16.704,15.527,0.607,84.077417,-70.011583
LMC,OGLE-LMC-CEP-2549,2.0832149,6000.45804,16.683,15.936,0.458,84.080833,-70.223417
LMC,OGLE-LMC-CEP-2550,4.8679870,6001.59412,15.557,14.799,0.477,84.083000,-70.357667
LMC,OGLE-LMC-CEP-2551,4.4274537,6002.64297,15.549,14.852,0.607,84.089625,-70.110528
LMC,OGLE-LMC-CEP-2552,1.1637022,6000.63982,17.303,16.524,0.322,84.095750,-68.816917
LMC,OGLE-LMC-CEP-2553,2.9170607,6001.38794,16.286,15.512,0.558,84.096125,-70.068722
LMC,OGLE-LMC-CEP-2559,3.6699165,6002.26841,16.248,15.359,0.411,84.109000,-70.169444
LMC,OGLE-LMC-CEP-2560,3.3182030,6001.81084,16.123,15.360,0.461,84.113000,-69.679806
LMC,OGLE-LMC-CEP-2562,10.0717440,6001.38456,14.740,13.883,0.135,84.117500,-69.820889
LMC,OGLE-LMC-CEP-2563,3.1089440,6001.81668,16.205,15.420,0.610,84.117958,-70.368056
LMC,OGLE-LMC-CEP-2564,2.9084657,6002.22105,17.396,16.311,0.466,84.118833,-69.673750
LMC,OGLE-LMC-CEP-2568,4.8519246,6003.35346,15.855,14.985,0.487,84.125667,-69.964194
LMC,OGLE-LMC-CEP-2571,4.4164065,6001.54128,15.896,15.042,0.514,84.142792,-70.089000
LMC,OGLE-LMC-CEP-2572,4.4122388,6002.04732,15.437,14.815,0.415,84.145958,-70.261444
LMC,OGLE-LMC-CEP-2573,2.7045920,6000.52207,16.237,15.532,0.615,84.149667,-70.153917
LMC,OGLE-LMC-CEP-2574,2.7277127,6001.04979,16.338,15.589,0.621,84.152250,-70.151750
LMC,OGLE-LMC-CEP-2576,3.1947025,6001.81807,15.959,15.264,0.521,84.163500,-70.267667
LMC,OGLE-LMC-CEP-2577,3.7684351,6000.65827,15.813,15.125,0.496,84.179500,-70.175222
LMC,OGLE-LMC-CEP-2580,2.9570061,6000.50929,16.184,15.455,0.451,84.191833,-70.958528
LMC,OGLE-LMC-CEP-2582,4.1458784,6001.73227,15.802,15.015,0.507,84.195833,-70.160389
LMC,OGLE-LMC-CEP-2585,3.6440911,6000.56374,15.839,15.119,0.546,84.212542,-70.164583
LMC,OGLE-LMC-CEP-2589,2.8816035,6000.77725,16.092,15.383,0.438,84.218167,-70.255972
LMC,OGLE-LMC-CEP-2592,3.4489909,6000.24715,15.916,15.228,0.454,84.220125,-70.202167
LMC,OGLE-LMC-CEP-2594,3.6050157,6003.32462,16.153,15.316,0.465,84.221542,-71.135611
LMC,OGLE-LMC-CEP-2595,3.3408932,6002.10002,16.016,15.235,0.442,84.222542,-70.161944
LMC,OGLE-LMC-CEP-2596,4.8890092,6002.13464,15.540,14.738,0.503,84.223667,-70.106778
LMC,OGLE-LMC-CEP-2598,5.3455888,6000.18068,15.582,14.769,0.456,84.225208,-70.149833
LMC,OGLE-LMC-CEP-2600,4.6770073,6004.30172,15.458,14.774,0.517,84.227292,-70.158278
LMC,OGLE-LMC-CEP-2601,2.8305591,6001.23882,16.860,15.879,0.647,84.227708,-69.940722
LMC,OGLE-LMC-CEP-2604,5.3394049,6003.13647,15.566,14.751,0.448,84.229792,-70.162333
LMC,OGLE-LMC-CEP-2608,4.9758507,6003.54136,15.510,14.761,0.552,84.236625,-70.161194
LMC,OGLE-LMC-CEP-2609,2.9280314,6001.88275,16.234,15.484,0.443,84.242458,-70.664333
LMC,OGLE-LMC-CEP-2610,6.2173291,6003.81502,15.324,14.466,0.554,84.244458,-71.092667
LMC,OGLE-LMC-CEP-2611,4.7292513,6001.56264,15.598,14.838,0.547,84.245667,-70.270722
LMC,OGLE-LMC-CEP-2612,5.6523952,6002.57421,15.487,14.587,0.427,84.246042,-71.300333
LMC,OGLE-LMC-CEP-2615,5.5788753,6001.85816,15.565,14.687,0.239,84.253750,-70.133722
LMC,OGLE-LMC-CEP-2620,3.9292228,6002.36468,15.765,15.018,0.454,84.264125,-70.076056
LMC,OGLE-LMC-CEP-2623,3.5917510,6000.74170,16.312,15.386,0.628,84.275125,-69.943361
LMC,OGLE-LMC-CEP-2624,2.6305142,6002.27582,16.355,15.637,0.337,84.275250,-70.652417
LMC,OGLE-LMC-CEP-2625,3.7199386,6001.92923,15.904,15.186,0.488,84.285208,-70.453361
LMC,OGLE-LMC-CEP-2628,2.5893564,6001.12013,16.326,15.595,0.527,84.301833,-70.373139
LMC,OGLE-LMC-CEP-2629,3.1551620,6000.12283,16.081,15.343,0.491,84.314792,-70.181194
LMC,OGLE-LMC-CEP-2632,6.3379385,6003.80029,15.409,14.561,0.092,84.323708,-68.671222
LMC,OGLE-LMC-CEP-2633,3.1458364,6002.34802,16.178,15.407,0.524,84.324583,-70.295167
LMC,OGLE-LMC-CEP-2634,3.3571842,6002.31441,16.273,15.431,0.430,84.328042,-71.112667
LMC,OGLE-LMC-CEP-2635,6.2720258,6001.39979,15.300,14.481,0.303,84.342042,-68.280278
LMC,OGLE-LMC-CEP-2636,14.2168459,6012.73076,14.440,13.558,0.742,84.343542,-69.483139
LMC,OGLE-LMC-CEP-2637,3.7370550,6001.97343,15.826,15.086,0.607,84.344250,-70.204500
LMC,OGLE-LMC-CEP-2638,4.6504691,6004.17584,15.729,14.906,0.499,84.344625,-70.395500
LMC,OGLE-LMC-CEP-2641,4.1208921,6001.16737,15.925,15.107,0.486,84.356583,-70.133056
LMC,OGLE-LMC-CEP-2643,1.2897309,6000.15216,17.199,16.487,0.248,84.364458,-71.552139
LMC,OGLE-LMC-CEP-2644,2.3893514,6001.06754,18.415,17.021,0.505,84.368250,-69.195167
LMC,OGLE-LMC-CEP-2650,3.2697376,6001.24835,16.128,15.339,0.479,84.390708,-70.385361
LMC,OGLE-LMC-CEP-2653,3.1335719,6000.78512,17.030,15.980,0.616,84.395208,-69.091806
LMC,OGLE-LMC-CEP-2657,3.1732430,6000.81594,16.267,15.462,0.454,84.401583,-70.147583
LMC,OGLE-LMC-CEP-2659,4.2993496,6000.41398,16.101,15.198,0.455,84.405083,-70.346417
LMC,OGLE-LMC-CEP-2660,4.6623918,6000.68150,15.777,14.956,0.588,84.406583,-70.431194
LMC,OGLE-LMC-CEP-2663,4.2337078,6003.66322,15.888,15.051,0.526,84.409792,-70.497778
LMC,OGLE-LMC-CEP-2669,4.1099139,6000.89962,15.422,14.307,0.210,84.413208,-70.108611
LMC,OGLE-LMC-CEP-2674,2.8308216,6001.73337,16.620,15.728,0.311,84.425833,-69.980667
LMC,OGLE-LMC-CEP-2675,6.8563682,6001.86980,17.114,15.692,0.432,84.432750,-69.586361
LMC,OGLE-LMC-CEP-2676,5.9501571,6002.07095,15.331,14.480,0.499,84.433292,-69.985250
LMC,OGLE-LMC-CEP-2683,5.3551357,6000.87712,15.967,14.993,0.500,84.457500,-70.171389
LMC,OGLE-LMC-CEP-2687,4.1850782,6003.43310,15.566,14.854,0.584,84.470750,-70.032028
LMC,OGLE-LMC-CEP-2688,2.9475081,6000.28252,17.458,16.204,0.592,84.471750,-69.207806
LMC,OGLE-LMC-CEP-2689,4.5581777,6001.12218,16.388,15.325,0.186,84.477125,-70.396972
LMC,OGLE-LMC-CEP-2694,6.1338129,6003.75856,15.629,14.739,0.391,84.515250,-70.525528
LMC,OGLE-LMC-CEP-2697,3.8718869,6001.20567,16.412,15.428,0.467,84.520208,-70.459472
LMC,OGLE-LMC-CEP-2699,3.6274204,6002.86164,16.330,15.373,0.436,84.531958,-69.939639
LMC,OGLE-LMC-CEP-2700,2.9990654,6002.88780,17.747,16.425,0.509,84.532375,-69.151806
LMC,OGLE-LMC-CEP-2702,3.0708590,6000.04901,16.573,15.668,0.429,84.539458,-69.726889
LMC,OGLE-LMC-CEP-2703,3.5283591,6003.10277,16.277,15.407,0.410,84.540292,-70.378028
LMC,OGLE-LMC-CEP-2704,2.0615114,6000.07675,16.648,15.919,0.447,84.544917,-71.407000
LMC,OGLE-LMC-CEP-2708,4.1080815,6002.44480,17.250,15.931,0.221,84.556708,-70.289639
LMC,OGLE-LMC-CEP-2710,3.0973618,6000.59534,16.355,15.529,0.584,84.569500,-69.720111
LMC,OGLE-LMC-CEP-2711,3.5390514,6002.78155,16.157,15.327,0.463,84.569625,-70.582472
LMC,OGLE-LMC-CEP-2714,5.1318250,6001.73127,16.283,15.088,0.447,84.571250,-70.439250
LMC,OGLE-LMC-CEP-2715,5.2021025,6001.46372,15.064,14.420,0.667,84.578625,-68.084861
LMC,OGLE-LMC-CEP-2718,3.4525146,6000.97775,17.367,16.176,0.441,84.581792,-69.155361
LMC,OGLE-LMC-CEP-2722,4.2694645,6001.92156,16.130,15.231,0.514,84.605625,-68.657472
LMC,OGLE-LMC-CEP-2725,5.6199631,6004.43921,16.462,15.238,0.511,84.624833,-70.090639
LMC,OGLE-LMC-CEP-2726,3.4715841,6003.09224,18.304,16.560,0.471,84.625417,-70.132222
LMC,OGLE-LMC-CEP-2727,3.0106889,6002.47963,17.108,16.090,0.492,84.629208,-69.491306
LMC,OGLE-LMC-CEP-2728,2.8841515,6001.76628,15.969,15.346,0.703,84.630083,-68.062222
LMC,OGLE-LMC-CEP-2729,3.1986582,6002.34810,16.255,15.431,0.654,84.631000,-70.464583
LMC,OGLE-LMC-CEP-2731,3.2229473,6002.52805,15.999,15.282,0.544,84.638083,-70.652028
LMC,OGLE-LMC-CEP-2733,2.4564310,6001.47474,16.295,15.629,0.645,84.645792,-68.301083
LMC,OGLE-LMC-CEP-2734,2.3993244,6000.18530,16.509,15.757,0.464,84.649083,-70.608139
LMC,OGLE-LMC-CEP-2736,3.5479774,6000.19429,16.008,15.220,0.594,84.653042,-70.454611
LMC,OGLE-LMC-CEP-2738,2.6604946,6000.83742,16.373,15.609,0.589,84.657458,-70.635750
LMC,OGLE-LMC-CEP-2740,3.3100315,6000.13594,16.363,15.488,0.512,84.668500,-70.355000
LMC,OGLE-LMC-CEP-2742,3.8456545,6002.13776,16.137,15.262,0.549,84.676583,-70.557361
LMC,OGLE-LMC-CEP-2743,3.5751191,6001.60880,16.258,15.373,0.503,84.679333,-70.358194
LMC,OGLE-LMC-CEP-2744,7.5208638,6005.95607,15.112,14.224,0.526,84.680875,-70.645972
LMC,OGLE-LMC-CEP-2745,3.9078180,6000.64209,17.316,15.900,0.564,84.685875,-70.189917
LMC,OGLE-LMC-CEP-2747,4.8519116,6000.43987,16.173,15.180,0.267,84.690667,-69.842639
LMC,OGLE-LMC-CEP-2753,3.4443877,6003.31154,16.241,15.360,0.487,84.706792,-70.019472
LMC,OGLE-LMC-CEP-2757,5.7452843,6001.44706,16.125,15.067,0.265,84.713792,-70.336833
LMC,OGLE-LMC-CEP-2760,4.3585715,6002.41918,17.605,16.218,0.487,84.725500,-69.714444
LMC,OGLE-LMC-CEP-2762,11.5311140,6009.01699,15.219,14.117,0.298,84.727667,-70.311806
LMC,OGLE-LMC-CEP-2763,4.0138402,6002.39674,15.621,14.902,0.633,84.729917,-70.772583
LMC,OGLE-LMC-CEP-2764,2.9249256,6001.81231,17.366,16.072,0.569,84.733417,-70.142500
LMC,OGLE-LMC-CEP-2765,9.3553360,6005.56381,15.763,14.548,0.309,84.734375,-70.383889
LMC,OGLE-LMC-CEP-2766,3.7227474,6001.39253,17.210,15.913,0.471,84.738292,-70.187361
LMC,OGLE-LMC-CEP-2768,4.6991154,6004.44339,16.044,15.099,0.457,84.745125,-70.399028
LMC,OGLE-LMC-CEP-2772,2.9487605,6002.82659,16.489,15.639,0.574,84.770458,-70.230361
LMC,OGLE-LMC-CEP-2773,3.5146730,6001.83283,17.136,15.960,0.488,84.774542,-69.126361
LMC,OGLE-LMC-CEP-2774,3.8131936,6000.72283,16.902,15.735,0.299,84.778667,-70.128361
LMC,OGLE-LMC-CEP-2775,7.9624028,6002.90118,15.000,14.165,0.327,84.783625,-70.337944
LMC,OGLE-LMC-CEP-2777,3.2185793,6002.48600,16.336,15.485,0.475,84.802625,-70.549028
LMC,OGLE-LMC-CEP-2780,23.1111863,6010.04412,14.628,13.395,0.383,84.813167,-69.327556
LMC,OGLE-LMC-CEP-2781,2.9971291,6000.73550,16.711,15.753,0.493,84.814542,-70.313417
LMC,OGLE-LMC-CEP-2783,3.6369975,6001.74924,17.183,15.911,0.448,84.820208,-70.154306
LMC,OGLE-LMC-CEP-2784,3.2244301,6002.73174,16.105,15.349,0.636,84.820458,-70.897222
LMC,OGLE-LMC-CEP-2785,4.1657101,6003.28183,16.017,15.141,0.448,84.824167,-70.573722
LMC,OGLE-LMC-CEP-2791,3.3839198,6001.69094,16.697,15.708,0.242,84.837292,-70.481694
LMC,OGLE-LMC-CEP-2792,2.3872198,6001.10629,16.697,15.930,0.347,84.844125,-71.760722
LMC,OGLE-LMC-CEP-2794,2.7017683,6001.60204,16.382,15.617,0.522,84.847375,-71.012694
LMC,OGLE-LMC-CEP-2795,10.0437950,6000.02159,15.027,14.081,0.417,84.856625,-70.349694
LMC,OGLE-LMC-CEP-2797,3.8915029,6002.34833,16.058,15.230,0.305,84.858042,-71.087889
LMC,OGLE-LMC-CEP-2799,3.4703284,6003.13634,18.416,16.751,0.355,84.860750,-69.255389
LMC,OGLE-LMC-CEP-2805,6.5883028,6005.20199,15.585,14.645,0.226,84.884792,-70.441194
LMC,OGLE-LMC-CEP-2807,3.8841448,6001.64932,16.136,15.255,0.581,84.887458,-70.587528
LMC,OGLE-LMC-CEP-2808,3.6437791,6003.14538,16.046,15.228,0.525,84.888333,-70.376278
LMC,OGLE-LMC-CEP-2809,4.6792719,6004.52495,17.191,15.851,0.496,84.893250,-71.139917
LMC,OGLE-LMC-CEP-2810,2.2717122,6001.00987,18.222,16.885,0.620,84.894667,-69.166389
LMC,OGLE-LMC-CEP-2811,3.1668894,6002.59172,16.837,15.771,0.481,84.896000,-70.688111
LMC,OGLE-LMC-CEP-2812,8.2753925,6003.43065,15.046,14.127,0.395,84.909833,-70.388694
LMC,OGLE-LMC-CEP-2813,7.1928200,6002.04269,15.842,14.724,0.566,84.911542,-70.042056
LMC,OGLE-LMC-CEP-2817,4.1833182,6002.74108,15.965,15.125,0.291,84.925417,-71.020444
LMC,OGLE-LMC-CEP-2818,3.2882298,6001.36662,16.183,15.359,0.316,84.931417,-71.147000
LMC,OGLE-LMC-CEP-2819,4.7892913,6002.13200,16.153,15.160,0.211,84.934708,-70.274639
LMC,OGLE-LMC-CEP-2821,2.4584556,6000.12705,16.408,15.687,0.677,84.937042,-70.513250
LMC,OGLE-LMC-CEP-2823,3.1069464,6001.89530,16.490,15.611,0.523,84.942500,-69.791000
LMC,OGLE-LMC-CEP-2825,4.1037714,6001.21513,16.138,15.240,0.518,84.946917,-70.411889
LMC,OGLE-LMC-CEP-2826,4.8127835,6001.28939,15.831,14.966,0.553,84.947208,-70.021333
LMC,OGLE-LMC-CEP-2827,4.9172716,6004.69019,16.072,15.076,0.517,84.948333,-70.065167
LMC,OGLE-LMC-CEP-2829,2.8706418,6001.03093,16.326,15.544,0.471,84.963583,-70.481222
LMC,OGLE-LMC-CEP-2830,3.7770461,6000.01333,15.936,15.148,0.576,84.969375,-70.431889
LMC,OGLE-LMC-CEP-2831,4.8633475,6003.99587,15.793,14.932,0.428,84.970208,-70.080722
LMC,OGLE-LMC-CEP-2832,24.1335046,6019.49746,13.825,12.771,0.493,84.973500,-67.835778
LMC,OGLE-LMC-CEP-2833,3.1582569,6002.44316,16.283,15.404,0.434,84.979083,-71.424361
LMC,OGLE-LMC-CEP-2836,3.0956092,6002.08217,16.781,15.777,0.487,84.992500,-69.005750
LMC,OGLE-LMC-CEP-2837,3.5405645,6000.47203,16.468,15.509,0.492,84.996125,-70.778111
LMC,OGLE-LMC-CEP-2839,2.7923707,6000.16316,16.965,15.951,0.357,85.003083,-70.709972
LMC,OGLE-LMC-CEP-2840,3.7984780,6003.31983,15.946,15.171,0.629,85.007667,-70.517556
LMC,OGLE-LMC-CEP-2841,5.5571205,6001.66097,17.370,15.719,0.267,85.007708,-70.270278
LMC,OGLE-LMC-CEP-2842,3.0977709,6003.09616,16.413,15.574,0.516,85.013833,-71.036056
LMC,OGLE-LMC-CEP-2844,3.3851959,6001.63539,16.341,15.489,0.263,85.020000,-69.371111
LMC,OGLE-LMC-CEP-2846,3.5837392,6003.25633,16.126,15.331,0.491,85.026250,-70.392056
LMC,OGLE-LMC-CEP-2848,3.2783174,6000.07973,16.289,15.471,0.489,85.034000,-70.359972
LMC,OGLE-LMC-CEP-2849,3.7636779,6000.41656,17.029,15.748,0.201,85.036000,-70.791000
LMC,OGLE-LMC-CEP-2852,5.3041163,6001.19703,15.953,15.013,0.495,85.049667,-69.381833
LMC,OGLE-LMC-CEP-2854,4.3648307,6000.62858,17.558,16.218,0.430,85.053417,-69.635583
LMC,OGLE-LMC-CEP-2856,3.5507148,6001.92182,16.156,15.339,0.378,85.064750,-70.331500
LMC,OGLE-LMC-CEP-2859,2.8941777,6000.20586,16.297,15.534,0.398,85.076208,-68.706472
LMC,OGLE-LMC-CEP-2862,3.0464015,6002.33083,16.323,15.524,0.474,85.098417,-70.428861
LMC,OGLE-LMC-CEP-2864,6.2700807,6003.99410,15.787,14.825,0.198,85.103042,-69.872083
LMC,OGLE-LMC-CEP-2865,2.6824354,6002.00177,16.327,15.595,0.482,85.110000,-70.362889
LMC,OGLE-LMC-CEP-2866,6.6132812,6000.10932,15.443,14.587,0.321,85.111125,-70.332722
LMC,OGLE-LMC-CEP-2870,3.9530948,6003.30894,15.983,15.197,0.455,85.132458,-70.350167
LMC,OGLE-LMC-CEP-2871,6.3498966,6004.95819,15.415,14.530,0.513,85.132458,-68.791806
LMC,OGLE-LMC-CEP-2873,3.2466649,6000.22350,16.063,15.330,0.621,85.134708,-70.300583
LMC,OGLE-LMC-CEP-2874,4.1170395,6001.81413,15.894,15.092,0.534,85.135458,-70.388556
LMC,OGLE-LMC-CEP-2876,5.4088542,6005.24188,15.823,14.903,0.431,85.137625,-70.340944
LMC,OGLE-LMC-CEP-2878,3.2060916,6000.69745,16.444,15.614,0.369,85.139167,-70.030750
LMC,OGLE-LMC-CEP-2879,2.9566837,6002.31514,16.624,15.692,0.383,85.142708,-71.141556
LMC,OGLE-LMC-CEP-2880,3.4936255,6001.34057,17.196,16.056,0.504,85.143458,-69.598472
LMC,OGLE-LMC-CEP-2881,2.8975322,6001.12676,17.038,15.969,0.354,85.146625,-69.099306
LMC,OGLE-LMC-CEP-2884,9.7334836,6000.95203,15.051,14.057,0.428,85.165000,-70.767528
LMC,OGLE-LMC-CEP-2885,4.1884818,6000.21596,16.401,15.359,0.277,85.165625,-70.641278
LMC,OGLE-LMC-CEP-2886,3.3208177,6000.67081,16.566,15.587,0.234,85.169542,-71.222472
LMC,OGLE-LMC-CEP-2888,3.4348873,6002.11355,15.980,15.220,0.507,85.178958,-70.365028
LMC,OGLE-LMC-CEP-2889,3.8381685,6000.42492,16.282,15.367,0.362,85.179417,-70.569306
