# ATNF Pulsar Catalogue periods and characteristic ages.
# Source: Manchester, Hobbs, Teoh & Hobbs 2005, AJ 129, 1993,
#   VizieR B/psr (CDS catalogue B/psr).
#   https://cdsarc.cds.unistra.fr/viz-bin/cat/B/psr
# Downloaded 2026-08-17 via VizieR Harvard.
#
# One row per pulsar that has both a barycentric period P0 and a
#   characteristic age Age = P/(2Pdot). Pulsars without a measured
#   spin-down are omitted. VizieR B/psr does not publish Pdot as a
#   column; the film recovers it as P / (2 tau).
# Age is in years as tabulated. Edot is the catalogue spin-down
#   luminosity in erg/s. dm_pc_cm3 and distance_kpc are blank when
#   the catalogue has no value.
# This is the 2005 VizieR snapshot, not a live ATNF query.
jname,period_s,dm_pc_cm3,distance_kpc,age_yr,edot_erg_s
J1735-0243,0.78288697650000,55.400000,3.25,19600000.0,5.200e+31
J1735-0724,0.41933496618530,73.512000,4.32,5470000.0,6.500e+32
J1735-3258,0.35096322944000,754.000000,11.14,213000.0,2.400e+34
J1736-2457,2.64222343904000,170.000000,4.34,12200000.0,7.300e+30
J1736-2819,1.59241948019000,261.000000,4.86,1690000.0,1.500e+32
J1736-2843,6.44503608610000,331.000000,5.47,3400000.0,4.400e+30
J1736-3511,0.50280278290000,106.000000,2.72,5070000.0,4.900e+32
J1737-0811,0.00417501731286,55.311000,2.38,8340000000.0,4.300e+33
J1737-3102,0.76867227339000,280.000000,4.44,326000.0,3.200e+33
J1737-3137,0.45043236999000,488.200000,5.88,51400.0,6.000e+34
J1737-3320,0.81627308018000,804.000000,14.08,5750000.0,1.600e+32
J1737-3555,0.39758474644100,89.410000,2.25,1030000.0,3.800e+33
J1738+0333,0.00585009585978,33.773120,1.47,3840000000.0,4.800e+33
J1738-2330,1.97884743163000,99.300000,2.79,3660000.0,4.400e+31
J1738-2647,0.34959099098000,182.200000,3.88,1760000.0,2.900e+33
J1738-2736,0.62771551848400,323.600000,5.91,2150000.0,7.400e+32
J1738-2955,0.44339802180000,223.400000,3.91,85800.0,3.700e+34
J1738-3107,0.54949769829000,735.000000,10.76,29400000.0,7.000e+31
J1738-3211,0.76849894548000,49.590000,1.48,15300000.0,6.900e+31
J1738-3316,0.73037251102000,273.000000,4.55,131000000.0,9.000e+30
J1739+0612,0.23416903561600,101.500000,5.44,23700000.0,4.800e+32
J1739-1313,1.21569761361100,58.200000,2.02,236000000.0,1.800e+30
J1739-2903,0.32288243177400,138.560000,3.19,649000.0,9.200e+33
J1739-3023,0.11436793182000,170.000000,3.41,159000.0,3.000e+35
J1739-3049,0.23931717840600,573.200000,6.97,1740000.0,6.300e+33
J1739-3131,0.52944098843000,600.100000,7.68,451000.0,4.900e+33
J1739-3159,0.87756123714000,337.000000,4.85,70500000.0,1.200e+31
J1739-3951,0.34177247679900,24.600000,1.13,273000000.0,2.000e+31
J1740+1000,0.15408717431300,23.850000,1.36,114000.0,2.300e+35
J1740+1311,0.80305026479400,48.673000,4.77,8770000.0,1.100e+32
J1740-2540,1.69265634040000,333.000000,8.26,14500000.0,1.500e+31
J1740-3015,0.60688662425000,152.150000,0.40,20600.0,8.200e+34
J1740-3052,0.57031341172400,738.780000,10.84,354000.0,5.400e+33
J1740-3327,0.51500065640200,274.100000,4.72,2090000.0,1.100e+33
J1740-5340A,0.00365032889720,71.800000,2.20,344000000.0,1.400e+35
J1741+1351,0.00374715449924,24.201400,1.08,1960000000.0,2.300e+34
J1741+2758,1.36073768770000,29.300000,2.06,11700000.0,2.900e+31
J1741-0840,2.04308245840100,74.900000,3.50,14200000.0,1.100e+31
J1741-2019,3.90450636119000,74.900000,2.00,3800000.0,1.100e+31
J1741-2054,0.41370012084000,4.700000,0.30,386000.0,9.500e+33
J1741-2719,0.34679692914200,361.900000,5.74,68200000.0,7.600e+31
J1741-2733,0.89295866978000,149.200000,3.33,95900000.0,8.200e+30
J1741-2945,0.22355782854100,310.300000,4.66,5580000.0,2.200e+33
J1741-3016,1.89374869377000,382.000000,5.02,3340000.0,5.200e+31
J1741-3927,0.51221140106700,158.500000,4.75,4200000.0,5.700e+32
J1742-3957,1.01634919510000,186.000000,6.40,197000000.0,3.100e+30
J1742-4616,0.41240104721900,115.960000,4.99,193000000.0,1.900e+31
J1743-0339,0.44464510677000,30.260000,1.59,4530000.0,7.000e+32
J1743-1351,0.40533694859200,116.300000,4.85,13400000.0,2.800e+32
J1743-2442,1.24250830909000,239.000000,4.96,41700000.0,9.700e+30
J1743-3150,2.41457551997000,193.050000,3.65,317000.0,3.400e+32
J1743-3153,0.19310539993200,505.700000,8.03,290000.0,5.800e+34
J1743-4212,0.30616698785950,131.940000,4.67,6190000.0,1.100e+33
J1744-1134,0.00407454594144,3.136950,0.40,7230000000.0,5.200e+33
J1744-1610,1.75720586881600,66.670000,1.99,11700000.0,1.700e+31
J1744-2335,1.68350668862000,96.660000,2.45,32000000.0,6.900e+30
J1744-3130,1.06606087128000,192.900000,3.64,796000.0,6.900e+32
J1744-3922,0.17244436099500,148.100000,4.60,1760000000.0,1.200e+31
J1744-5337,0.35566584880000,113.000000,8.16,29700000.0,1.700e+32
J1745+1017,0.00265212967109,23.970000,1.36,15400000000.0,5.800e+33
J1745-0129,1.04540685559800,90.100000,7.26,26200000.0,2.200e+31
J1745-0952,0.01937630344113,64.474000,2.38,3320000000.0,5.000e+32
J1745-2229,1.16059253816600,299.000000,9.30,6440000.0,7.200e+31
J1745-2900,3.76373308000000,1778.000000,8.30,3400.0,1.300e+34
J1745-3040,0.36742875385500,88.373000,0.20,546000.0,8.500e+33
J1745-3812,0.69835286380000,160.800000,4.82,4560000.0,2.800e+32
J1746+2245,3.46503778264000,52.000000,4.32,11200000.0,4.700e+30
J1746+2540,1.05814817030000,51.500000,4.16,16000000.0,3.500e+31
J1746-2849,1.47848037300000,1456.000000,30.00,1840000.0,1.600e+32
J1746-2850,1.07710149100000,962.700000,12.86,12700.0,4.200e+34
J1746-2856,0.94522431600000,1168.000000,21.77,1200000.0,5.800e+32
J1746-3239,0.19954135987130,,,482000.0,3.300e+34
J1747-1030,1.57879288880000,128.000000,7.27,58200000.0,4.300e+30
J1747-2647,0.50025445449100,570.000000,8.44,599000.0,4.200e+33
J1747-2802,2.78007919790000,835.000000,11.78,18600000.0,4.300e+30
J1747-2809,0.05215285500000,1133.000000,17.55,5310.0,4.300e+37
J1747-2958,0.09881397648250,101.500000,2.49,25500.0,2.500e+36
J1747-4036,0.00164560961318,152.980000,5.81,1980000000.0,1.200e+35
J1748-1300,0.39413334661260,99.364000,3.64,5150000.0,7.800e+32
J1748-2021A,0.28860279171970,219.400000,8.24,11500000.0,6.600e+32
J1748-2021D,0.01349582040391,224.980000,8.24,364000000.0,9.400e+33
J1748-2021E,0.01626400341113,224.100000,8.24,825000000.0,2.900e+33
J1748-2444,0.44283849913000,207.330000,3.89,63000000.0,5.100e+31
J1749-2347,0.87448588170000,344.000000,6.10,5720000.0,1.400e+32
J1749-2629,1.33538779057000,409.000000,5.28,12300000.0,2.800e+31
J1749-3002,0.60987364867300,509.400000,9.05,1230000.0,1.400e+33
J1749-4931,0.44582230700000,53.000000,1.80,12000000.0,2.600e+32
J1749-5605,1.33230971980000,58.000000,2.66,9960000.0,3.500e+31
J1750-2043,5.63904707900000,239.000000,5.69,11200000.0,1.800e+30
J1750-2438,0.71279403677400,476.000000,7.15,1050000.0,1.200e+33
J1750-2444,0.89937672140000,331.000000,5.03,54000000.0,1.400e+31
J1750-28,1.30051314620000,388.000000,5.19,3560000.0,1.000e+32
J1750-3157,0.91036298415000,206.340000,4.43,73400000.0,1.000e+31
J1750-3503,0.68401360292000,189.350000,5.07,284000000.0,4.700e+30
J1750-3703A,0.11160083731330,233.820000,13.80,312000000.0,1.600e+32
J1750-3703B,0.00607454208650,234.391000,13.80,5020000000.0,3.400e+33
J1750-3703D,0.00513993677490,230.090000,13.80,165000000.0,1.400e+35
J1751-2516,0.39483578357000,556.000000,7.46,2370000.0,1.700e+33
J1751-2857,0.00391487319637,42.808000,1.44,5510000000.0,7.400e+33
J1751-3323,0.54822710380000,296.700000,9.27,984000.0,2.100e+33
J1751-4657,0.74235239547000,20.400000,1.03,9110000.0,1.200e+32
J1752+2359,0.40905086504400,36.000000,2.70,10100000.0,3.700e+32
J1752-2410,0.19103669353410,508.300000,7.42,4900000.0,3.500e+33
J1752-2806,0.56255763553000,50.372000,0.20,1100000.0,1.800e+33
J1752-2821,0.64022949952000,516.300000,7.62,2930000.0,5.200e+32
J1753-1914,0.06295488897250,105.300000,2.77,493000000.0,3.200e+32
J1753-2240,0.09513780867710,158.600000,3.46,1550000000.0,4.400e+31
J1753-2501,0.52833640936000,672.000000,10.18,593000.0,3.800e+33
J1754+5201,2.39139679486000,35.350000,3.56,24200000.0,4.500e+30
J1754-2422,2.09024807680000,738.000000,11.43,39900000.0,3.600e+30
J1754-3443,0.36169059582100,187.700000,5.60,10000000.0,4.800e+32
J1754-3510,0.39270389339900,82.300000,2.24,7960000.0,5.100e+32
J1755-0903,0.19070964257500,63.700000,2.16,3870000.0,4.400e+33
J1755-1650,0.73374443871000,159.900000,4.27,16900000.0,6.900e+31
J1755-2025,0.32223117891500,364.300000,8.64,1150000.0,5.200e+33
J1755-2521,1.17596787720000,252.000000,4.12,207000.0,2.200e+33
J1755-25211,1.00451255339000,835.000000,11.52,510000.0,1.200e+33
J1755-2534,0.23354062544500,590.000000,7.22,330000.0,3.500e+34
J1755-26,0.43087215605000,405.000000,5.17,556000.0,6.100e+33
J1755-2725,0.26195467832000,115.000000,2.83,302000000.0,3.000e+31
J1755-3716,0.01278606928999,167.603000,6.38,6520000000.0,5.900e+32
J1756-2225,0.40498030096000,326.000000,5.02,122000.0,3.100e+34
J1756-2251,0.02846158902600,121.196000,0.73,443000000.0,1.700e+33
J1756-2435,0.67047996255290,367.100000,4.96,37300000.0,3.700e+31
J1756-2619,0.72451374873000,534.000000,7.74,9270000.0,1.300e+32
J1757-2223,0.18531010157880,239.300000,4.11,3750000.0,4.900e+33
J1757-2421,0.23410057149400,179.454000,3.51,287000.0,4.000e+34
J1757-27,0.01768721477177,334.000000,5.42,1330000000.0,1.500e+33
J1757-5322,0.00886996122728,30.817000,1.36,5340000000.0,1.500e+33
J1758+3030,0.94725581104000,34.900000,2.67,20800000.0,3.300e+31
J1758-1931,0.69255157815000,207.000000,4.23,649000.0,2.000e+33
J1758-2206,0.43027825049700,678.000000,11.38,7130000.0,4.700e+32
J1758-2540,2.10726337120000,218.200000,3.85,21500000.0,6.600e+30
J1758-2630,1.20289346322000,328.000000,4.99,3690000.0,1.200e+32
J1758-2846,0.76670638621000,66.600000,1.71,129000000.0,8.200e+30
J1759-1029,2.51226281180000,110.000000,3.77,2530000.0,3.900e+31
J1759-1736,0.79845156695000,206.000000,4.75,49600000.0,2.000e+31
J1759-1903,0.73150547250000,467.000000,13.30,3780000.0,3.100e+32
J1759-1940,0.25472035226900,302.700000,5.24,43200000.0,2.200e+32
J1759-1956,2.84338880970000,236.400000,4.44,2430000.0,3.200e+31
J1759-2205,0.46097412786900,177.157000,3.54,672000.0,4.400e+33
J1759-2302,0.81071772906000,889.000000,11.88,1200000.0,8.000e+32
J1759-2307,0.55888867754000,812.600000,11.20,2350000.0,8.500e+32
J1759-2549,0.95654854873000,431.000000,5.94,152000.0,4.500e+33
J1759-2922,0.57440026780900,79.420000,1.92,1970000.0,9.600e+32
J1759-3107,1.07895331831000,128.600000,3.36,4540000.0,1.200e+32
J1800-0125,0.78318548958000,50.000000,2.24,1080000.0,9.500e+32
J1800-2114,1.79927249230000,641.000000,11.18,51800000.0,3.700e+30
J1801-0357,0.92149067377000,120.370000,7.13,4410000.0,1.700e+32
J1801-0857B,0.02896158773099,182.390000,7.20,209000000.0,3.600e+33
J1801-0857D,0.00422653200355,174.710000,7.20,9710000000.0,3.600e+33
J1801-1417,0.00362509666012,57.210000,1.80,10800000000.0,4.400e+33
J1801-1855,2.55049821040000,484.000000,11.91,222000000.0,4.300e+29
J1801-1909,1.10872484960000,264.000000,4.81,25000000.0,2.000e+31
J1801-2115,0.43811315720000,778.800000,12.26,446000000.0,7.300e+30
J1801-2154,0.37529692422100,387.900000,5.16,372000.0,1.200e+34
J1801-2304,0.41582708954350,1073.900000,4.00,58300.0,6.200e+34
J1801-2451,0.12492420656900,289.000000,4.61,15500.0,2.600e+36
J1801-2920,1.08190847422700,125.613000,3.27,5210000.0,1.000e+32
J1801-3458,1.38560362310000,146.000000,4.96,55200000.0,5.900e+30
J1802+0128,0.55426160393100,97.970000,8.79,4160000.0,4.900e+32
J1802-1745,0.51467137652000,264.200000,5.22,14500000.0,1.600e+32
J1802-2124,0.01264759358652,149.625800,3.33,2760000000.0,1.400e+33
J1802-2426,0.56900709018000,711.000000,12.13,1050000.0,1.800e+33
J1802-3346,2.46105199500000,217.000000,10.24,29500000.0,3.500e+30
J1803-1616,0.53659582267300,388.100000,12.90,4800000.0,4.500e+32
J1803-1857,2.86433773648000,392.000000,5.88,2990000.0,2.500e+31
J1803-1920,0.44364892225100,436.100000,6.46,21300000.0,1.500e+32
J1803-2137,0.13366692025028,233.990000,4.40,15800.0,2.200e+36
J1803-2149,0.10633209409500,,,86300.0,6.400e+35
J1803-2712,0.33441542650500,165.500000,3.62,310000000.0,1.800e+31
J1803-3329,0.63341198315900,170.900000,6.01,29800000.0,5.200e+31
J1804-0735,0.02310085528430,186.316000,7.80,784000000.0,1.500e+33
J1804-2228,0.57051063348000,424.000000,5.33,63100000.0,3.000e+31
J1804-2717,0.00934303068570,24.674000,1.17,3620000000.0,2.000e+33
J1805+0306,0.21871156549040,80.857000,5.00,3470000.0,3.800e+33
J1805-0619,0.45465071307800,146.220000,6.69,7430000.0,4.100e+32
J1805-1504,1.18126922980000,225.000000,5.30,68400000.0,6.600e+30
J1805-2032,0.40576948790000,932.300000,11.87,766000.0,5.000e+33
J1805-2037,0.35780677495300,708.100000,9.26,3230000.0,1.500e+33
J1805-2447,0.66140175902500,269.000000,4.79,1800000000.0,7.900e+29
J1805-2948,0.42834098940000,167.900000,4.61,14300000.0,2.400e+32
J1806+1023,0.48428645977800,52.030000,3.27,134000000.0,2.000e+31
J1806-1154,0.52261838577500,122.410000,3.56,5880000.0,3.900e+32
J1806-1618,0.66830920992000,319.000000,6.36,12300000.0,1.100e+32
J1806-1920,0.87979087560000,683.000000,10.16,819000000.0,9.900e+29
J1806-2125,0.48178934900000,750.400000,10.02,62900.0,4.300e+34
J1807+0756,0.46430049319900,89.290000,7.66,56900000.0,5.100e+31
J1807-0847,0.16372737166367,112.380200,1.50,90100000.0,2.600e+32
J1807-2459B,0.00418617720284,137.153500,2.79,806000000.0,4.400e+34
J1807-2557,2.76419486975000,385.000000,11.21,8770000.0,9.300e+30
J1807-2715,0.82777646151800,312.980000,9.63,1080000.0,8.500e+32
J1808-0813,0.87604428667700,151.270000,5.18,11200000.0,7.300e+31
J1808-1020,0.59699320250400,225.300000,8.50,12200000.0,1.400e+32
J1808-1517,0.54454920706700,205.000000,4.16,3230000.0,6.500e+32
J1808-1726,0.24103454795000,536.000000,8.57,329000000.0,3.300e+31
J1808-2024,7.55592000000000,,13.00,218.0,5.000e+34
J1808-2057,0.91841032628600,606.800000,7.35,852000.0,8.700e+32
J1808-2701,2.45788177758000,95.000000,2.45,592000.0,1.700e+32
J1808-3249,0.36491224176500,147.370000,5.06,820000.0,5.700e+33
J1809-0119,0.74497640160000,140.000000,10.59,5150000.0,2.200e+32
J1809-0743,0.31388567474800,240.700000,17.82,32700000.0,1.900e+32
J1809-1429,0.89528528434500,411.300000,12.01,2710000.0,2.900e+32
J1809-1850,1.12448108944000,598.000000,7.06,1680000.0,2.900e+32
J1809-1917,0.08274688574600,197.100000,3.71,51300.0,1.800e+36
J1809-1943,5.54035372000000,178.000000,3.60,11300.0,1.800e+33
J1809-2004,0.43481138633000,867.100000,10.91,946000.0,3.500e+33
J1809-2109,0.70241362913500,381.910000,5.20,2910000.0,4.400e+32
J1809-2332,0.14678854811600,,,67600.0,4.300e+35
J1809-3547,0.86038783900000,193.840000,13.02,114000000.0,7.400e+30
J1810-1441,0.21721350035700,304.900000,5.88,144000000.0,9.200e+31
J1810-1820,0.15371627836900,452.200000,5.59,46600000.0,5.700e+32
J1810-2005,0.03282224486002,241.000000,4.05,3530000000.0,1.600e+32
J1810-5338,0.26104931796000,45.000000,2.00,10800000.0,8.500e+32
J1811+0702,0.46171267661000,57.800000,3.13,2720000.0,1.100e+33
J1811-0154,0.92494482303000,148.100000,9.56,9110000.0,8.000e+31
J1811-1049,2.62385856200000,253.300000,8.50,52000000.0,1.700e+30
J1811-1717,0.39138510099000,545.500000,7.03,51700000.0,7.900e+31
J1811-1736,0.10418195479680,476.000000,5.93,1830000000.0,3.100e+31
J1811-1835,0.55746361200000,761.000000,9.36,1400000.0,1.400e+33
J1811-1925,0.06466700000000,,5.00,23300.0,6.400e+36
J1811-2405,0.00266059331684,60.600500,1.70,3150000000.0,2.800e+34
J1811-2439,0.41581294140200,172.000000,3.85,22200000.0,1.600e+32
J1811-4930,1.43270419680000,44.000000,2.01,10100000.0,3.000e+31
J1812+0226,0.79390280203500,104.140000,6.16,3490000.0,2.800e+32
J1812-1718,1.20537444137000,255.100000,4.20,1000000.0,4.300e+32
J1812-1733,0.53834054330200,518.000000,6.32,8680000.0,2.500e+32
J1812-1910,0.43099098078000,892.000000,11.54,181000.0,1.900e+34
J1812-2102,1.22335230807000,547.200000,9.62,811000.0,5.200e+32
J1812-2526,0.31583504819700,361.400000,14.71,28200000.0,2.200e+32
J1812-2748,0.23698330743900,104.000000,3.03,11900000.0,9.400e+32
J1812-3039,0.58747677594000,138.900000,4.61,14100000.0,1.300e+32
J1813+1822,0.33642467640000,60.800000,6.24,254000000.0,2.200e+31
J1813+4013,0.93108908493600,41.487000,4.32,5790000.0,1.200e+32
J1813-1246,0.04807224675900,,,43400.0,6.200e+36
J1813-1749,0.04469930530000,,4.70,5600.0,5.600e+37
J1813-2113,0.42646624056500,462.300000,8.75,3250000.0,1.100e+33
J1813-2242,0.32851421618300,333.000000,6.78,109000000.0,5.300e+31
J1813-2621,0.00443001162863,112.524000,3.37,5630000000.0,5.700e+33
J1814+1130,0.75126111503800,65.000000,4.53,7170000.0,1.500e+32
J1814-0521,1.01421948495000,130.000000,4.37,18200000.0,3.300e+31
J1814-0618,1.37786849563000,168.000000,5.63,74700000.0,4.400e+30
J1814-1649,0.95746393536000,782.000000,9.62,2400000.0,2.800e+32
J1814-1744,3.97590518800000,792.000000,9.77,84600.0,4.700e+32
J1815-1738,0.19843573318180,728.000000,9.01,40400.0,3.900e+35
J1815-1910,1.24992353738000,547.800000,7.69,546000.0,7.300e+32
J1816+4510,0.00319310355385,38.887400,4.20,1170000000.0,5.200e+34
J1816-0755,0.21764269114440,116.800000,3.21,532000.0,2.500e+34
J1816-1446,0.59449981581900,629.000000,8.98,7100000.0,2.500e+32
J1816-1729,0.78231335990000,525.500000,6.48,1710000.0,6.000e+32
J1816-2650,0.59288513043900,128.120000,3.61,141000000.0,1.300e+31
J1816-5643,0.21792288184740,52.400000,3.06,1790000000.0,7.400e+30
J1817-1511,0.22460383718500,970.000000,11.58,2490000.0,5.000e+33
J1817-1938,2.04683762890000,519.600000,10.74,90100000.0,1.700e+30
J1817-3618,0.38701692095000,94.300000,3.78,3000000.0,1.400e+33
J1817-3837,0.38448678392000,102.847000,5.23,10500000.0,4.000e+32
J1818-1116,0.54479952470000,422.000000,10.29,2260000.0,9.300e+32
J1818-1422,0.29148946063910,622.000000,8.10,2270000.0,3.200e+33
J1818-1448,0.28137130037000,644.000000,7.96,725000.0,1.100e+34
J1818-1519,0.93969003960000,845.000000,9.98,3630000.0,2.000e+32
J1818-1541,0.55113377674000,690.000000,8.24,902000.0,2.300e+33
J1818-1556,0.95270890287700,230.000000,4.01,21400000.0,3.200e+31
J1819+1305,1.06036354397100,64.900000,4.41,46800000.0,1.200e+31
J1819-0925,0.85204748350500,378.000000,11.10,4310000.0,2.000e+32
J1819-1008,0.30148984927800,404.000000,10.75,3620000.0,1.900e+33
J1819-1114,0.29416251457000,310.000000,5.82,8230000.0,8.800e+32
J1819-1131,1.38813712856000,578.000000,12.25,28900000.0,1.100e+31
J1819-1318,1.51569599263000,35.100000,1.52,40200000.0,6.800e+30
J1819-1408,1.78849045280000,1075.000000,12.45,10900000.0,1.800e+31
J1819-1458,4.26316403290000,196.000000,3.81,117000.0,2.900e+32
J1819-1510,0.22653899007500,421.700000,5.61,457000000.0,2.700e+31
J1819-1717,0.39352163764000,405.000000,5.87,1800000.0,2.200e+33
J1820-0427,0.59807592966500,84.435000,0.30,1500000.0,1.200e+33
J1820-0509,0.33732079579100,104.000000,2.81,5730000.0,9.600e+32
J1820-1346,0.92145973132500,776.700000,9.63,3250000.0,2.300e+32
J1820-1529,0.33324285083100,772.000000,9.60,139000.0,4.000e+34
J1820-1818,0.30990459342770,436.000000,8.43,52500000.0,1.200e+32
J1821+0155,0.03378133193189,51.754150,2.29,18500000000.0,3.000e+31
J1821+1715,1.36668205942200,60.470000,4.68,24800000.0,1.300e+31
J1821-0256,0.41411104984300,84.000000,2.55,176000000.0,2.100e+31
J1821-0331,0.90231562918000,171.500000,5.56,5650000.0,1.400e+32
J1821-1419,1.65600956970000,1123.000000,11.93,29300.0,7.800e+33
J1821-1432,1.91513066964000,570.000000,6.95,5650000.0,3.000e+31
J1822+0705,1.36281739203300,62.200000,3.02,12400000.0,2.700e+31
J1822+1120,1.78703680542000,95.200000,8.77,12100000.0,1.600e+31
J1822-0848,2.50451781786000,186.300000,4.19,98400000.0,1.000e+30
J1822-0907,0.97470037336000,467.000000,12.31,43500000.0,1.500e+31
J1822-1252,2.07104027250000,925.000000,10.61,387000.0,3.800e+32
J1822-1400,0.21477110978900,651.100000,7.77,3750000.0,3.600e+33
J1822-1604,8.43772106000000,,,6260000.0,1.400e+30
J1822-1617,0.83115572740000,647.000000,11.64,6990000.0,1.300e+32
J1822-2256,1.87426851825200,121.200000,3.43,21900000.0,8.100e+30
J1822-4209,0.45651194495200,72.514000,3.50,15800000.0,1.900e+32
J1823+0550,0.75290654304940,66.775000,2.00,52600000.0,2.100e+31
J1823-0154,0.75977746436300,135.870000,4.56,10600000.0,1.000e+32
J1823-1115,0.27982869656500,428.590000,6.28,3220000.0,2.500e+33
J1823-1126,1.84653420150000,607.000000,8.72,801000.0,2.300e+32
J1823-1347,0.61710720555000,1044.000000,11.14,1020000.0,1.600e+33
J1823-1526,1.62540547240000,611.000000,9.17,5700000.0,4.200e+31
J1823-1807,1.63679245172000,330.000000,6.64,93100000.0,2.500e+30
J1823-3021A,0.00544000416327,86.879700,12.10,25500000.0,8.300e+35
J1823-3021B,0.37859649219740,87.010000,12.10,201000000.0,2.200e+31
J1823-3021C,0.40593596298990,86.880000,12.10,28700000.0,1.300e+32
J1823-3106,0.28405434496700,50.245000,1.66,1540000.0,5.000e+33
J1824-0127,2.49946826743000,58.000000,2.21,10100000.0,9.900e+30
J1824-1118,0.43575903331100,603.000000,8.03,1940000.0,1.700e+33
J1824-1159,0.36249207822400,463.400000,6.09,1070000.0,4.500e+33
J1824-1350,1.39659854604000,551.000000,7.06,36500000.0,8.800e+30
J1824-1423,0.35939416245700,428.300000,6.05,14500000.0,3.300e+32
J1824-1500,0.41222995857000,571.000000,8.30,8620000.0,4.300e+32
J1824-1945,0.18933498994500,224.648000,3.70,573000.0,3.000e+34
J1824-2233,1.16174310971000,156.500000,4.26,61200000.0,7.600e+30
J1824-2328,1.50587455169000,185.000000,5.76,13700000.0,2.000e+31
J1824-2452A,0.00305431559227,119.892000,5.50,29900000.0,2.200e+36
J1824-2537,0.22332026718500,158.500000,5.48,8040000.0,1.600e+33
J1825+0004,0.77894940007600,56.618000,2.26,14100000.0,7.300e+31
J1825-0319,0.00455352791974,119.500000,3.26,10600000000.0,2.800e+33
J1825-0935,0.76900585508300,19.383300,0.30,232000.0,4.600e+33
J1825-1108,1.92587177270000,121.000000,2.71,16100000.0,1.100e+31
J1825-1446,0.27918687517700,357.000000,5.45,195000.0,4.100e+34
J1826-1131,2.09313630972000,320.580000,4.83,6750000.0,2.100e+31
J1826-1256,0.11022370246000,,,14400.0,3.600e+36
J1826-1334,0.10148679420760,231.000000,4.12,21400.0,2.800e+36
J1826-1419,0.77062017103300,160.000000,3.59,1390000.0,7.600e+32
J1826-1526,0.38207281211600,530.000000,10.87,5580000.0,7.700e+32
J1827-0750,0.27050203937100,381.000000,7.39,2770000.0,3.100e+33
J1827-0934,0.51254781778400,259.200000,4.47,1120000.0,2.100e+33
J1827-0958,0.24575711814230,430.000000,6.15,3880000.0,2.700e+33
J1828+1359,0.74163952038500,56.000000,3.29,16100000.0,7.100e+31
J1828-0611,0.26941473206300,363.200000,8.76,2920000.0,2.900e+33
J1828-1007,0.15319697924140,302.600000,4.72,3960000.0,6.700e+33
J1828-1057,0.24632758741000,245.000000,4.27,189000.0,5.500e+34
J1828-1101,0.07205163270900,607.400000,7.26,77100.0,1.600e+36
J1828-1336,0.86033211599000,494.700000,7.99,13700000.0,6.200e+31
J1828-2119,0.51452306950400,268.000000,12.56,6440000.0,3.700e+32
J1829+0000,0.19914739705300,114.000000,3.32,6010000.0,2.600e+33
J1829+2456,0.04100982358117,13.800000,0.74,12400000000.0,3.000e+31
J1829-0734,0.31840087340800,316.800000,5.45,1050000.0,5.900e+33
J1829-1751,0.30713297582300,217.108000,5.49,877000.0,7.600e+33
J1830-0052,0.34569803402000,220.400000,7.10,23100000.0,2.300e+32
J1830-0131,0.45753587402900,95.700000,2.68,1150000.0,2.600e+33
J1830-1059,0.40504332163000,161.500000,3.58,107000.0,3.600e+34
J1830-1135,6.22155266630000,257.000000,4.36,2060000.0,7.800e+30
J1830-1313,0.74718766820000,537.000000,10.42,6910000.0,1.600e+32
J1830-1414,0.77149252038000,393.600000,7.81,160000000.0,6.500e+30
J1831-0823,0.61213296397300,245.900000,4.41,31400000.0,5.300e+31
J1831-0952,0.06726684611520,247.000000,4.33,128000.0,1.100e+36
J1831-1223,2.85794100130000,342.000000,5.51,8270000.0,9.300e+30
J1831-1329,2.16567935030000,338.000000,6.48,11500000.0,1.200e+31
J1831-1423,0.50794519524300,352.000000,8.02,7350000.0,3.300e+32
J1832+0029,0.53391729600000,28.300000,1.45,5600000.0,3.900e+32
J1832-0644,0.74429541939000,578.000000,8.81,318000.0,3.600e+33
J1832-0827,0.64729271838000,300.869000,5.20,161000.0,9.300e+33
J1832-0836,0.00271911206232,28.180000,1.40,5000000000.0,1.700e+34
J1832-1021,0.33035408944300,475.700000,6.43,1250000.0,4.600e+33
J1833-0209,0.29193063218100,325.400000,9.25,1680000.0,4.400e+33
J1833-0338,0.68670444412000,234.538000,5.07,262000.0,5.100e+33
J1833-0556,1.52154516970000,461.000000,7.37,18800000.0,1.400e+31
J1833-0559,0.48345888008000,353.000000,5.83,620000.0,4.300e+33
J1833-0827,0.08528425126170,411.000000,4.50,147000.0,5.800e+35
J1833-0831,7.56540840000000,,,34900.0,3.100e+32
J1833-1034,0.06188365001063,169.500000,4.10,4850.0,3.400e+37
J1833-1055,0.63364029817000,543.000000,8.44,19100000.0,8.200e+31
J1833-6023,1.88943550040000,35.000000,1.85,111000000.0,1.600e+30
J1834-0010,0.52095431112900,88.650000,2.64,784000000.0,2.900e+30
J1834-0031,0.32953192248800,155.100000,4.35,11600000.0,4.900e+32
J1834-0426,0.29010819320100,79.308000,2.30,63900000.0,1.200e+32
J1834-0602,0.48791359170000,445.000000,6.60,4230000.0,6.200e+32
J1834-0633,0.31731488279000,707.000000,9.36,8320000.0,7.500e+32
J1834-0731,0.51297990872000,295.000000,4.76,140000.0,1.700e+34
