# ATNF Pulsar Catalogue periods and characteristic ages.
# Source: Manchester, Hobbs, Teoh & Hobbs 2005, AJ 129, 1993,
#   VizieR B/psr (CDS catalogue B/psr).
#   https://cdsarc.cds.unistra.fr/viz-bin/cat/B/psr
# Downloaded 2026-08-17 via VizieR Harvard.
#
# One row per pulsar that has both a barycentric period P0 and a
#   characteristic age Age = P/(2Pdot). Pulsars without a measured
#   spin-down are omitted. VizieR B/psr does not publish Pdot as a
#   column; the film recovers it as P / (2 tau).
# Age is in years as tabulated. Edot is the catalogue spin-down
#   luminosity in erg/s. dm_pc_cm3 and distance_kpc are blank when
#   the catalogue has no value.
# This is the 2005 VizieR snapshot, not a live ATNF query.
jname,period_s,dm_pc_cm3,distance_kpc,age_yr,edot_erg_s
J1057-4754,0.62830587855200,60.000000,3.03,44300000.0,3.600e+31
J1057-5226,0.19710760818700,30.100000,1.53,535000.0,3.000e+34
J1057-7914,1.34740216120000,51.000000,3.46,16100000.0,2.100e+31
J1058-5957,0.61627027234300,334.000000,7.11,14900000.0,1.100e+32
J1059-5742,1.18499893354000,108.700000,2.75,4370000.0,1.000e+32
J1101-6101,0.06280007700000,,7.00,116000.0,1.400e+36
J1101-6424,0.00510927290428,207.000000,7.86,45000000000.0,5.300e+32
J1103-5403,0.00339270965933,103.915000,3.16,14600000000.0,3.700e+33
J1103-6025,0.39658674892800,275.900000,6.83,6340000.0,6.300e+32
J1104-6103,0.28090530153940,78.506000,2.31,2260000.0,3.500e+33
J1105-6107,0.06319294152600,271.010000,7.07,63300.0,2.500e+36
J1106-6438,2.71793413600000,203.000000,7.88,18500000.0,4.600e+30
J1107-5907,0.25277332341800,40.200000,1.81,445000000.0,2.200e+31
J1107-5947,1.51653096540000,158.400000,3.52,70700000.0,3.800e+30
J1107-6143,1.79939566750000,406.000000,13.72,183000.0,1.100e+33
J1110-5637,0.55825272640100,262.560000,9.18,4290000.0,4.700e+32
J1112-6103,0.06496185189400,599.100000,30.00,32700.0,4.500e+36
J1112-6613,0.33421283978000,249.300000,19.31,6430000.0,8.700e+32
J1112-6926,0.82048420411000,148.400000,12.32,4580000.0,2.000e+32
J1114-6100,0.88081962549000,677.000000,30.00,303000.0,2.700e+33
J1115+5030,1.65643975993700,9.183000,0.51,10500000.0,2.200e+31
J1115-6052,0.25977665950100,228.200000,6.76,569000.0,1.600e+34
J1116-4122,0.94315788284300,40.530000,2.68,1880000.0,3.700e+32
J1117-6154,0.50509714918000,493.600000,22.38,640000.0,3.800e+33
J1117-6447,1.15527196040000,303.000000,27.12,76300000.0,6.100e+30
J1119-6127,0.40796298356000,707.400000,8.40,1610.0,2.300e+36
J1119-7936,2.28059719630000,27.400000,1.52,9850000.0,1.200e+31
J1121-5444,0.53578313115000,204.700000,15.43,3070000.0,7.100e+32
J1123-4844,0.24483847840100,92.915000,8.74,59300000.0,1.800e+32
J1123-6102,0.64023374765000,439.400000,14.75,1570000.0,9.700e+32
J1123-6259,0.27143405219900,223.260000,7.54,819000.0,1.000e+34
J1123-6651,0.23297643260300,111.196000,3.48,1340000.0,8.600e+33
J1124-5638,0.18555997340200,289.500000,23.74,327000000.0,5.600e+31
J1124-5916,0.13547685441000,330.000000,5.00,2850.0,1.200e+37
J1124-6421,0.47909858452000,298.000000,14.90,12200000.0,2.200e+32
J1125-5825,0.00310221391893,124.794600,2.98,807000000.0,8.100e+34
J1125-6014,0.00263038073978,52.951000,1.94,10400000000.0,8.700e+33
J1126-6054,0.20273691185300,280.270000,8.05,11400000.0,1.300e+33
J1126-6942,0.57941643800000,55.330000,2.07,2780000.0,6.700e+32
J1128-6219,0.51598351050000,675.000000,30.00,743000000.0,3.200e+30
J1130-5826,0.16232347550100,261.100000,9.45,162000000.0,1.500e+32
J1130-5925,0.68098383242000,264.400000,8.28,11300000.0,1.200e+32
J1130-6807,0.25635279930880,148.734000,7.14,8840000.0,1.100e+33
J1132-5627,0.17516624708200,305.700000,21.30,40800000.0,5.000e+32
J1133-6250,1.02287514082000,567.800000,30.00,35900000.0,1.700e+31
J1135-6055,0.11494300000000,,,23000.0,2.100e+36
J1136+1551,1.18791306593600,4.845100,0.35,5040000.0,8.800e+31
J1136-5525,0.36470557624000,85.500000,2.60,703000.0,6.700e+33
J1137-6700,0.55621605570000,228.041000,19.53,123000000.0,1.600e+31
J1138-6207,0.11756379402300,519.800000,24.50,149000.0,3.000e+35
J1141-3107,0.53843178901300,30.770000,2.72,4350000.0,5.000e+32
J1141-3322,0.29146753651100,46.448000,3.84,9960000.0,7.400e+32
J1141-6545,0.39389881483780,116.080000,3.00,1450000.0,2.800e+33
J1142-6230,0.55838338569000,343.800000,10.81,113000000.0,1.800e+31
J1143-5158,0.67564604706400,159.030000,10.68,15400000.0,8.900e+31
J1143-5536,0.68535848563000,185.000000,11.44,22400000.0,5.900e+31
J1144-6217,0.85066494337000,284.700000,8.88,437000.0,2.000e+33
J1146-6030,0.27337242988000,111.680000,2.59,2410000.0,3.500e+33
J1148-5725,3.55993723200000,174.000000,6.99,5080000.0,9.700e+30
J1148-6415,3.24102850310000,241.000000,9.07,19000000.0,3.100e+30
J1151-6108,0.10163319629300,216.000000,7.65,157000.0,3.900e+35
J1152-5800,1.78982946640000,191.000000,7.87,22100000.0,8.800e+30
J1152-6012,0.37656956576000,74.000000,2.09,893000.0,4.900e+33
J1154-6250,0.28201171065000,74.000000,2.06,7990000.0,9.800e+32
J1156-5707,0.28840942032500,243.500000,20.40,173000.0,4.400e+34
J1156-5909,1.03793105090000,219.200000,8.76,16100000.0,3.600e+31
J1157-5112,0.04358922706284,39.670000,1.88,4830000000.0,6.800e+31
J1157-6224,0.40052204834000,325.200000,4.00,1610000.0,2.400e+33
J1159-6409,0.66748553354000,178.000000,6.03,441000000.0,3.200e+30
J1159-7910,0.52507423920000,59.240000,4.36,2950000.0,7.700e+32
J1201-6306,0.59213602908000,683.000000,30.00,2640000.0,6.800e+32
J1202-5820,0.45280050819500,145.410000,4.94,3370000.0,9.000e+32
J1204-6843,0.30886086200970,133.930000,5.66,22500000.0,2.900e+32
J1210-5226,0.42413074881600,,2.60,302000000.0,1.200e+31
J1210-5559,0.27976733084460,174.347000,11.65,6110000.0,1.300e+33
J1210-6550,4.23701021640000,37.000000,1.58,156000000.0,2.200e+29
J1211-6324,0.43308392619900,333.800000,12.30,26700000.0,1.200e+32
J1214-5830,0.90982270118000,141.100000,4.83,270000000.0,2.800e+30
J1215-5328,0.63641413680000,163.000000,11.24,87700000.0,1.800e+31
J1216-6223,0.37404678583000,786.600000,30.00,352000.0,1.300e+34
J1216-6410,0.00353937565842,47.400000,1.71,34700000000.0,1.400e+33
J1220-6318,0.78921201205000,347.000000,13.96,156000000.0,6.500e+30
J1222-5738,1.08116352660000,74.000000,2.12,114000000.0,4.700e+30
J1224-6208,0.58576120812000,454.200000,23.64,460000.0,4.000e+33
J1224-6407,0.21647620312090,97.470000,4.00,692000.0,1.900e+34
J1225-5556,1.01845286818200,125.835000,5.39,7820000.0,7.700e+31
J1225-6035,0.62632394197800,176.100000,6.19,34500000.0,4.600e+31
J1225-6408,0.41961779150000,415.100000,24.60,7030000.0,5.100e+32
J1227-4853,0.00168637541027,43.423500,2.00,2410000000.0,9.100e+34
J1227-6208,0.03452783464780,363.000000,15.82,2920000000.0,1.800e+32
J1231-1411,0.00368387871108,8.090000,0.45,2560000000.0,1.800e+34
J1231-4609,0.87723907778000,76.000000,6.16,366000000.0,2.200e+30
J1231-6303,1.35123629920000,301.000000,12.12,15300000.0,2.200e+31
J1232-4742,1.87299437700000,26.000000,1.40,2120000000.0,8.400e+28
J1232-6501,0.08828190823410,239.400000,10.00,1730000000.0,4.700e+31
J1233-6312,0.56475938920000,414.000000,20.49,1290000.0,1.500e+33
J1233-6344,0.75689193363000,495.000000,30.00,3090000.0,3.500e+32
J1235-6354,0.25677765340600,439.900000,27.05,20700000.0,4.600e+32
J1236-5033,0.29475977119100,105.020000,8.29,30000000.0,2.400e+32
J1237-6725,2.11097411794000,176.500000,7.80,15300000.0,9.200e+30
J1238+21,1.11859068945000,17.500000,1.77,12300000.0,4.100e+31
J1239+2453,1.38244910303880,9.257500,0.84,22800000.0,1.400e+31
J1239-6832,1.30190811390000,94.300000,2.89,1730000.0,2.100e+32
J1240-4124,0.51224209318000,44.100000,3.59,4670000.0,5.100e+32
J1243-5735,0.47122487769000,270.600000,19.20,93300000.0,3.000e+31
J1243-6423,0.38848092104100,297.250000,2.00,1370000.0,3.000e+33
J1244-5053,0.27520711132300,109.950000,8.49,4360000.0,1.900e+33
J1244-6359,0.14727431048000,286.000000,12.05,530000000.0,5.400e+31
J1244-6531,1.54681894000000,388.000000,30.00,3410000.0,7.700e+31
J1245-6238,2.28309335080000,336.200000,14.63,3310000.0,3.600e+31
J1248-6344,0.19833513635700,433.300000,23.99,186000.0,8.600e+34
J1248-6444,1.23489349389000,236.400000,9.55,10100000.0,4.100e+31
J1249-6507,0.43444487308000,215.000000,8.51,569000000.0,5.800e+30
J1251-7407,0.32705773823000,89.810000,5.22,14200000.0,4.100e+32
J1252-6314,0.82333927128000,278.400000,11.00,120000000.0,7.700e+30
J1253-5820,0.25549632740980,100.584000,2.94,1930000.0,5.000e+33
J1254-6150,0.18450220306900,95.000000,2.24,4680000.0,3.900e+33
J1255-6131,0.65797363034000,206.500000,7.36,2610000.0,5.500e+32
J1257-1027,0.61730766999550,29.634000,2.22,27000000.0,6.100e+31
J1259-6741,0.66332904940000,94.700000,2.72,8710000.0,1.600e+32
J1300+1240,0.00621853194840,10.165500,0.60,862000000.0,1.900e+34
J1301-6305,0.18452809509000,374.000000,15.84,11000.0,1.700e+36
J1301-6310,0.66382964770000,86.100000,2.06,186000.0,7.600e+33
J1302-6313,0.96784621290000,500.000000,28.06,2420000.0,2.800e+32
J1302-6350,0.04776250750000,146.720000,2.30,332000.0,8.300e+35
J1303-6305,2.30664155390000,343.000000,13.62,16800000.0,7.000e+30
J1305-6203,0.42776184224000,470.000000,24.07,211000.0,1.600e+34
J1305-6256,0.47823093284000,967.000000,30.00,3590000.0,7.600e+32
J1305-6455,0.57164694440000,505.000000,30.00,2250000.0,8.500e+32
J1306-6242,0.98190211848000,480.000000,22.63,2650000.0,2.400e+32
J1306-6617,0.47302647068900,436.900000,29.16,1250000.0,2.200e+33
J1307-6318,4.96242725250000,374.000000,14.45,3720000.0,6.800e+30
J1308+2127,10.31252206000000,,,1460000.0,4.000e+30
J1308-4650,1.05883304424000,66.000000,4.91,31900000.0,1.700e+31
J1308-5844,0.46469974880000,205.600000,8.86,852000.0,3.400e+33
J1309-6415,0.61945355680000,574.000000,30.00,1120000.0,1.500e+33
J1309-6526,0.39829216278500,340.000000,19.94,343000000.0,1.100e+31
J1311-1228,0.44751771123180,36.214000,2.30,47000000.0,6.600e+31
J1311-3430,0.00256037103167,37.840000,3.72,1940000000.0,4.900e+34
J1312-5402,0.72815421730000,133.000000,9.65,78000000.0,1.500e+31
J1312-5516,0.84923568480000,134.100000,6.75,2360000.0,3.700e+32
J1312-6400,2.43743249609000,93.000000,2.21,56500000.0,1.900e+30
J1313+0931,0.84893275073000,12.000000,0.78,16800000.0,5.200e+31
J1314-6101,2.94838960380000,309.000000,9.60,3990000.0,1.800e+31
J1316-6232,0.34282539844000,983.300000,30.00,1030000.0,5.200e+33
J1317-5759,2.64219851320000,145.300000,5.55,3330000.0,2.700e+31
J1317-6302,0.26127055606000,678.100000,30.00,40400000.0,2.300e+32
J1319-6056,0.28435139304100,400.940000,12.64,2950000.0,2.600e+33
J1319-6105,0.42111811424900,442.200000,14.88,4440000.0,7.900e+32
J1320-3512,0.45848840672000,16.420000,0.93,3820000000.0,7.800e+29
J1320-5359,0.27972914724400,97.600000,4.23,479000.0,1.700e+34
J1321+8323,0.67003741838600,13.312000,0.77,18700000.0,7.400e+31
J1321-5922,1.27905759523000,383.000000,30.00,8550000.0,4.500e+31
J1322-6241,0.50605841373000,618.800000,19.91,3100000.0,7.900e+32
J1322-6329,2.76420942080000,659.000000,30.00,3950000.0,2.100e+31
J1324-6146,0.84410857530000,828.000000,30.00,2400000.0,3.700e+32
J1324-6302,2.48380369300000,497.000000,11.03,40200000.0,2.500e+30
J1326-5859,0.47799086689000,287.300000,3.00,2340000.0,1.200e+33
J1326-6408,0.79267010730000,502.700000,15.70,4050000.0,2.500e+32
J1326-6700,0.54300857920000,209.600000,8.50,1620000.0,1.300e+33
J1327-0755,0.00267792319712,27.912150,2.17,2390000000.0,3.600e+34
J1327-6222,0.52991319210000,318.800000,4.00,445000.0,5.000e+33
J1327-6301,0.19647866418300,294.910000,6.50,2040000.0,8.000e+33
J1327-6400,0.28067797416800,680.900000,30.00,143000.0,5.600e+34
J1328-4357,0.53269880337000,42.000000,2.29,2800000.0,7.900e+32
J1328-4921,1.47872135590000,118.000000,7.78,38400000.0,7.400e+30
J1329-6158,1.56521796380000,514.000000,8.11,732000.0,3.500e+32
J1331-5245,0.64811664710000,148.400000,10.50,20100000.0,7.400e+31
J1332-3032,0.65043449064700,15.100000,0.87,18400000.0,8.000e+31
J1333-4449,0.34560294859400,44.300000,2.32,10100000000.0,5.200e+29
J1334-5839,0.10771821592340,119.297800,3.89,79000000.0,6.800e+32
J1337-6306,0.20795301218900,777.700000,16.01,9260000.0,1.600e+33
J1337-6423,0.00942340671780,259.200000,6.30,6050000000.0,1.200e+33
J1338-6204,1.23898957650000,640.300000,8.16,1420000.0,2.900e+32
J1339-4712,0.13705465793320,39.900000,1.77,4100000000.0,8.100e+30
J1339-6618,0.55817922185000,241.000000,7.62,25300000.0,7.900e+31
J1340-6456,0.37862206628000,76.990000,1.92,1190000.0,3.700e+33
J1341-6023,0.62728536587000,364.600000,7.03,511000.0,3.100e+33
J1341-6220,0.19333974630600,717.300000,8.55,12100.0,1.400e+36
J1342+2822B,0.00238942075779,26.148000,9.90,2040000000.0,5.400e+34
J1344-6059,0.54010232140000,435.000000,7.17,199000000.0,1.100e+31
J1345-6115,1.25308459010000,278.100000,5.87,6110000.0,6.500e+31
J1346-4918,0.29962510680000,74.420000,3.90,136000000.0,5.100e+31
J1347-5947,0.60996175430400,293.400000,6.54,682000.0,2.500e+33
J1348-6307,0.92777223890000,597.000000,8.18,3880000.0,1.900e+32
J1349-6130,0.25936286007300,284.600000,5.82,802000.0,1.200e+34
J1350-5115,0.29569917630000,90.388000,4.52,6230000.0,1.100e+33
J1352-6803,0.62890254638000,214.600000,14.24,8070000.0,2.000e+32
J1354-6249,2.95193833400000,254.000000,5.62,3160000.0,2.300e+31
J1355-5153,0.64430109622000,112.100000,6.47,3630000.0,4.200e+32
J1355-5747,2.03867382540000,229.000000,7.58,45200000.0,3.300e+30
J1355-5925,1.21338122674000,354.800000,8.43,3210000.0,1.300e+32
J1355-6206,0.27660304315000,547.000000,7.95,1410000000.0,5.800e+30
J1356-5521,0.50737956669600,174.172000,8.75,11100000.0,2.200e+32
J1357-6429,0.16610832750700,128.500000,4.09,7310.0,3.100e+36
J1359-6038,0.12750077685000,293.710000,5.00,319000.0,1.200e+35
J1400-6325,0.03118160110000,563.000000,7.00,12700.0,5.100e+37
J1401-6357,0.84278963237000,98.000000,1.80,798000.0,1.100e+33
J1403-6310,0.39917017693000,305.000000,6.14,70300000.0,5.600e+31
J1403-7646,1.30619781200000,100.600000,7.03,17200000.0,2.100e+31
J1405-4656,0.00760220343251,13.884000,0.74,4320000000.0,2.500e+33
J1405-5641,0.61757468514000,273.000000,21.30,8170000.0,2.000e+32
J1406-5806,0.28834924425000,229.000000,6.73,7480000.0,1.000e+33
J1406-6121,0.21307465377600,542.300000,9.11,61700.0,2.200e+35
J1407-6048,0.49234420664000,575.200000,9.70,2470000.0,1.000e+33
J1407-6153,0.70161494920000,645.000000,9.75,1260000.0,1.000e+33
J1409-6953,0.52859077920000,163.000000,12.60,9970000.0,2.200e+32
J1410-6132,0.05005194620000,960.000000,30.00,24800.0,1.000e+37
J1410-7404,0.27872944362710,54.240000,2.15,655000000.0,1.200e+31
J1412+7922,0.05919821239600,,,2340000000.0,7.600e+31
J1412-6111,0.52915639797000,311.800000,5.95,4380000.0,5.100e+32
J1412-6145,0.31522497065700,514.700000,9.32,50600.0,1.200e+35
J1413-6141,0.28562462018000,677.000000,11.00,13600.0,5.600e+35
J1413-6205,0.10974069969000,,,62800.0,8.300e+35
J1413-6222,0.29240770249000,808.100000,27.74,2080000.0,3.500e+33
J1413-6307,0.39494579078400,121.980000,3.68,842000.0,4.800e+33
J1414-6802,4.63018806190000,153.500000,6.60,11500000.0,2.500e+30
J1415-6621,0.39247897310000,260.170000,14.40,10700000.0,3.800e+32
J1416-5033,0.79488254600000,58.500000,1.99,105000000.0,9.400e+30
J1416-6037,0.29558048193000,289.200000,5.72,1090000.0,6.500e+33
J1418-3921,1.09680600340000,60.490000,5.04,19500000.0,2.700e+31
J1418-5945,1.67259568120000,369.000000,9.31,97800000.0,2.300e+30
J1418-6058,0.11057301169000,,,10300.0,4.900e+36
J1420-5416,0.93577192210000,129.600000,4.90,62600000.0,1.100e+31
J1420-5625,0.03411713084786,64.560000,1.74,8010000000.0,6.700e+31
J1420-6048,0.06817987659000,358.800000,7.65,13000.0,1.000e+37
J1422-6138,0.34096785164000,,,55800.0,9.600e+34
J1423-6953,0.33341071017200,123.980000,6.38,3640000.0,1.500e+33
J1424-5556,0.77037484587400,198.700000,7.71,15600000.0,6.700e+31
J1424-5822,0.36673406021700,323.900000,10.19,1470000.0,3.200e+33
J1424-6438,1.02350369913000,248.000000,8.31,67600000.0,8.800e+30
J1425-5723,0.35326292024000,43.400000,1.46,254000000.0,2.000e+31
J1425-5759,0.70786760576000,325.000000,10.81,15100000.0,8.300e+31
J1425-6210,0.50173030987000,430.100000,9.98,16600000.0,1.500e+32
J1427-4158,0.58648555622900,71.000000,5.89,15000000.0,1.200e+32
J1428-5530,0.57029046286200,82.400000,2.29,4340000.0,4.400e+32
J1429-5911,0.11584261008000,,,60200.0,7.700e+35
J1429-5935,0.76391483053000,456.700000,10.62,283000.0,3.800e+33
J1430-6623,0.78544075732400,65.300000,1.80,4490000.0,2.300e+32
J1431-4715,0.00201195344253,59.350000,2.42,2260000000.0,6.800e+34
J1431-5740,0.00411054395677,131.460000,4.07,10100000000.0,3.600e+33
J1432-5032,2.03498947920000,113.000000,5.72,5440000.0,2.800e+31
J1433-6038,1.95442963530000,409.000000,9.74,5500000.0,3.000e+31
J1434+7257,0.04174114783993,12.605000,0.75,1200000000.0,3.000e+32
J1434-6006,0.30636786268000,332.000000,7.25,1610000.0,4.100e+33
J1434-6029,0.96334832315000,282.000000,5.78,14800000.0,4.500e+31
J1435-5954,0.47299543551400,44.260000,1.46,4860000.0,5.800e+32
J1435-6100,0.00934797221025,113.700000,3.25,6050000000.0,1.200e+33
J1437-5959,0.06169612340350,549.600000,11.12,114000.0,1.400e+36
J1437-6146,0.46761632345000,200.500000,4.77,1170000.0,2.400e+33
J1439-5501,0.02863488819045,14.560000,0.76,3200000000.0,2.400e+32
J1440-6344,0.45960536385000,124.200000,4.03,6500000.0,4.600e+32
J1441-6137,1.17584002290000,166.000000,4.44,51800000.0,8.700e+30
J1443-5122,0.73206126470000,87.000000,3.17,34300000.0,3.400e+31
J1444-5941,2.76022794480000,177.100000,4.38,5310000.0,1.500e+31
J1444-6026,4.75857556790000,367.700000,8.78,4070000.0,6.800e+30
J1446-4701,0.00219469577985,55.832020,2.03,3540000000.0,3.700e+34
J1449-5846,0.46332957719100,216.600000,4.74,85400000.0,3.400e+31
J1452-5851,0.38662501748000,262.400000,5.64,121000.0,3.500e+34
J1452-6036,0.15499135791830,349.700000,9.44,1690000.0,1.500e+34
J1453+1902,0.00579230273497,14.049000,0.95,7900000000.0,2.400e+33
J1453-6413,0.17948475396410,71.070000,2.80,1040000.0,1.900e+34
J1454-5846,0.04524877299803,115.950000,3.32,878000000.0,3.500e+32
J1455-3330,0.00798720479626,13.570800,0.74,5210000000.0,1.900e+33
J1456-6843,0.26337681489330,8.600000,0.43,42500000.0,2.100e+32
J1457-5122,1.74830108010000,37.000000,1.37,5240000.0,3.900e+31
J1457-5900,1.49863743680000,175.000000,4.25,6490000.0,4.300e+31
J1457-5902,0.39073936418000,477.200000,11.33,503000.0,8.100e+33
J1459-6053,0.10315063827400,,,64700.0,9.100e+35
J1501-0046,0.46403681392840,22.258400,2.37,30700000.0,9.400e+31
J1501-5637,0.78294856610000,258.000000,6.75,73000000.0,1.400e+31
J1502-5653,0.53550439779000,194.000000,4.51,4640000.0,4.700e+32
J1502-5828,0.66810515091000,584.000000,12.21,291000.0,4.800e+33
J1502-6128,0.84210384000000,256.500000,7.88,9900000.0,8.900e+31
J1502-6752,0.02674442376700,151.200000,11.57,1350000000.0,6.500e+32
J1503+2111,3.31400150122000,11.750000,0.72,375000000.0,1.500e+29
J1504-5621,0.41298519981000,143.000000,3.93,1180000.0,3.100e+33
J1506-5158,0.84073854500000,61.000000,1.67,2090000.0,4.200e+32
J1507-4352,0.28675704522000,48.700000,1.79,2830000.0,2.700e+33
J1507-6640,0.35565490117000,129.800000,5.62,4870000.0,1.000e+33
J1509+5531,0.73968192290400,19.619100,2.10,2340000.0,4.900e+32
J1509-5850,0.08892176048900,140.600000,3.85,154000.0,5.100e+35
J1509-6015,0.33903844870000,423.600000,13.63,2530000.0,2.100e+33
J1510-4422,0.94387129750000,84.000000,4.22,24500000.0,2.900e+31
J1511-5414,0.20038369592210,84.760000,2.24,6550000.0,2.400e+33
J1511-5835,0.30151055002000,332.000000,7.10,13900000.0,5.000e+32
J1512-5431,2.04053157420000,219.000000,6.61,16800000.0,8.900e+30
J1512-5759,0.12869414844800,628.700000,12.70,298000.0,1.300e+35
J1513-5739,0.97345803480000,469.700000,9.84,560000.0,1.200e+33
J1513-5908,0.15125125831483,252.500000,4.40,1560.0,1.700e+37
J1513-5946,1.04611715673300,171.700000,4.26,1940000.0,2.900e+32
J1514-4834,0.45483920949000,51.500000,1.59,7790000.0,3.900e+32
J1514-4946,0.00358933667967,31.050000,1.27,3050000000.0,1.600e+34
J1514-5925,0.14879648822600,194.100000,4.50,818000.0,3.500e+34
J1515-5720,0.28664619650000,482.000000,10.32,745000.0,1.000e+34
J1517-4356,0.65083687190100,87.780000,4.44,47900000.0,3.100e+31
J1517-4636,0.88661249686000,127.000000,10.98,6700000.0,1.200e+32
J1518+0204A,0.00555359252421,30.080000,8.00,2130000000.0,9.500e+33
J1518+0204C,0.00248392757025,29.314600,8.00,1510000000.0,6.700e+34
J1518+4904,0.04093498890833,11.611390,0.70,23900000000.0,1.600e+31
J1518-0627,0.79499667456990,27.963100,2.69,30100000.0,3.300e+31
J1518-5415,0.21492480028400,167.200000,4.26,83900000.0,1.600e+32
J1519-5734,0.51875778474000,664.000000,13.12,1920000.0,1.200e+33
J1519-6106,2.15430706064000,221.000000,7.23,4080000.0,3.300e+31
J1519-6308,1.25405163056000,250.000000,17.81,3330000.0,1.200e+32
J1522-5525,1.38960468760000,79.000000,1.89,6670000.0,4.900e+31
J1522-5735,0.10213598087000,,,51800.0,1.200e+36
J1522-5829,0.39535285990100,199.900000,4.47,3130000.0,1.300e+33
J1524-5625,0.07821854888100,152.700000,3.84,31800.0,3.200e+36
J1524-5706,1.11604861927000,833.000000,21.59,49600.0,1.000e+34
J1524-5819,0.96104262694000,406.600000,10.87,121000.0,5.600e+33
J1525-5417,1.01169421772000,235.000000,6.01,991000.0,6.200e+32
J1525-5523,0.35515603699980,124.700000,3.50,628000000.0,7.900e+30
J1525-5545,0.01135988179177,126.934000,3.53,1370000000.0,3.500e+33
J1525-5605,0.28034866206000,338.000000,6.77,38300000.0,2.100e+32
J1526-5633,0.30188789663000,329.000000,6.44,38900000.0,1.800e+32
J1527-3931,2.41758227010000,49.000000,2.01,2010000.0,5.300e+31
J1527-5552,1.04870488660000,362.700000,7.15,1470000.0,3.900e+32
J1528-3146,0.06082223035146,18.163000,0.99,3870000000.0,4.400e+31
J1528-4109,0.52655613914000,89.500000,5.96,21100000.0,1.100e+32
J1528-5547,3.46730151700000,269.000000,5.55,7090000.0,7.300e+30
J1529-3828,0.00848628211574,73.620000,4.85,4980000000.0,1.700e+33
J1529-5355,0.89126453990000,292.000000,7.75,17400000.0,4.500e+31
J1529-5611,0.82224873110000,149.000000,3.77,3180000.0,2.900e+32
J1530-5327,0.27895672115200,49.600000,1.46,944000.0,8.500e+33
J1531-4012,0.35684931285500,106.650000,7.75,58700000.0,8.400e+31
J1531-5610,0.08420168288550,110.900000,3.10,97100.0,9.100e+35
J1532+2745,1.12483574276700,14.698000,0.98,22900000.0,2.200e+31
J1532-5308,0.44382460830000,181.000000,4.45,108000000.0,2.900e+31
J1534-4428,1.22142595880000,137.300000,10.94,108000000.0,3.900e+30
J1534-5334,1.36888090921000,24.820000,1.13,15200000.0,2.200e+31
J1534-5405,0.28968889520000,190.820000,4.26,2970000.0,2.500e+33
J1535-4114,0.43286613384500,66.280000,2.80,1680000.0,2.000e+33
J1535-4415,0.46840160422000,110.700000,5.38,183000000.0,1.600e+31
J1535-5450,0.56673415672000,219.800000,4.63,626000.0,3.100e+33
J1535-5848,0.30717766277500,107.000000,3.13,1790000.0,3.700e+33
J1536-3602,1.31975904174000,96.000000,6.45,26500000.0,1.400e+31
J1536-5433,0.88143843110000,147.500000,3.72,7310000.0,1.100e+32
J1536-5907,0.55784066031000,316.000000,12.09,6470000.0,3.100e+32
J1537+1155,0.03790444117830,11.619440,1.05,248000000.0,1.800e+33
J1537-4912,0.30131077523000,69.700000,1.82,2470000.0,2.800e+33
J1537-5153,1.52812410566000,93.000000,2.63,5800000.0,4.600e+31
J1537-5645,0.43046412386000,707.000000,24.59,2450000.0,1.400e+33
J1538+2345,3.44938495332000,14.909000,0.98,7930000.0,6.600e+30
J1538-5438,0.27672613726000,136.900000,3.60,3080000.0,2.700e+33
J1538-5519,0.39573063893000,611.000000,9.70,153000000.0,2.600e+31
J1538-5551,0.10467492084400,603.000000,10.40,517000.0,1.100e+35
J1538-5621,1.90849449143000,150.000000,3.76,4140000.0,4.200e+31
J1538-5638,0.84398039688000,546.000000,12.94,1880000.0,4.700e+32
J1538-5732,0.34121281180600,152.700000,3.88,1190000.0,4.500e+33
J1538-5750,0.50656833529600,91.000000,2.41,191000000.0,1.300e+31
J1539-4828,1.27284159978000,117.000000,3.74,15900000.0,2.400e+31
J1539-5521,1.00495831813000,380.000000,6.84,21900000.0,2.800e+31
J1539-5626,0.24339220040000,175.880000,4.00,795000.0,1.300e+34
J1539-6322,1.63084630957000,163.500000,7.75,128000000.0,1.800e+30
J1540-5736,0.61291628569000,304.500000,8.17,23100000.0,7.200e+31
J1541-5535,0.29583755345000,428.000000,7.46,62500.0,1.100e+35
J1542-5034,0.59924503640000,91.000000,2.58,2390000.0,7.300e+32
J1542-5133,1.78386498770000,186.000000,4.87,48000000.0,4.100e+30
J1542-5303,1.20756776526000,265.700000,6.02,246000.0,1.700e+33
J1543+0929,0.74844841622900,35.012000,5.90,27400000.0,4.100e+31
J1543-0620,0.70906406978600,18.377400,1.27,12800000.0,9.700e+31
J1543-5013,0.64425506450000,211.000000,6.76,1010000.0,1.500e+33
J1543-5149,0.00205696039242,50.930000,1.46,2020000000.0,7.300e+34
J1543-5459,0.37711856263000,345.700000,6.32,115000.0,3.800e+34
J1544+4937,0.00215928839043,23.225800,2.30,11700000000.0,1.200e+34
J1544-5308,0.17855379968800,35.160000,1.29,46600000.0,4.200e+32
J1545-4550,0.00357528861885,68.390000,2.01,1080000000.0,4.500e+34
J1546-5302,0.58083988615000,287.000000,6.10,780000.0,2.400e+33
J1547-0944,1.57692463294300,37.416000,3.18,8500000.0,3.000e+31
