# Single-mode RR Lyrae stars in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/66/131 tables lmcrrabc/smcrrabc. Downloaded 2026-08-17.
#
# RRab (fundamental mode) and RRc (first overtone) only. Double-mode RRd and
#   anomalous aRRd stars are left out — they pulsate in two periods at once and
#   would smear both the Bailey diagram and the period–luminosity ridge.
# Every star has an intensity-mean V and I magnitude and an I-band amplitude.
#   Mean magnitudes are apparent: no extinction correction has been applied.
#   The Wesenheit index I - 1.55 (V - I) is derived in the scene, not stored.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum
#   light (HJD - 2450000). i_amplitude_mag is peak-to-peak I-band amplitude.
# One row per star.
cloud,star,type,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag
LMC,OGLE-LMC-RRLYR-00260,RRc,0.3105995,6000.29513,19.488,19.060,0.332
LMC,OGLE-LMC-RRLYR-00261,RRab,0.5995131,6000.21341,19.208,18.603,0.382
LMC,OGLE-LMC-RRLYR-00262,RRab,0.6247944,6000.09441,19.356,18.740,0.470
LMC,OGLE-LMC-RRLYR-00263,RRab,0.5997012,6000.28155,19.311,18.728,0.554
LMC,OGLE-LMC-RRLYR-00264,RRab,0.5936420,6000.37245,19.288,18.687,0.554
LMC,OGLE-LMC-RRLYR-00265,RRab,0.5806229,6000.08442,19.337,18.741,0.549
LMC,OGLE-LMC-RRLYR-00266,RRab,0.6371147,6000.16662,19.283,18.695,0.413
LMC,OGLE-LMC-RRLYR-00267,RRc,0.3086843,6000.20634,19.636,19.157,0.257
LMC,OGLE-LMC-RRLYR-00268,RRab,0.5158789,6000.50582,19.741,19.076,0.714
LMC,OGLE-LMC-RRLYR-00269,RRab,0.5970420,6000.29105,19.596,19.000,0.424
LMC,OGLE-LMC-RRLYR-00271,RRab,0.4938864,6000.05398,19.374,18.870,0.817
LMC,OGLE-LMC-RRLYR-00272,RRab,0.5234328,6000.16545,19.543,18.837,0.556
LMC,OGLE-LMC-RRLYR-00273,RRab,0.5183759,6000.14574,19.389,18.836,0.412
LMC,OGLE-LMC-RRLYR-00274,RRab,0.6513290,6000.27678,19.387,18.689,0.212
LMC,OGLE-LMC-RRLYR-00275,RRab,0.6438613,6000.32260,19.611,18.935,0.231
LMC,OGLE-LMC-RRLYR-00276,RRab,0.4841570,6000.40705,19.534,19.015,0.778
LMC,OGLE-LMC-RRLYR-00277,RRab,0.4552595,6000.05472,19.729,19.200,0.779
LMC,OGLE-LMC-RRLYR-00278,RRab,0.5829676,6000.51228,19.407,18.785,0.479
LMC,OGLE-LMC-RRLYR-00279,RRab,0.5835063,6000.23743,19.511,18.900,0.511
LMC,OGLE-LMC-RRLYR-00280,RRab,0.5884266,6000.47697,19.412,18.829,0.420
LMC,OGLE-LMC-RRLYR-00281,RRc,0.3447576,6000.16467,19.264,18.815,0.277
LMC,OGLE-LMC-RRLYR-00283,RRab,0.5383360,6000.18567,19.529,18.979,0.717
LMC,OGLE-LMC-RRLYR-00284,RRab,0.7091251,6000.23929,20.350,18.630,0.386
LMC,OGLE-LMC-RRLYR-00285,RRab,0.5572845,6000.19047,19.467,18.848,0.515
LMC,OGLE-LMC-RRLYR-00286,RRab,0.6254703,6000.33774,19.438,18.760,0.330
LMC,OGLE-LMC-RRLYR-00287,RRab,0.5596679,6000.45415,19.197,18.659,0.153
LMC,OGLE-LMC-RRLYR-00288,RRab,0.5229081,6000.09636,19.300,18.758,0.622
LMC,OGLE-LMC-RRLYR-00289,RRab,0.5680764,6000.21359,19.418,18.795,0.437
LMC,OGLE-LMC-RRLYR-00290,RRc,0.3492646,6000.30427,19.028,18.652,0.298
LMC,OGLE-LMC-RRLYR-00291,RRc,0.3201414,6000.15430,19.273,18.876,0.343
LMC,OGLE-LMC-RRLYR-00292,RRab,0.5527016,6000.10124,19.415,18.977,0.336
LMC,OGLE-LMC-RRLYR-00294,RRab,0.5660764,6000.07297,19.469,18.866,0.563
LMC,OGLE-LMC-RRLYR-00295,RRab,0.6501857,6000.01207,19.551,18.857,0.116
LMC,OGLE-LMC-RRLYR-00296,RRab,0.5765716,6000.10718,19.376,18.843,0.627
LMC,OGLE-LMC-RRLYR-00297,RRab,0.6771093,6000.50923,19.259,18.647,0.558
LMC,OGLE-LMC-RRLYR-00298,RRab,0.5975249,6000.05182,19.262,18.698,0.469
LMC,OGLE-LMC-RRLYR-00299,RRab,0.5689192,6000.00706,19.239,18.720,0.700
LMC,OGLE-LMC-RRLYR-00300,RRab,0.5564730,6000.41355,19.354,18.805,0.637
LMC,OGLE-LMC-RRLYR-00301,RRab,0.6126609,6000.06163,19.463,18.812,0.610
LMC,OGLE-LMC-RRLYR-00302,RRc,0.3580189,6000.18628,19.065,18.572,0.255
LMC,OGLE-LMC-RRLYR-00303,RRab,0.5992033,6000.14790,19.326,18.730,0.497
LMC,OGLE-LMC-RRLYR-00304,RRab,0.6336202,6000.34371,19.442,18.762,0.400
LMC,OGLE-LMC-RRLYR-00305,RRc,0.3490124,6000.20531,19.503,18.960,0.254
LMC,OGLE-LMC-RRLYR-00306,RRab,0.4527698,6000.04739,19.618,19.120,0.647
LMC,OGLE-LMC-RRLYR-00307,RRab,0.5189000,6000.29920,19.649,19.048,0.466
LMC,OGLE-LMC-RRLYR-00308,RRab,0.3963777,6000.06072,19.650,19.196,0.851
LMC,OGLE-LMC-RRLYR-00309,RRab,0.6063276,6000.21193,19.218,18.627,0.350
LMC,OGLE-LMC-RRLYR-00310,RRab,0.7077755,6000.56369,19.040,18.430,0.396
LMC,OGLE-LMC-RRLYR-00311,RRab,0.5380281,6000.53061,19.237,18.753,0.577
LMC,OGLE-LMC-RRLYR-00312,RRab,0.4869496,6000.37766,19.625,19.062,0.804
LMC,OGLE-LMC-RRLYR-00313,RRab,0.3493777,6000.23187,19.700,19.335,0.899
LMC,OGLE-LMC-RRLYR-00315,RRab,0.5119702,6000.05839,19.497,18.953,0.706
LMC,OGLE-LMC-RRLYR-00317,RRab,0.6006180,6000.18545,18.908,18.345,0.559
LMC,OGLE-LMC-RRLYR-00318,RRc,0.2306395,6000.09002,19.558,19.138,0.222
LMC,OGLE-LMC-RRLYR-00319,RRab,0.6572476,6000.47334,19.403,18.800,0.242
LMC,OGLE-LMC-RRLYR-00320,RRab,0.4825849,6000.03766,19.497,18.946,0.843
LMC,OGLE-LMC-RRLYR-00321,RRab,0.5487376,6000.40677,19.597,18.976,0.483
LMC,OGLE-LMC-RRLYR-00322,RRc,0.3187283,6000.12204,19.347,18.904,0.360
LMC,OGLE-LMC-RRLYR-00323,RRab,0.5076123,6000.31260,19.342,18.846,0.600
LMC,OGLE-LMC-RRLYR-00324,RRab,0.5227361,6000.14615,19.692,19.123,0.499
LMC,OGLE-LMC-RRLYR-00325,RRab,0.8128864,6000.31585,19.199,18.563,0.244
LMC,OGLE-LMC-RRLYR-00326,RRab,0.4586301,6000.10963,18.914,18.363,0.374
LMC,OGLE-LMC-RRLYR-00327,RRab,0.5119653,6000.20364,19.464,18.905,0.599
LMC,OGLE-LMC-RRLYR-00328,RRc,0.3960773,6000.23907,19.311,18.829,0.235
LMC,OGLE-LMC-RRLYR-00329,RRab,0.5381191,6000.21518,19.518,18.909,0.697
LMC,OGLE-LMC-RRLYR-00330,RRc,0.3461099,6000.15360,19.317,18.862,0.294
LMC,OGLE-LMC-RRLYR-00331,RRab,0.6281603,6000.09267,19.499,18.858,0.376
LMC,OGLE-LMC-RRLYR-00332,RRab,0.6406865,6000.51105,19.826,19.056,0.296
LMC,OGLE-LMC-RRLYR-00333,RRc,0.3157989,6000.04942,19.290,18.864,0.353
LMC,OGLE-LMC-RRLYR-00334,RRab,0.5274251,6000.14529,19.268,18.814,0.710
LMC,OGLE-LMC-RRLYR-00335,RRab,0.6205153,6000.54859,19.282,18.666,0.306
LMC,OGLE-LMC-RRLYR-00336,RRab,0.6019343,6000.38214,19.451,18.839,0.443
LMC,OGLE-LMC-RRLYR-00338,RRab,0.6347046,6000.02760,19.453,18.794,0.339
LMC,OGLE-LMC-RRLYR-00339,RRab,0.5555634,6000.32714,19.308,18.699,0.512
LMC,OGLE-LMC-RRLYR-00340,RRc,0.3329162,6000.00485,19.504,19.036,0.262
LMC,OGLE-LMC-RRLYR-00341,RRab,0.5705803,6000.50614,19.269,18.733,0.737
LMC,OGLE-LMC-RRLYR-00342,RRab,0.5218124,6000.21868,19.424,18.927,0.861
LMC,OGLE-LMC-RRLYR-00343,RRc,0.3085111,6000.20170,19.439,19.002,0.358
LMC,OGLE-LMC-RRLYR-00344,RRab,0.6720738,6000.27191,19.254,18.675,0.603
LMC,OGLE-LMC-RRLYR-00345,RRab,0.5014223,6000.28809,19.451,18.913,0.511
LMC,OGLE-LMC-RRLYR-00346,RRc,0.3089291,6000.11678,19.296,18.897,0.346
LMC,OGLE-LMC-RRLYR-00347,RRab,0.5491784,6000.32100,19.220,18.701,0.634
LMC,OGLE-LMC-RRLYR-00348,RRab,0.5649227,6000.28821,19.352,18.764,0.742
LMC,OGLE-LMC-RRLYR-00349,RRc,0.2636530,6000.24598,19.592,19.195,0.208
LMC,OGLE-LMC-RRLYR-00350,RRab,0.6385352,6000.12367,19.507,18.850,0.333
LMC,OGLE-LMC-RRLYR-00351,RRab,0.5148031,6000.23589,19.389,18.876,0.817
LMC,OGLE-LMC-RRLYR-00352,RRab,0.5225104,6000.23304,19.413,18.932,0.763
LMC,OGLE-LMC-RRLYR-00353,RRab,0.5647014,6000.37748,19.407,18.799,0.648
LMC,OGLE-LMC-RRLYR-00354,RRc,0.3577773,6000.33525,19.401,18.855,0.259
LMC,OGLE-LMC-RRLYR-00356,RRc,0.3389762,6000.22922,19.607,19.105,0.272
LMC,OGLE-LMC-RRLYR-00357,RRc,0.2459645,6000.00776,19.835,19.434,0.242
LMC,OGLE-LMC-RRLYR-00358,RRab,0.6396370,6000.04141,19.651,18.917,0.264
LMC,OGLE-LMC-RRLYR-00360,RRab,0.5264843,6000.34275,19.497,18.939,0.710
LMC,OGLE-LMC-RRLYR-00361,RRab,0.6671690,6000.22490,19.449,18.771,0.489
LMC,OGLE-LMC-RRLYR-00362,RRc,0.2917418,6000.08825,19.613,19.166,0.335
LMC,OGLE-LMC-RRLYR-00363,RRab,0.5437395,6000.52860,19.308,18.767,0.593
LMC,OGLE-LMC-RRLYR-00365,RRab,0.6311374,6000.52146,19.430,18.790,0.355
LMC,OGLE-LMC-RRLYR-00366,RRab,0.5836382,6000.04794,19.373,18.798,0.543
LMC,OGLE-LMC-RRLYR-00367,RRab,0.5486373,6000.22676,19.307,18.710,0.529
LMC,OGLE-LMC-RRLYR-00368,RRab,0.5584111,6000.26473,19.474,18.896,0.716
LMC,OGLE-LMC-RRLYR-00370,RRab,0.6100956,6000.11176,19.350,18.763,0.448
LMC,OGLE-LMC-RRLYR-00371,RRc,0.3302514,6000.21790,19.274,18.869,0.209
LMC,OGLE-LMC-RRLYR-00372,RRc,0.2871118,6000.05544,19.450,19.071,0.188
LMC,OGLE-LMC-RRLYR-00373,RRab,0.5742816,6000.01341,19.149,18.570,0.537
LMC,OGLE-LMC-RRLYR-00374,RRc,0.2861223,6000.20209,19.601,19.141,0.338
LMC,OGLE-LMC-RRLYR-00375,RRab,0.6275006,6000.58093,19.323,18.717,0.654
LMC,OGLE-LMC-RRLYR-00376,RRc,0.3518213,6000.27746,19.312,18.816,0.262
LMC,OGLE-LMC-RRLYR-00377,RRab,0.5951296,6000.01637,19.386,18.726,0.534
LMC,OGLE-LMC-RRLYR-00378,RRab,0.4667315,6000.26584,19.493,18.999,0.832
LMC,OGLE-LMC-RRLYR-00379,RRab,0.6290199,6000.03197,19.667,18.974,0.574
LMC,OGLE-LMC-RRLYR-00380,RRc,0.3381469,6000.25174,19.671,19.153,0.272
LMC,OGLE-LMC-RRLYR-00381,RRab,0.6119051,6000.21529,20.032,19.032,0.335
LMC,OGLE-LMC-RRLYR-00382,RRc,0.3576707,6000.34169,19.646,19.130,0.273
LMC,OGLE-LMC-RRLYR-00383,RRab,0.4608133,6000.10366,19.712,19.167,0.661
LMC,OGLE-LMC-RRLYR-00384,RRab,0.5727242,6000.30715,19.516,18.831,0.591
LMC,OGLE-LMC-RRLYR-00385,RRab,0.6261042,6000.31089,19.392,18.793,0.354
LMC,OGLE-LMC-RRLYR-00386,RRab,0.5990755,6000.25278,19.344,18.735,0.477
LMC,OGLE-LMC-RRLYR-00388,RRc,0.2669163,6000.07626,19.346,19.013,0.101
LMC,OGLE-LMC-RRLYR-00389,RRab,0.8550352,6000.50763,19.273,18.561,0.332
LMC,OGLE-LMC-RRLYR-00390,RRab,0.6494096,6000.57598,19.409,18.805,0.224
LMC,OGLE-LMC-RRLYR-00391,RRc,0.2958079,6000.28022,19.399,18.943,0.315
LMC,OGLE-LMC-RRLYR-00392,RRab,0.6436212,6000.33915,19.325,18.610,0.350
LMC,OGLE-LMC-RRLYR-00394,RRab,0.6282504,6000.26096,19.206,18.522,0.195
LMC,OGLE-LMC-RRLYR-00395,RRc,0.2733782,6000.23470,19.715,19.279,0.254
LMC,OGLE-LMC-RRLYR-00396,RRab,0.6439884,6000.53206,19.405,18.782,0.176
LMC,OGLE-LMC-RRLYR-00397,RRab,0.5780085,6000.57781,19.452,18.869,0.509
LMC,OGLE-LMC-RRLYR-00398,RRab,0.5396607,6000.13900,19.268,18.727,0.609
LMC,OGLE-LMC-RRLYR-00399,RRab,0.6574410,6000.58203,19.558,18.866,0.102
LMC,OGLE-LMC-RRLYR-00400,RRab,0.5790604,6000.08471,19.783,19.076,0.530
LMC,OGLE-LMC-RRLYR-00402,RRab,0.5246909,6000.49945,19.578,18.971,0.545
LMC,OGLE-LMC-RRLYR-00403,RRc,0.2859426,6000.06451,19.184,18.846,0.356
LMC,OGLE-LMC-RRLYR-00404,RRab,0.6606216,6000.06089,19.392,18.786,0.350
LMC,OGLE-LMC-RRLYR-00406,RRc,0.3395161,6000.11806,19.566,19.037,0.239
LMC,OGLE-LMC-RRLYR-00408,RRab,0.6452582,6000.10855,19.680,19.003,0.255
LMC,OGLE-LMC-RRLYR-00409,RRab,0.6262433,6000.28294,19.429,18.757,0.496
LMC,OGLE-LMC-RRLYR-00411,RRab,0.5223071,6000.28560,19.642,18.988,0.683
LMC,OGLE-LMC-RRLYR-00412,RRab,0.5384799,6000.03938,19.208,18.735,0.737
LMC,OGLE-LMC-RRLYR-00413,RRab,0.6199442,6000.24735,19.420,18.793,0.497
LMC,OGLE-LMC-RRLYR-00414,RRc,0.3334115,6000.24191,19.037,18.557,0.301
LMC,OGLE-LMC-RRLYR-00415,RRab,0.5278248,6000.33457,19.448,18.859,0.696
LMC,OGLE-LMC-RRLYR-00416,RRab,0.5116612,6000.16519,19.361,18.844,0.493
LMC,OGLE-LMC-RRLYR-00417,RRab,0.5459424,6000.46293,19.414,18.836,0.698
LMC,OGLE-LMC-RRLYR-00418,RRab,0.4502033,6000.16590,19.625,19.061,0.554
LMC,OGLE-LMC-RRLYR-00419,RRc,0.2884485,6000.14351,19.325,18.953,0.400
LMC,OGLE-LMC-RRLYR-00420,RRab,0.6155315,6000.56404,19.338,18.766,0.330
LMC,OGLE-LMC-RRLYR-00422,RRab,0.5755993,6000.35477,19.443,18.873,0.623
LMC,OGLE-LMC-RRLYR-00423,RRab,0.5065796,6000.22289,20.213,18.948,0.585
LMC,OGLE-LMC-RRLYR-00424,RRc,0.3067731,6000.11193,19.323,18.863,0.297
LMC,OGLE-LMC-RRLYR-00425,RRc,0.3575331,6000.00843,19.507,19.078,0.288
LMC,OGLE-LMC-RRLYR-00426,RRab,0.5965925,6000.50339,19.315,18.767,0.725
LMC,OGLE-LMC-RRLYR-00427,RRab,0.4884527,6000.24381,19.479,18.936,0.432
LMC,OGLE-LMC-RRLYR-00428,RRc,0.2844832,6000.16207,19.214,18.794,0.255
LMC,OGLE-LMC-RRLYR-00429,RRab,0.5697045,6000.56410,19.754,19.058,0.640
LMC,OGLE-LMC-RRLYR-00430,RRc,0.3201210,6000.15499,19.297,18.920,0.363
LMC,OGLE-LMC-RRLYR-00431,RRab,0.6191360,6000.16792,19.408,18.753,0.559
LMC,OGLE-LMC-RRLYR-00432,RRc,0.2314490,6000.10269,19.758,19.370,0.241
LMC,OGLE-LMC-RRLYR-00433,RRab,0.5872626,6000.19715,19.478,18.863,0.395
LMC,OGLE-LMC-RRLYR-00434,RRc,0.3267066,6000.18705,19.210,18.799,0.343
LMC,OGLE-LMC-RRLYR-00435,RRab,0.5024315,6000.34874,19.340,18.852,0.658
LMC,OGLE-LMC-RRLYR-00436,RRab,0.5682833,6000.30110,19.254,18.678,0.622
LMC,OGLE-LMC-RRLYR-00437,RRc,0.3529116,6000.31846,19.357,18.867,0.267
LMC,OGLE-LMC-RRLYR-00438,RRab,0.5302160,6000.48809,19.233,18.722,0.793
LMC,OGLE-LMC-RRLYR-00439,RRab,0.5534085,6000.16307,19.362,18.823,0.645
LMC,OGLE-LMC-RRLYR-00440,RRab,0.4837885,6000.42699,19.373,18.874,0.814
LMC,OGLE-LMC-RRLYR-00441,RRc,0.3145732,6000.23739,19.275,18.873,0.168
LMC,OGLE-LMC-RRLYR-00442,RRab,0.5740515,6000.25465,19.288,18.750,0.583
LMC,OGLE-LMC-RRLYR-00443,RRc,0.2998246,6000.01258,19.479,19.050,0.371
LMC,OGLE-LMC-RRLYR-00444,RRab,0.7063017,6000.36146,18.985,18.477,0.604
LMC,OGLE-LMC-RRLYR-00445,RRab,0.6055966,6000.52068,19.490,18.837,0.447
LMC,OGLE-LMC-RRLYR-00446,RRab,0.4800631,6000.08644,19.283,18.837,0.621
LMC,OGLE-LMC-RRLYR-00448,RRc,0.2984393,6000.21742,19.448,19.005,0.365
LMC,OGLE-LMC-RRLYR-00449,RRab,0.7130294,6000.31644,19.017,18.407,0.529
LMC,OGLE-LMC-RRLYR-00450,RRab,0.5613986,6000.38970,19.555,18.933,0.640
LMC,OGLE-LMC-RRLYR-00451,RRab,0.5487633,6000.39584,19.590,18.981,0.644
LMC,OGLE-LMC-RRLYR-00452,RRab,0.5801190,6000.28846,19.537,18.955,0.582
LMC,OGLE-LMC-RRLYR-00453,RRab,0.5339701,6000.39284,19.345,18.841,0.596
LMC,OGLE-LMC-RRLYR-00454,RRab,0.6306063,6000.23066,19.575,18.881,0.327
LMC,OGLE-LMC-RRLYR-00455,RRab,0.4908489,6000.19584,17.855,17.295,0.827
LMC,OGLE-LMC-RRLYR-00456,RRab,0.6388780,6000.50470,19.547,18.866,0.245
LMC,OGLE-LMC-RRLYR-00457,RRab,0.5328516,6000.09502,19.658,19.060,0.813
LMC,OGLE-LMC-RRLYR-00458,RRab,0.5360694,6000.01811,19.473,18.878,0.687
LMC,OGLE-LMC-RRLYR-00460,RRab,0.5516760,6000.49852,19.354,18.788,0.587
LMC,OGLE-LMC-RRLYR-00462,RRab,0.7732800,6000.17410,19.029,18.407,0.222
LMC,OGLE-LMC-RRLYR-00463,RRab,0.5545571,6000.45566,19.490,18.885,0.577
LMC,OGLE-LMC-RRLYR-00464,RRab,0.5483812,6000.37498,19.312,18.761,0.532
LMC,OGLE-LMC-RRLYR-00466,RRab,0.7411730,6000.38533,19.433,18.725,0.314
LMC,OGLE-LMC-RRLYR-00467,RRab,0.5059177,6000.14558,19.713,19.050,0.497
LMC,OGLE-LMC-RRLYR-00468,RRab,0.6173758,6000.21259,19.057,18.616,0.504
LMC,OGLE-LMC-RRLYR-00469,RRab,0.5492900,6000.18816,19.339,18.818,0.567
LMC,OGLE-LMC-RRLYR-00470,RRab,0.5683431,6000.45258,19.351,18.845,0.625
LMC,OGLE-LMC-RRLYR-00471,RRab,0.4886552,6000.41754,19.480,18.893,0.612
LMC,OGLE-LMC-RRLYR-00472,RRab,0.4855670,6000.35344,19.838,19.155,0.860
LMC,OGLE-LMC-RRLYR-00473,RRab,0.4756538,6000.10058,19.476,18.876,0.826
LMC,OGLE-LMC-RRLYR-00475,RRab,0.5352333,6000.24508,19.040,18.549,0.514
LMC,OGLE-LMC-RRLYR-00476,RRab,0.5133650,6000.04958,19.222,18.674,0.661
LMC,OGLE-LMC-RRLYR-00477,RRab,0.5158785,6000.13615,19.590,18.943,0.503
LMC,OGLE-LMC-RRLYR-00478,RRab,0.6293917,6000.32869,19.134,18.547,0.393
LMC,OGLE-LMC-RRLYR-00479,RRab,0.5976679,6000.58973,19.348,18.753,0.682
LMC,OGLE-LMC-RRLYR-00481,RRab,0.5645305,6000.20677,19.609,18.873,0.499
LMC,OGLE-LMC-RRLYR-00482,RRab,0.6394398,6000.59772,19.278,18.650,0.220
LMC,OGLE-LMC-RRLYR-00483,RRab,0.5155292,6000.49281,19.687,19.107,0.777
LMC,OGLE-LMC-RRLYR-00484,RRab,0.5876502,6000.10499,19.841,19.120,0.621
LMC,OGLE-LMC-RRLYR-00486,RRab,0.5489012,6000.36007,19.337,18.767,0.586
LMC,OGLE-LMC-RRLYR-00487,RRab,0.4463809,6000.16837,17.343,16.870,0.906
LMC,OGLE-LMC-RRLYR-00488,RRab,0.6404740,6000.09802,19.348,18.715,0.189
LMC,OGLE-LMC-RRLYR-00489,RRab,0.5259680,6000.03082,19.636,18.959,0.691
LMC,OGLE-LMC-RRLYR-00491,RRab,0.5991445,6000.02001,19.356,18.747,0.399
LMC,OGLE-LMC-RRLYR-00492,RRc,0.3445745,6000.30083,19.400,18.895,0.261
LMC,OGLE-LMC-RRLYR-00493,RRab,0.5034401,6000.48446,19.778,19.145,0.846
LMC,OGLE-LMC-RRLYR-00494,RRab,0.5940250,6000.17691,19.235,18.702,0.622
LMC,OGLE-LMC-RRLYR-00497,RRc,0.3079095,6000.29897,19.854,19.289,0.335
LMC,OGLE-LMC-RRLYR-00498,RRc,0.3203235,6000.21294,19.793,19.194,0.258
LMC,OGLE-LMC-RRLYR-00499,RRab,0.5474906,6000.11359,19.486,18.915,0.374
LMC,OGLE-LMC-RRLYR-00500,RRab,0.5911419,6000.45445,19.143,18.625,0.518
LMC,OGLE-LMC-RRLYR-00501,RRab,0.5689388,6000.36722,19.675,19.058,0.371
LMC,OGLE-LMC-RRLYR-00503,RRab,0.6483172,6000.60667,19.355,18.770,0.303
LMC,OGLE-LMC-RRLYR-00504,RRab,0.5816423,6000.16266,19.936,19.140,0.495
LMC,OGLE-LMC-RRLYR-00505,RRab,0.5100521,6000.25568,19.521,18.943,0.880
LMC,OGLE-LMC-RRLYR-00509,RRab,0.6264014,6000.02300,19.347,18.789,0.580
LMC,OGLE-LMC-RRLYR-00510,RRab,0.5149286,6000.01432,19.452,18.911,0.786
LMC,OGLE-LMC-RRLYR-00511,RRab,0.5803664,6000.46369,19.496,18.830,0.458
LMC,OGLE-LMC-RRLYR-00512,RRc,0.3680886,6000.10935,19.100,18.641,0.248
LMC,OGLE-LMC-RRLYR-00513,RRab,0.6831314,6000.16251,19.907,19.075,0.358
LMC,OGLE-LMC-RRLYR-00514,RRc,0.3409784,6000.22290,19.115,18.698,0.340
LMC,OGLE-LMC-RRLYR-00515,RRab,0.4730048,6000.23171,19.388,18.980,0.801
LMC,OGLE-LMC-RRLYR-00517,RRab,0.4844335,6000.27639,19.306,18.888,0.884
LMC,OGLE-LMC-RRLYR-00518,RRab,0.5730992,6000.44510,19.440,18.854,0.585
LMC,OGLE-LMC-RRLYR-00519,RRab,0.7607737,6000.20542,18.917,18.364,0.493
LMC,OGLE-LMC-RRLYR-00520,RRab,0.5635316,6000.15918,19.435,18.819,0.527
LMC,OGLE-LMC-RRLYR-00521,RRab,0.5391947,6000.41433,19.371,18.822,0.701
LMC,OGLE-LMC-RRLYR-00522,RRab,0.5921996,6000.56312,19.427,18.830,0.500
LMC,OGLE-LMC-RRLYR-00523,RRab,0.6104422,6000.01842,19.560,18.851,0.417
LMC,OGLE-LMC-RRLYR-00524,RRc,0.3760171,6000.34769,19.547,18.979,0.264
LMC,OGLE-LMC-RRLYR-00525,RRab,0.5850638,6000.40771,19.282,18.762,0.589
LMC,OGLE-LMC-RRLYR-00526,RRab,0.5561795,6000.07882,19.685,19.051,0.515
LMC,OGLE-LMC-RRLYR-00528,RRab,0.5530331,6000.47994,19.563,18.972,0.601
LMC,OGLE-LMC-RRLYR-00529,RRab,0.5101110,6000.03503,19.474,18.855,0.753
LMC,OGLE-LMC-RRLYR-00530,RRc,0.2782728,6000.00824,19.442,18.968,0.149
LMC,OGLE-LMC-RRLYR-00531,RRab,0.6220948,6000.06228,19.429,18.775,0.523
LMC,OGLE-LMC-RRLYR-00532,RRab,0.5370965,6000.39932,19.327,18.884,0.516
LMC,OGLE-LMC-RRLYR-00533,RRab,0.5507064,6000.15342,19.126,18.589,0.474
LMC,OGLE-LMC-RRLYR-00534,RRab,0.6058643,6000.03452,19.407,18.780,0.402
LMC,OGLE-LMC-RRLYR-00535,RRc,0.2877129,6000.20276,19.240,18.768,0.260
LMC,OGLE-LMC-RRLYR-00537,RRab,0.5187057,6000.33793,19.474,18.936,0.868
LMC,OGLE-LMC-RRLYR-00538,RRab,0.5274811,6000.15233,19.581,18.959,0.762
LMC,OGLE-LMC-RRLYR-00539,RRab,0.5573434,6000.20192,19.560,18.898,0.659
LMC,OGLE-LMC-RRLYR-00540,RRab,0.5964073,6000.38400,19.500,18.899,0.576
LMC,OGLE-LMC-RRLYR-00541,RRab,0.6993377,6000.68169,18.995,18.410,0.422
LMC,OGLE-LMC-RRLYR-00542,RRab,0.5748322,6000.03221,19.385,18.737,0.632
LMC,OGLE-LMC-RRLYR-00543,RRab,0.6474576,6000.26328,19.439,18.803,0.457
LMC,OGLE-LMC-RRLYR-00544,RRc,0.3828174,6000.06258,19.370,18.802,0.217
LMC,OGLE-LMC-RRLYR-00545,RRab,0.6308855,6000.36074,19.491,18.821,0.308
LMC,OGLE-LMC-RRLYR-00546,RRab,0.5528915,6000.40284,19.308,18.805,0.695
LMC,OGLE-LMC-RRLYR-00547,RRc,0.3088376,6000.18469,19.578,19.046,0.352
LMC,OGLE-LMC-RRLYR-00548,RRab,0.5814975,6000.16681,19.373,18.808,0.650
LMC,OGLE-LMC-RRLYR-00549,RRab,0.4990760,6000.03765,19.386,18.843,0.873
LMC,OGLE-LMC-RRLYR-00550,RRc,0.2956256,6000.08581,19.323,18.959,0.252
LMC,OGLE-LMC-RRLYR-00551,RRab,0.4440383,6000.41164,19.597,19.107,0.595
LMC,OGLE-LMC-RRLYR-00552,RRab,0.5428765,6000.17572,19.759,19.034,0.766
LMC,OGLE-LMC-RRLYR-00553,RRc,0.2905821,6000.09739,19.326,18.901,0.379
LMC,OGLE-LMC-RRLYR-00554,RRab,0.6342586,6000.60229,19.855,19.074,0.224
LMC,OGLE-LMC-RRLYR-00555,RRab,0.5554096,6000.23195,19.398,18.860,0.859
LMC,OGLE-LMC-RRLYR-00556,RRab,0.5524214,6000.43788,19.498,18.911,0.564
LMC,OGLE-LMC-RRLYR-00557,RRc,0.2763333,6000.22992,19.730,19.250,0.354
LMC,OGLE-LMC-RRLYR-00558,RRab,0.6474693,6000.03650,19.167,18.574,0.141
LMC,OGLE-LMC-RRLYR-00559,RRc,0.3390573,6000.33062,18.959,18.492,0.279
LMC,OGLE-LMC-RRLYR-00560,RRab,0.5505778,6000.28724,19.451,18.846,0.671
LMC,OGLE-LMC-RRLYR-00561,RRab,0.6042153,6000.37325,19.174,18.622,0.459
LMC,OGLE-LMC-RRLYR-00562,RRc,0.3627573,6000.33414,19.407,18.865,0.262
LMC,OGLE-LMC-RRLYR-00563,RRab,0.6057301,6000.19431,19.431,18.885,0.673
LMC,OGLE-LMC-RRLYR-00564,RRc,0.3019889,6000.11172,19.652,19.154,0.312
