# Kepler long-cadence light curve for KIC 7944142 (HD 176694, Kp = 7.82), a
# red giant whose surface rings with solar-like oscillations.
# Source: MAST / Kepler SPOC PDCSAP via lightkurve search_lightcurve(
#   'KIC 7944142', mission='Kepler', exptime=1800).download_all().stitch(),
#   then remove_nans() and remove_outliers(sigma=5).
# 18 quarters, 65259 points, 1470 d baseline,
#   29.42 min cadence, 672 ppm rms.
# ppm = (PDCSAP / median - 1) x 1e6. Quarter gaps are left in; the scene fills
#   them with zeros on a regular grid so a plain numpy FFT is enough.
# Published seismology for comparison (Yu et al. 2018, ApJS 236, 42,
#   VizieR J/ApJS/236/42): numax = 74.75 +- 0.63 muHz, Dnu = 6.993 muHz,
#   Teff = 5046 K, M = 1.59 Msun, R = 8.38 Rsun (RGB-corrected).
# Columns: bkjd_day = BJD_TDB - 2454833; flux_ppm is dimensionless x 1e6.
bkjd_day,flux_ppm
120.539501,-174.4
120.559936,-196.2
120.580370,55.8
120.600804,174.4
120.621239,163.3
120.641673,402.5
120.662107,686.5
120.682542,635.0
120.702976,534.8
120.723411,586.4
120.743845,445.0
120.764279,165.7
120.784714,-149.1
120.805148,-296.3
120.825583,-199.4
120.846017,-307.9
120.866451,-536.9
120.886886,2888.4
120.907320,1484.3
120.927755,743.7
120.948189,686.6
120.968623,443.8
120.989058,-114.6
121.009492,-758.8
121.029927,-737.7
121.050361,-443.3
121.070795,0.0
121.091230,-49.5
121.111664,-479.9
121.132099,-717.9
121.152533,-558.8
121.172967,-158.5
121.193402,-49.9
121.213836,4.3
121.234271,-171.2
121.254705,-465.2
121.275139,-926.5
121.295574,-1133.3
121.316008,-1020.1
121.336443,-870.2
121.356877,-800.7
121.377311,-980.8
121.397746,-1105.7
121.418180,-848.2
121.438614,-579.7
121.459049,-319.8
121.479483,-279.7
121.499918,122.1
121.520352,727.8
121.540787,991.5
121.561221,741.7
121.581655,442.5
121.602090,248.2
121.622524,385.8
121.642958,556.6
121.663393,447.0
121.683827,187.6
121.704262,136.1
121.724696,412.6
121.745131,448.1
121.765565,460.1
121.785999,568.2
121.806434,541.1
121.826868,486.0
121.847302,512.6
121.867737,491.3
121.888171,628.0
121.908606,689.6
121.929040,452.5
121.949474,315.2
121.969909,472.1
121.990343,643.6
122.010777,751.1
122.031212,670.4
122.051646,376.6
122.072081,158.5
122.092515,29.4
122.112950,58.8
122.133384,105.3
122.153818,46.7
122.174253,-96.9
122.194687,-417.4
122.215121,-744.0
122.235556,-1005.0
122.255990,-930.8
122.276425,-925.1
122.296859,-862.2
122.317293,-746.1
122.337728,-599.9
122.358162,-723.2
122.378597,-1407.0
122.399031,-1941.4
122.419465,-1916.2
122.439900,-1410.2
122.460334,-767.6
122.480769,-653.4
122.501203,-1061.9
122.521637,-1091.3
122.542072,-1101.5
122.562506,-1005.7
122.582940,-1034.0
122.603375,-1041.7
122.623809,-1004.3
122.644244,-747.6
122.664678,-387.6
122.685112,-355.2
122.705547,-593.3
122.725981,-948.5
122.746416,-857.6
122.766850,-604.0
122.787284,-504.6
122.807719,-883.9
122.828153,-1035.2
122.848588,-726.0
122.869022,-377.9
122.889456,-352.3
122.909891,-590.3
122.930325,-584.4
122.950759,-172.7
122.971194,368.1
122.991628,860.5
123.012063,1261.5
123.032497,1030.3
123.052931,807.3
123.073366,989.7
123.093800,980.0
123.114235,805.5
123.134669,424.5
123.155103,115.3
123.175538,-112.4
123.195972,-248.0
123.216407,-310.7
123.236841,-22.2
123.257275,496.6
123.277710,606.4
123.318579,-194.5
123.339013,-613.7
123.359447,-818.3
123.379882,-590.6
123.400316,-114.2
123.420750,357.2
123.441185,514.4
123.461619,588.1
123.482054,449.3
123.502488,353.9
123.522922,156.3
123.543357,44.0
123.563791,290.3
123.584226,718.5
123.604660,1075.6
123.625094,908.6
123.645529,475.0
123.665963,-51.2
123.686397,-290.6
123.706832,-308.5
123.727266,-127.7
123.747701,200.4
123.768135,265.5
123.788569,59.5
123.809004,-181.9
123.829438,-197.8
123.849872,-65.9
123.870307,42.3
123.890741,243.4
123.911176,178.2
123.931610,-22.8
123.952044,-235.9
123.972479,-288.4
123.992913,-358.9
124.013348,-431.8
124.033782,-522.2
124.054216,-304.5
124.074651,-82.3
124.095085,18.4
124.115519,-129.9
124.135954,-363.8
124.156388,-522.4
124.176823,-347.4
124.197257,37.7
124.217691,182.6
124.238126,-54.5
124.258560,-620.5
124.278995,-843.9
124.299429,-625.0
124.319863,-111.0
124.340298,210.8
124.360732,-14.5
124.381167,-352.0
124.401601,-712.6
124.422035,-939.0
124.442470,-757.9
124.462904,-214.2
124.483338,-158.7
124.503773,-372.4
124.524207,-489.5
124.544642,-660.2
124.565076,-786.7
124.585510,-532.0
124.605945,86.5
124.626379,322.9
124.646814,204.9
124.667248,272.0
124.687682,319.7
124.708117,271.3
124.728551,524.3
124.748985,863.3
124.769420,1091.8
124.789854,935.4
124.810288,213.4
124.830723,-485.4
124.851157,-866.6
124.871592,-742.7
124.892026,-233.7
124.912461,245.6
124.932895,339.6
124.953329,176.8
124.973764,29.6
124.994198,43.4
125.014632,1.2
125.035067,-36.3
125.055501,125.5
125.096370,693.7
125.116804,1171.2
125.137239,1441.5
125.157673,1500.6
125.178107,1500.5
125.198542,1641.6
125.218976,1942.6
125.239410,1914.0
125.259845,1360.1
125.280279,824.2
125.300714,639.3
125.321148,603.7
125.341582,533.2
125.362017,619.5
125.382451,532.4
125.402886,342.5
125.423320,146.2
125.443754,-81.1
125.464189,-431.4
125.484623,-168.2
125.505057,-48.9
125.525492,-147.4
125.545926,28.4
125.566361,168.7
125.586795,111.5
125.607229,-171.4
125.627664,-707.2
125.648098,-1347.8
125.668532,-1757.0
125.688967,-1498.5
125.709401,-1054.8
125.729836,-822.4
125.750270,-589.1
125.770704,-451.7
125.791139,-520.3
125.811573,-438.5
125.832008,-107.4
125.852442,101.2
125.872876,-35.0
125.893311,-261.6
125.913745,-349.6
125.934179,-190.6
125.954614,95.1
125.975048,-2.4
125.995482,-179.8
126.015917,-180.8
126.036351,-18.3
126.056786,92.0
126.077220,-15.0
126.097654,-36.7
126.118089,264.4
126.138523,592.9
126.158958,373.8
126.179392,-96.1
126.199826,33.4
126.220261,251.8
126.240695,191.8
126.281564,452.5
126.301998,758.3
126.322432,862.8
126.342867,457.4
126.363301,-7.7
126.383736,-183.7
126.404170,-66.9
126.424604,254.8
126.445039,427.5
126.465473,209.7
126.485908,37.0
126.506342,-196.8
126.526776,-407.9
126.547210,-91.3
126.567645,316.9
126.588079,844.2
126.608514,1005.5
126.628948,791.2
126.649382,565.9
126.669817,727.3
126.690251,1317.5
126.710686,1807.8
126.731120,1904.5
126.751554,1771.2
126.771989,1608.4
126.792423,1265.6
126.812857,1196.9
126.833292,1259.1
126.853726,1440.3
126.874160,1574.0
126.894595,1548.8
126.915029,1369.8
126.935464,996.2
126.955898,862.4
126.976332,1063.9
126.996767,970.4
127.017201,547.9
127.037635,172.9
127.058070,219.9
127.078504,403.3
127.098939,587.8
127.119373,781.9
127.139807,774.5
127.160242,453.0
127.180676,464.0
127.201111,494.2
127.221545,633.2
127.241979,463.5
127.262414,136.0
127.282848,-176.5
127.303282,-161.2
127.323717,119.3
127.344151,272.2
127.364585,201.7
127.385020,29.7
127.405454,-63.1
127.425889,202.3
127.446323,442.5
127.466757,521.4
127.487192,256.9
127.507626,-246.3
127.528060,-889.8
127.548495,-1156.4
127.568929,-919.3
127.589364,-290.5
127.650667,-198.4
127.671101,-422.0
127.691535,-747.3
127.711970,-903.4
127.732404,-668.6
127.752838,-301.1
127.773273,-58.8
127.793707,-170.6
127.814142,-565.5
127.834576,-743.6
127.855010,-679.5
127.875445,-588.5
127.895879,-698.0
127.916313,-1060.4
127.936748,-1316.7
127.957182,-1169.7
127.977616,-899.3
127.998051,-361.1
128.018485,-18.8
128.038920,33.4
128.059354,-20.2
128.079788,-420.4
128.100223,-937.9
128.120657,-1026.3
128.141091,-565.3
128.161526,-128.4
128.181960,128.1
128.202394,40.9
128.222829,-136.4
128.243263,117.3
128.263698,273.7
128.284132,-230.3
128.304566,-323.7
128.325001,120.3
128.365869,775.6
128.386304,504.3
128.406738,21.7
128.427173,-315.8
128.447607,-277.8
128.468041,262.3
128.488476,467.9
128.508910,560.0
128.529344,435.7
128.549779,319.6
128.570213,319.2
128.590647,250.1
128.611082,250.3
128.631516,172.0
128.651951,-13.9
128.672385,14.3
128.692819,278.4
128.713254,633.4
128.733688,788.2
128.754122,842.7
128.774557,706.3
128.815425,653.5
128.835860,492.6
128.856294,267.7
128.876729,156.3
128.897163,224.2
128.917597,280.9
128.938032,409.8
128.958466,450.5
128.978900,439.8
128.999335,477.3
129.019769,270.5
129.040203,-236.7
129.060638,-777.4
129.081072,-778.7
129.101507,-333.9
129.121941,-81.1
129.142375,-10.9
129.162810,-25.1
129.183244,-138.4
129.203678,-318.1
129.224113,-550.8
129.244547,-801.4
129.264981,-831.5
129.285416,-814.8
129.305850,-723.7
129.326284,-561.8
129.346719,-613.7
129.367153,-540.8
129.387588,-626.3
129.408022,-812.4
129.428456,-949.0
129.448891,-1253.4
129.469325,-1675.7
129.489759,-1676.9
129.510194,-1479.7
129.530628,-906.8
129.551062,-514.3
129.571497,-514.1
129.591931,-839.7
129.612365,-1282.3
129.632800,-1502.1
129.653234,-1278.1
129.673669,-856.2
129.694103,-415.4
129.714537,-183.0
129.734972,-188.2
129.755406,-450.6
129.775840,-697.2
129.796275,-690.3
129.816709,-314.8
129.837143,-19.1
129.857578,209.7
129.878012,234.1
129.898447,-30.8
129.918881,108.7
129.939315,-30.9
129.959750,118.3
129.980184,487.3
130.000618,666.3
130.021053,783.7
130.041487,788.7
130.061921,671.9
130.082356,484.8
130.102790,540.9
130.123224,806.3
130.143659,988.0
130.164093,861.0
130.184528,613.9
130.204962,482.4
130.225396,501.8
130.245831,530.7
131.512760,-1364.2
131.533194,-1365.5
131.553629,-1381.3
131.574063,-1146.6
131.594497,-887.2
131.614932,-894.8
131.635366,-897.1
131.655800,-984.7
131.676235,-1254.3
131.696669,-1066.9
131.717104,-685.1
131.737538,-542.5
131.757972,-576.9
131.778407,-518.1
131.798841,-379.4
131.819275,-268.6
131.839710,-240.9
131.860144,-329.8
131.880578,-447.9
131.901013,-726.8
131.921447,-1094.7
131.941881,-1323.2
131.962316,-1268.8
131.982750,-962.4
132.003184,-635.4
132.023619,-337.6
132.044053,-139.2
132.064487,-331.0
132.084922,-517.9
132.105356,-722.6
132.125790,-817.0
132.146225,-696.7
132.166659,-677.7
132.187094,-580.4
132.207528,-291.5
132.227962,-52.2
132.248396,93.6
132.268831,-43.2
132.289265,-462.7
132.309700,-949.0
132.330134,-923.2
132.350568,-722.9
132.371003,-496.0
132.391437,-393.9
132.411871,-397.9
132.432306,-409.7
132.452740,-672.3
132.473174,-951.1
132.493609,-1093.4
132.514043,-764.5
132.534477,-291.8
132.554912,-120.6
132.575346,-237.4
132.595780,-214.1
132.616215,-217.4
132.636649,-354.8
132.657083,-566.2
132.677518,-606.2
132.697952,-965.8
132.718386,-1461.0
132.738821,-1557.5
132.759255,-1331.3
132.779689,-948.1
132.800124,-1123.0
132.820558,-1634.5
132.840992,-1827.6
132.861427,-1831.7
132.881861,-1631.5
132.902296,-1431.6
132.922730,-1047.4
132.943164,-763.5
132.963598,-833.0
132.984033,-1244.8
133.004467,-1426.8
133.024901,-1441.6
133.045336,-1251.3
133.065770,-1016.3
133.086204,-984.4
133.106639,-1023.6
133.127073,-817.3
133.147508,-299.3
133.167942,-342.8
133.188376,-761.9
133.208811,-1224.9
133.229245,-1431.5
133.249679,-1553.8
133.270114,-1496.7
133.290548,-1661.5
133.310982,-2009.3
133.331416,-2204.1
133.351851,-2188.6
133.372285,-1911.6
133.392720,-1463.1
133.413154,-787.9
133.433588,-520.1
133.454023,-612.7
133.474457,-949.2
133.494891,-1033.8
133.515326,-1116.6
133.535760,-1432.6
133.556194,-1746.9
133.576629,-1819.4
133.597063,-1368.4
133.617497,-647.7
133.637932,-38.7
133.658366,179.5
133.678800,19.1
133.699235,-17.5
133.719669,-304.4
133.740103,-624.1
133.760538,-535.2
133.780972,-99.7
133.801406,268.0
133.821841,501.3
133.842275,537.4
133.862709,474.1
133.883144,335.6
133.903578,192.2
133.924012,417.8
133.944447,778.7
133.964881,1124.4
133.985315,1395.5
134.005750,1311.4
134.026184,910.4
134.046618,342.4
134.067053,98.3
134.087487,-28.7
134.107921,70.9
134.128356,181.8
134.148790,285.6
134.169224,43.3
134.189659,-95.2
134.210093,-127.7
134.230527,26.5
134.250962,-36.4
134.271396,-247.1
134.291830,-477.9
134.312265,-742.5
134.332699,-1199.1
134.353133,-1665.9
134.373568,-1515.5
134.414436,-757.5
134.434871,-540.4
134.455305,-677.7
134.475739,-945.7
134.496174,-1004.9
134.516608,-906.1
134.537042,-1002.0
134.557477,-1249.1
134.577911,-1075.0
134.598345,-787.1
134.618780,-538.4
134.639214,-482.4
134.659648,-612.0
134.680083,-1031.4
134.700517,-1721.3
134.720951,-2415.5
134.741386,-2479.7
134.761820,-1729.6
134.782254,-993.3
134.802689,-723.2
134.823123,-677.3
134.843557,-707.1
134.863992,-772.7
134.884426,-859.4
134.904860,-864.3
134.925294,-801.1
134.945729,-715.5
134.966163,-467.9
134.986597,-450.7
135.007032,-786.8
135.027466,-1234.3
135.047900,-1166.5
135.068335,-966.0
135.088769,-584.5
135.109203,-257.9
135.129638,33.3
135.150072,179.3
135.170507,99.3
135.190941,74.3
135.211375,150.4
135.231810,-212.6
135.252244,-402.4
135.272678,-554.1
135.293112,-200.9
135.313547,129.0
135.333981,-29.4
135.354415,-102.2
135.374850,-357.2
135.395284,-583.7
135.415718,-486.4
135.436153,-226.6
135.456587,259.2
135.477021,556.1
135.497456,350.6
135.517890,-205.3
135.538324,-680.3
135.558759,-762.6
135.579193,-686.8
135.599627,-710.1
135.620062,-719.7
135.640496,-575.8
135.660930,-386.7
135.681365,-197.1
135.701799,-208.9
135.722233,-259.6
135.742668,-292.1
135.763102,26.5
135.783536,394.3
135.803971,358.9
135.824405,-99.2
135.844839,-190.1
135.865273,148.5
135.885708,428.4
135.906142,137.3
135.926576,-228.9
135.947011,-519.8
135.967445,-571.3
135.987879,-360.1
136.008314,-184.1
136.028748,-124.0
136.049182,-200.3
136.069617,-273.4
136.090051,-565.6
136.110485,-878.3
136.130920,-1116.5
136.151354,-1368.5
136.171788,-1519.1
136.192223,-1631.9
136.212657,-1826.0
136.233091,-1873.3
136.253526,-1979.3
136.273960,-1874.6
136.294394,-1415.2
136.314829,-964.3
136.335263,-729.6
136.355697,-802.3
136.376131,-984.1
136.396566,-1045.7
136.417000,-1245.1
136.437434,-1728.9
136.457869,-1620.1
136.478303,-1099.3
136.498737,-779.7
136.519172,-729.9
136.539606,-951.1
136.560040,-1157.3
136.580475,-1150.1
136.600909,-1202.3
136.621343,-1202.3
136.641778,-1062.8
136.662212,-1198.4
136.682646,-1220.8
136.703081,-1121.2
136.723515,-1155.3
136.743949,-1052.8
136.764384,-914.0
136.784818,-899.1
136.805252,-793.2
136.825687,-709.1
136.846121,-658.5
136.866555,-686.2
136.886989,-621.0
136.907424,-424.3
136.927858,-144.5
136.948292,307.0
136.968727,434.9
136.989161,382.4
137.009595,301.2
137.030030,224.8
137.050464,170.5
137.070898,340.7
137.091333,430.5
137.111767,654.0
137.132201,542.8
137.152636,199.6
137.173070,4.5
137.193504,-146.8
137.213938,-31.1
137.234373,430.2
137.254807,826.4
137.275241,741.1
137.295676,553.4
137.316110,470.0
137.336544,629.1
137.356979,1162.4
137.397847,1879.1
137.418282,1588.3
137.438716,1006.1
137.459150,518.8
137.479585,565.6
137.500019,1105.3
137.520453,1599.7
137.540887,1598.8
137.561322,1027.5
137.581756,679.9
137.602190,568.0
137.622625,478.6
137.643059,491.4
137.663493,329.6
137.683928,-39.6
137.704362,-87.1
137.724796,-282.3
137.745231,-423.3
137.765665,-329.8
137.786099,-245.3
137.806533,-440.1
137.826968,-827.1
137.847402,-1298.8
137.867836,-1323.6
137.888271,-919.6
137.908705,-633.2
137.929139,-544.1
137.949574,-588.5
137.970008,-833.7
137.990442,-976.1
138.010877,-781.1
138.031311,-404.7
138.051745,-145.1
138.072180,-137.0
138.092614,-285.3
138.113048,-673.6
138.133482,-1058.9
138.153917,-1134.2
138.174351,-1073.1
138.194785,-734.8
138.215220,-299.0
138.235654,-119.6
138.256088,-530.7
138.276523,-1227.2
138.296957,-1634.4
138.317391,-1675.0
138.337825,-1516.5
138.358260,-1144.3
138.378694,-1234.5
138.399128,-1228.8
138.419563,-1152.8
138.439997,-1112.4
138.460431,-1110.5
138.480866,-1090.0
138.501300,-1076.8
138.521734,-1106.7
138.542169,-1024.8
138.562603,-863.2
138.583037,-580.5
138.603471,-489.1
138.623906,-802.5
138.644340,-1145.1
138.664774,-1365.5
138.685209,-1207.8
138.705643,-577.2
138.726077,145.6
138.746512,191.6
138.766946,144.7
138.787380,255.9
138.807815,351.4
138.828249,433.9
138.848683,484.0
138.869117,679.6
138.889552,1072.0
138.909986,1206.2
138.930420,1142.4
138.950855,913.3
138.971289,725.5
138.991723,815.2
139.012158,1134.5
139.032592,1356.7
139.053026,1643.9
139.073460,1744.5
139.093895,1521.7
139.114329,1197.5
139.134763,993.4
139.155198,891.9
139.175632,622.9
139.196066,444.7
139.216500,52.0
139.236935,-184.1
139.257369,-222.6
139.277803,-6.2
139.298238,180.1
139.318672,271.3
139.339106,273.1
139.359541,77.5
139.379975,-166.0
139.400409,-75.1
139.420843,280.0
139.441278,770.7
139.461712,954.9
139.482146,657.6
139.502581,-4.9
139.523015,-421.9
139.543449,-479.6
139.563884,-76.4
139.584318,302.6
139.604752,475.5
139.625186,-138.9
139.645621,-768.3
139.666055,-1121.6
139.686489,-939.7
139.706924,-364.6
139.727358,231.5
139.747792,558.3
139.768227,386.1
139.788661,-86.7
139.809095,-707.0
139.829529,-1024.7
139.849964,-809.0
139.870398,-110.3
139.890832,265.0
139.911267,-53.9
139.931701,-587.3
139.952135,-1235.2
139.972570,-1370.0
139.993004,-1144.1
140.013438,-1053.3
140.033872,-1032.4
140.054307,-921.2
140.074741,-887.7
140.095175,-650.8
140.115610,-572.3
140.136044,-721.2
140.156478,-1136.5
140.176913,-1439.0
140.197347,-1610.9
140.217781,-1386.7
140.238215,-958.4
140.258650,-579.1
140.279084,-377.3
140.299518,-187.0
140.319953,-19.0
140.340387,-0.8
140.381255,251.4
140.401690,262.9
140.422124,119.8
140.442558,-106.7
140.462993,-261.5
140.483427,-337.3
140.503861,-219.2
140.524295,70.5
140.544730,105.3
140.565164,-88.9
140.585598,-433.0
140.606033,-587.8
140.626467,-498.2
140.646901,57.8
140.667335,347.5
140.687770,287.2
140.708204,-182.4
140.728638,-570.3
140.749073,-423.6
140.769507,-274.7
140.789941,52.2
140.810375,524.9
140.830810,545.3
140.851244,411.2
140.871678,232.6
140.892113,327.8
140.912547,495.0
140.932981,548.0
140.953415,568.6
140.973850,642.9
140.994284,561.4
141.014718,62.7
141.035153,-86.4
141.055587,-305.9
141.076021,-273.3
141.096455,8.7
141.116890,347.9
141.137324,335.3
141.157758,-37.4
141.178193,-518.7
141.198627,-994.4
141.219061,-1258.5
141.239495,-1316.7
141.259930,-1148.3
141.280364,-994.6
141.300798,-961.8
141.321233,-753.8
141.341667,-440.4
141.362101,-481.1
141.382535,-552.4
141.402970,-650.9
141.423404,-601.0
141.443838,-785.9
141.464273,-840.9
141.484707,-686.4
141.505141,-667.7
141.525575,-782.9
141.546010,-922.7
141.566444,-551.5
141.586878,50.2
141.607313,147.0
141.627747,-23.7
141.648181,-344.2
141.668615,-579.5
141.689050,-921.5
141.709484,-687.4
141.729918,-360.9
141.750353,-128.0
141.770787,-179.7
141.791221,-442.4
141.811655,-550.3
141.832090,-421.7
141.852524,-319.7
141.872958,-199.2
141.893393,-269.2
141.913827,-561.3
141.934261,-792.8
141.954695,-1061.1
141.975130,-1230.5
141.995564,-1142.7
142.015998,-974.8
142.036432,-555.3
142.056867,-257.3
142.077301,-236.5
142.097735,-315.6
142.118170,-409.9
142.138604,-510.5
142.159038,-310.5
142.179472,-247.2
142.199907,-451.1
142.220341,-464.1
142.240775,-447.8
142.261210,-243.7
142.281644,-129.3
142.302078,-154.4
142.322512,-239.8
142.342947,-340.8
142.363381,-519.8
142.383815,-523.7
142.404249,-210.9
142.424684,305.5
142.445118,487.1
142.465552,296.8
142.485987,79.0
142.506421,10.3
142.526855,58.5
142.547289,339.9
142.567724,443.0
142.588158,292.3
142.608592,279.2
142.629026,394.9
142.649461,551.2
142.669895,1046.5
142.690329,1388.9
142.710764,1413.3
142.731198,834.5
142.751632,77.5
142.772066,-280.4
142.792501,-345.1
142.812935,-157.0
142.833369,356.2
142.853804,636.6
142.874238,523.6
142.894672,-47.1
142.915106,-807.6
142.935541,-1091.4
142.955975,-1023.7
142.976409,-729.4
142.996843,-284.6
143.017278,27.9
143.037712,2.5
143.058146,-350.1
143.078581,-674.7
143.099015,-543.3
143.119449,-282.5
143.139883,-139.6
143.160318,-424.4
143.180752,-528.0
143.201186,-416.3
143.221620,-321.1
143.242055,-268.8
143.262489,-451.7
143.282923,-540.9
143.303358,-591.4
143.323792,-304.7
143.364660,-604.5
143.385095,-623.0
143.405529,-741.7
143.425963,-1010.2
143.446397,-1135.2
143.466832,-976.0
143.487266,-715.2
143.507700,-563.6
143.528135,-577.2
143.548569,-689.4
143.569003,-989.1
143.589437,-1007.9
143.609872,-605.8
143.630306,-128.3
143.650740,-79.0
143.671174,-419.3
143.691609,-483.2
143.712043,-576.2
143.732477,-480.9
143.752911,-19.0
143.773346,375.6
143.793780,384.9
143.814214,117.5
143.834649,-182.1
143.855083,-409.4
143.875517,-377.5
143.895951,-111.3
143.916386,416.4
143.936820,754.7
143.957254,841.7
143.977688,746.4
143.998123,509.1
144.018557,568.4
144.038991,690.2
144.059425,1076.1
144.079860,1364.5
144.100294,1338.5
144.120728,1301.2
144.141162,1145.0
144.161597,912.7
144.182031,764.1
144.202465,886.0
144.222899,1286.7
144.243334,1414.7
144.263768,1334.1
144.284202,971.7
144.304637,450.3
144.325071,119.6
144.345505,213.3
144.365939,540.1
144.386374,818.4
144.406808,785.8
144.427242,276.8
144.447676,-350.7
144.468111,-438.1
144.488545,3.3
144.508979,432.7
144.529413,648.9
144.549848,519.4
144.570282,153.9
144.590716,-233.4
144.611151,-448.0
144.631585,-422.5
144.652019,-123.0
144.672453,182.9
144.692888,248.4
144.713322,105.6
144.733756,-218.5
144.754190,-757.7
144.774625,-955.6
144.795059,-837.0
144.815493,-474.5
144.835927,-46.6
144.856362,123.9
144.876796,-37.7
144.897230,-408.2
144.917664,-856.6
144.938099,-1069.2
144.958533,-884.7
144.978967,-616.9
144.999401,-476.3
145.019836,-366.0
145.040270,120.3
145.060704,330.9
145.081138,186.1
145.101573,1.0
145.122007,-272.7
145.142441,-789.0
145.162875,-1188.2
145.183310,-1491.7
145.203744,-1751.4
145.224178,-1787.5
145.244612,-1730.9
145.265047,-1793.9
145.285481,-1714.0
145.305915,-1391.5
145.326349,-1054.5
145.346784,-1020.3
145.367218,-1174.9
145.387652,-1303.8
145.408087,-1170.5
145.428521,-701.1
145.448955,-239.3
145.469389,85.2
145.489824,-132.0
145.510258,-540.0
145.530692,-577.5
145.551126,-300.3
145.571561,-50.2
145.591995,277.5
145.612429,623.7
145.632863,718.5
145.653297,757.3
145.673732,570.2
145.694166,460.3
145.714600,577.4
145.735035,890.3
145.755469,1132.2
145.775903,1217.6
145.796337,901.5
145.816772,691.3
145.837206,446.2
145.857640,340.7
145.878074,475.6
145.898508,574.0
145.918943,1035.1
145.939377,1143.0
145.959811,733.7
145.980245,-67.0
146.000680,-643.4
146.021114,-615.2
146.041548,-367.3
146.061983,13.8
146.082417,163.0
146.102851,-130.3
146.123285,-256.6
146.143720,-310.2
146.164154,-211.5
146.184588,-258.9
146.205022,-88.5
146.225456,256.1
146.245891,609.0
146.266325,795.6
146.286759,652.8
146.307193,160.1
146.348062,-581.0
146.368496,-81.8
146.388930,310.3
146.409365,350.8
146.429799,26.0
146.450233,-205.7
146.470667,-384.6
146.491102,-358.2
146.511536,-286.4
146.531970,-359.5
146.552404,-383.0
146.572839,-526.9
146.593273,-863.4
146.613707,-1121.7
146.634141,-1157.8
146.654576,-1093.0
146.675010,-897.2
146.695444,-691.8
146.715878,-648.4
146.736313,-815.6
146.756747,-1199.1
146.777181,-1690.0
146.797615,-1515.1
146.818050,-1425.4
146.838484,-1069.5
146.858918,-693.7
146.879352,-706.1
146.899787,-889.5
146.920221,-927.2
146.940655,-1116.9
146.961089,-1055.9
146.981523,-639.0
147.001958,-255.7
147.022392,5.0
147.042826,-170.9
147.063260,-633.0
147.083695,-965.2
147.104129,-800.4
147.124563,-551.9
147.144997,-304.6
147.165432,-326.6
147.185866,-438.6
147.206300,-596.1
147.226734,-661.3
147.247169,-812.4
147.267603,-531.0
147.288037,-174.1
147.308471,315.7
147.328906,726.5
147.349340,700.8
147.369774,449.5
147.390208,336.4
147.410642,149.0
147.431077,295.3
147.451511,720.1
147.471945,1084.3
147.492379,1074.8
147.512814,890.6
147.533248,557.1
147.553682,396.3
147.574116,420.5
147.594551,534.1
147.614985,712.3
147.635419,782.7
147.655853,719.0
147.676288,274.8
147.696722,-163.0
147.717156,-204.6
147.737590,199.2
147.758025,809.2
147.778459,1376.5
147.798893,1643.4
147.819327,1462.7
147.839761,1246.7
147.860196,825.8
147.880630,630.3
147.921498,1321.4
147.941933,1637.8
147.962367,1816.9
147.982801,1333.6
148.003235,684.1
148.023669,16.1
148.044104,-288.3
148.064538,-255.0
148.084972,105.7
148.105407,358.6
148.125841,264.0
148.146275,-169.2
148.166709,-726.8
148.187143,-863.2
148.207578,-981.3
148.228012,-859.0
148.248446,-483.6
148.268880,-217.4
148.289315,-291.5
148.309749,-570.0
148.330183,-860.9
148.350617,-866.4
148.371051,-763.4
148.391486,-394.8
148.411920,-25.9
148.432354,-15.8
148.452788,-259.9
148.473223,-559.8
148.493657,-676.7
148.514091,-532.9
148.534525,-223.3
148.554960,-149.4
148.575394,-416.9
148.595828,-540.7
148.616262,-807.1
148.636696,-1064.8
148.657131,-894.1
148.677565,-383.1
148.697999,138.9
148.718433,227.6
148.738867,-48.4
148.759302,-532.0
148.779736,-995.6
148.800170,-1289.7
148.820604,-1130.9
148.841039,-918.9
148.861473,-632.0
148.881907,-629.2
148.902341,-767.0
148.922776,-732.6
148.943210,-528.5
148.963644,-300.8
148.984078,-162.2
149.004512,-8.6
149.024947,132.3
149.045381,163.4
149.065815,222.4
149.086249,-22.9
149.106683,-303.5
149.127118,-603.6
149.147552,-725.7
149.167986,-256.3
149.188420,671.9
149.208855,969.4
149.229289,680.8
149.249723,174.2
149.270157,-464.3
149.290592,-501.4
149.331460,293.1
149.351894,602.7
149.372328,573.9
149.392763,298.1
149.413197,18.5
149.433631,-41.9
149.454065,72.0
149.474500,83.6
149.494934,94.1
149.515368,-175.4
149.535802,-255.5
149.556237,-241.5
149.576671,-254.9
149.597105,-164.9
149.617539,-32.1
149.637973,233.9
149.658408,251.9
149.678842,134.2
149.699276,-205.1
149.719710,-277.0
149.740144,-176.7
149.760579,99.5
149.781013,84.9
149.801447,-249.2
149.821881,-176.0
149.842315,-180.3
149.862750,-250.8
149.883184,-437.4
149.903618,-400.7
149.924052,-126.4
149.944487,125.9
149.964921,-2.7
149.985355,-293.6
150.005789,-665.9
150.026223,-686.2
150.046658,-461.3
150.067092,-364.3
150.087526,-387.3
150.107960,-192.8
150.128394,-144.8
150.148829,-510.4
150.169263,-835.7
150.189697,-1288.1
150.210131,-1487.7
150.230566,-1201.4
150.251000,-576.0
