# Folded radio pulse profiles for three well-known pulsars, Stokes I only.
# Source: European Pulsar Network (EPN) classic database,
#   https://www.jb.man.ac.uk/pulsar/Resources/epn/epndb/
# Downloaded 2026-08-17.
#
# J0534+2200 (Crab / B0531+21) and J0332+5434 (B0329+54): Gould & Lyne 1998,
#   MNRAS 301, 235, Lovell 1.408 GHz (gl98_1408.epn.asc).
# J0835-4510 (Vela / B0833-45): Johnston, Nicastro & Koribalski 1998,
#   MNRAS 297, 108, 1.4985 GHz (jnk98_1498.epn.asc). Vela is southern, so
#   it is not in the Gould & Lyne Lovell set; this is the EPN 1.4 GHz profile.
#
# time_s is seconds from the start of the folded period as stored by EPN.
# period_s is the barycentric period in the EPN header (Pbar) at the
#   observation epoch, not the later ATNF catalogue period.
# Stokes I is the recorded intensity, arbitrary units, baseline not subtracted.
# One row per phase bin. Phase = time_s / period_s (wraps near 1).
jname,bname,frequency_ghz,period_s,time_s,stokes_i,epn_file
J0332+5434,B0329+54,1.4080,0.714518664,0.407550007,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.409031987,3.5230691,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.410513997,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.411996007,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.413477987,3.5230691,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.414959997,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.416442007,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.417923987,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.419405997,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.420888007,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.422369987,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.423851997,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.425334007,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.426815987,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.428297997,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.429780006,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.431261986,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.432743996,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.434226006,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.435707986,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.437189996,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.438672006,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.440153986,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.441635996,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.443118006,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.444599986,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.446081996,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.447564006,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.449045986,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.450527996,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.452010006,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.453491986,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.454973996,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.456456006,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.457937986,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.459419996,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.460902005,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.462383986,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.463865995,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.465348005,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.466829985,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.468311995,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.469794005,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.471275985,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.472757995,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.474240005,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.475721985,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.477203995,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.478686005,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.480168015,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.481649995,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.483132005,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.484614015,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.486095995,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.487578005,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.489060014,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.490541995,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.492024004,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.493506014,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.494987994,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.496470004,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.497952014,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.499433994,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.500916004,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.502398014,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.503880024,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.505361974,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.506843984,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.508325994,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.509808004,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.511290014,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.512772024,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.514253974,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.515735984,3.5230691,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.517217994,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.518700004,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.520182014,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.521664023,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.523145974,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.524627984,5.9634285,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.526109993,5.9634285,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.527592003,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.529074013,3.5230691,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.530556023,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.532037973,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.533519983,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.535001993,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.536484003,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.537966013,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.539448023,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.540929973,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.542411983,4.7432489,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.543893993,5.9634285,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.545376003,3.5230691,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.546858013,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.548340023,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.549821973,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.551303983,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.552785993,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.554268003,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.555750012,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.557232022,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.558713973,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.560195982,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.561677992,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.563160002,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.564642012,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.566124022,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.567605972,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.569087982,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.570569992,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.572052002,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.573534012,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.575016022,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.576497972,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.577979982,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.579461992,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.580944002,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.582426012,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.583908021,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.585389972,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.586871982,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.588353992,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.589836001,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.591318011,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.592800021,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.594281971,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.595763981,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.597245991,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.598728001,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.600210011,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.601692021,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.603173971,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.604655981,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.606137991,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.607620001,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.609102011,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.610584021,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.612065971,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.613547981,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.615029991,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.616512001,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.617994010,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.619476020,-3.9723203,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.620957971,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.622439981,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.623921990,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.625404000,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.626886010,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.628368020,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.629849970,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.631331980,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.632813990,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.634296000,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.635778010,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.637260020,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.638742030,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.640223980,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.641705990,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.643188000,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.644670010,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.646152020,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.647634029,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.649115980,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.650597990,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.652079999,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.653562009,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.655044019,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.656526029,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.658007979,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.659489989,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.660971999,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.662454009,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.663936019,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.665418029,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.666899979,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.668381989,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.669863999,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.671346009,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.672828019,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.674310029,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.675791979,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.677273989,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.678755999,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.680238008,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.681720018,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.683202028,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.684683979,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.686165988,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.687647998,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.689130008,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.690612018,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.692094028,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.693575978,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.695057988,2.3028894,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.696539998,0.90839839,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.698022008,-0.31178129,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.699504018,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.700986028,-3.9723203,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.702467978,-5.1925001,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.703949988,-3.9723203,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.705431998,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.706914008,-1.531961,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.708396018,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.709878027,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.711359978,-2.7521405,B0329+54/gl98_1408.epn.asc
J0332+5434,B0329+54,1.4080,0.714518664,0.712841988,-1.531961,B0329+54/gl98_1408.epn.asc
