# TESS Sector 70 light curve for TRAPPIST-1 (TIC 278892590, T = 13.85).
# Source: MAST / TESS SPOC 2-minute PDCSAP via lightkurve search_lightcurve(
#   'TRAPPIST-1', mission='TESS', exptime=120).
# relative_flux = PDCSAP / median. detrended_flux = lightkurve flatten(
#   window_length=241 cadences ~ 8 h, polyorder=2, niters=3, sigma=3) / median;
#   the 8 h window is far longer than the 36 min transit, so transits survive.
# Flares and the mid-sector downlink gap are left in — both are real.
# Point-to-point scatter is 1.37%, so a single 0.95% transit is
#   invisible; folding on the period is what reveals it.
# TRAPPIST-1 b ephemeris measured from THIS light curve by box-least-squares
#   (astropy BoxLeastSquares, no catalog input): period 1.510919 d,
#   mid-transit 3209.809538 BTJD, duration 30.0 min, 13 transits observed.
#   Published period for comparison: 1.510826 d.
# Columns: btjd_day = BJD_TDB - 2457000; fluxes are dimensionless.
btjd_day,relative_flux,detrended_flux
3212.300433,0.989946,0.988673
3212.301821,0.991224,0.990188
3212.303210,0.988039,0.986932
3212.304599,1.008428,1.007368
3212.305988,1.007935,1.007031
3212.307377,1.011643,1.010856
3212.308766,0.993198,0.992302
3212.310154,0.979561,0.978709
3212.311543,1.006755,1.005712
3212.312932,0.991213,0.990279
3212.314321,0.998906,0.997968
3212.315710,0.995638,0.994628
3212.317099,0.985508,0.984521
3212.318488,0.980659,0.979772
3212.319876,1.006741,1.005850
3212.321265,0.975868,0.975120
3212.322654,0.975720,0.975058
3212.324043,1.002025,1.001254
3212.325432,0.989300,0.988805
3212.326821,1.010547,1.010293
3212.328209,1.004397,1.004256
3212.329598,0.985397,0.985275
3212.330987,1.002583,1.002310
3212.332376,1.002941,1.002890
3212.333765,0.983942,0.983974
3212.335154,1.004919,1.005054
3212.336543,1.027005,1.027283
3212.337931,0.985775,0.986100
3212.339320,1.006826,1.007255
3212.340709,1.000822,1.001315
3212.342098,1.013480,1.014074
3212.343487,1.005231,1.005676
3212.344876,0.998616,0.999113
3212.346265,1.005702,1.006377
3212.347653,0.989156,0.989735
3212.349042,0.992731,0.993355
3212.350431,0.979785,0.980554
3212.351820,1.015983,1.017010
3212.353209,1.038855,1.040025
3212.354598,1.001266,1.002630
3212.355986,1.018507,1.019776
3212.357375,1.038219,1.039675
3212.358764,1.004920,1.006388
3212.360153,1.013671,1.015345
3212.361542,0.961391,0.962910
3212.362931,1.012629,1.014274
3212.364320,1.019875,1.021618
3212.365708,0.984347,0.985967
3212.367097,0.991253,0.993273
3212.368486,1.002835,1.005061
3212.369875,1.015853,1.018008
3212.371264,0.987093,0.989292
3212.372653,1.017885,1.019931
3212.374042,1.019263,1.021114
3212.375430,1.018722,1.020674
3212.376819,1.012436,1.014324
3212.378208,0.994507,0.996345
3212.379597,1.023838,1.025520
3212.380986,1.007784,1.009422
3212.382375,1.018206,1.020068
3212.383763,1.001973,1.003900
3212.385152,1.000830,1.002691
3212.386541,1.000548,1.002337
3212.387930,1.014081,1.015812
3212.389319,0.993057,0.994574
3212.390708,1.027920,1.029357
3212.392097,1.001980,1.003433
3212.393485,0.999555,1.001129
3212.394874,1.002229,1.003937
3212.396263,1.002600,1.004381
3212.397652,1.012705,1.014400
3212.399041,1.006514,1.008218
3212.400430,1.010850,1.012507
3212.401818,0.993769,0.995440
3212.403207,1.011095,1.012554
3212.404596,0.993211,0.994707
3212.405985,0.999663,1.001084
3212.407374,0.974457,0.975807
3212.408763,0.995097,0.996469
3212.410152,0.966643,0.967849
3212.411540,0.989148,0.990430
3212.412929,0.980219,0.981666
3212.414318,0.996416,0.997982
3212.415707,1.003248,1.004709
3212.417096,0.963495,0.965031
3212.418485,1.015837,1.017517
3212.419874,0.974848,0.976496
3212.421262,1.017080,1.018908
3212.422651,0.994695,0.996458
3212.424040,1.001262,1.003162
3212.425429,1.010531,1.012501
3212.426818,1.005751,1.007819
3212.428207,0.999052,1.000913
3212.429595,1.013678,1.015637
3212.430984,0.990690,0.992474
3212.432373,0.979042,0.980983
3212.433762,0.993869,0.995947
3212.435151,0.995401,0.997608
3212.436540,1.006757,1.008840
3212.437929,0.994058,0.995966
3212.439317,0.996332,0.998397
3212.440706,0.978515,0.980460
3212.442095,0.969190,0.971145
3212.443484,0.988137,0.989888
3212.444873,0.987774,0.989561
3212.446262,0.987015,0.988896
3212.447650,0.986253,0.988172
3212.449039,0.996044,0.998254
3212.450428,0.965962,0.968174
3212.451817,0.998517,1.000935
3212.453206,1.008413,1.010867
3212.454595,1.008049,1.010439
3212.455984,1.000877,1.003305
3212.457372,0.976655,0.978986
3212.458761,0.978854,0.981155
3212.460150,0.980720,0.983086
3212.461539,0.985830,0.988220
3212.462928,0.987783,0.990186
3212.464317,0.978285,0.980780
3212.465705,0.998734,1.001335
3212.467094,1.011060,1.013738
3212.468483,1.014873,1.017644
3212.469872,0.993887,0.996700
3212.471261,0.978817,0.981677
3212.472650,1.000232,1.003068
3212.474039,0.990515,0.993226
3212.475427,0.964941,0.967603
3212.476816,0.983170,0.986050
3212.478205,0.978693,0.981664
3212.479594,1.008758,1.011726
3212.480983,1.002757,1.005658
3212.482372,0.987272,0.990248
3212.483761,0.981393,0.984326
3212.485149,0.999977,1.003124
3212.486538,1.001051,1.004545
3212.487927,1.003016,1.006367
3212.489316,1.007720,1.011289
3212.490705,0.968731,0.972243
3212.492094,1.007624,1.011330
3212.493482,1.005576,1.009312
3212.494871,0.989173,0.992740
3212.496260,0.993226,0.997018
3212.497649,0.969422,0.973253
3212.499038,1.009488,1.013514
3212.500427,0.997545,1.001542
3212.501816,1.002204,1.006416
3212.503204,1.006873,1.011109
3212.504593,0.991636,0.995705
3212.505982,0.994855,0.998962
3212.507371,1.017332,1.021507
3212.508760,1.002265,1.006261
3212.510149,0.973886,0.977527
3212.511537,0.987576,0.991314
3212.512926,1.024927,1.028834
3212.514315,0.975851,0.979373
3212.515704,1.002266,1.005817
3212.517093,1.007805,1.011323
3212.518482,0.994195,0.997807
3212.519871,1.009769,1.013442
3212.521259,1.026619,1.030166
3212.522648,1.002296,1.005657
3212.524037,1.006751,1.009909
3212.525426,1.004604,1.007613
3212.526815,1.019071,1.022210
3212.528204,0.988177,0.991017
3212.529593,0.996975,1.000280
3212.530981,1.011024,1.014184
3212.532370,1.005805,1.008603
3212.533759,1.037414,1.040425
3212.535148,1.018692,1.021597
3212.536537,0.985826,0.988693
3212.537926,1.011492,1.014327
3212.539314,0.981746,0.984577
3212.540703,0.985451,0.988314
3212.542092,1.011784,1.014635
3212.543481,1.011126,1.013813
3212.544870,0.999237,1.001763
3212.546259,0.990854,0.993348
3212.547648,0.999665,1.002080
3212.549036,1.015545,1.017849
3212.550425,0.995845,0.997852
3212.551814,1.012403,1.014344
3212.553203,1.009049,1.011027
3212.554592,0.983538,0.985278
3212.555981,0.982082,0.983711
3212.557369,0.971974,0.973563
3212.558758,0.998003,0.999380
3212.560147,1.004207,1.005528
3212.561536,1.009100,1.010406
3212.562925,1.021122,1.022327
3212.564314,0.991398,0.992401
3212.565703,1.005227,1.006074
3212.567091,0.997917,0.998714
3212.568480,0.985003,0.985534
3212.569869,0.989180,0.989771
3212.571258,0.991794,0.992200
3212.572647,0.989791,0.990070
3212.574036,0.983287,0.983439
3212.575424,1.000808,1.001088
3212.576813,0.985372,0.985687
3212.578202,1.017703,1.018160
3212.579591,1.008520,1.009089
3212.580980,1.012760,1.013438
3212.582369,0.989503,0.990096
3212.583758,1.008581,1.009180
3212.585146,0.988105,0.988828
3212.586535,0.990007,0.990560
3212.587924,0.994730,0.995371
3212.589313,0.998198,0.998761
3212.590702,1.017146,1.017685
3212.592091,0.980649,0.981055
3212.593480,0.980034,0.980253
3212.594868,0.973370,0.973300
3212.596257,1.004727,1.004522
3212.597646,0.988045,0.987687
3212.599035,0.996824,0.996391
3212.600424,1.015020,1.014773
3212.601813,1.013899,1.013581
3212.603201,0.995216,0.994800
3212.604590,0.992155,0.991792
3212.605979,1.010445,1.010089
3212.607368,1.001073,1.000596
3212.608757,0.989461,0.989168
3212.610146,0.980074,0.979903
3212.611535,0.992153,0.991984
3212.612923,0.998768,0.998604
3212.614312,0.984329,0.984298
3212.615701,1.005480,1.005405
3212.617090,0.996570,0.996387
3212.618479,1.023875,1.023868
3212.619868,1.002423,1.002359
3212.621256,0.994060,0.993742
3212.622645,1.004070,1.003626
3212.624034,1.002869,1.002283
3212.625423,0.995878,0.995342
3212.626812,0.995919,0.995543
3212.628201,1.010547,1.010093
3212.629590,1.011756,1.011446
3212.630978,1.000589,1.000250
3212.632367,0.999954,0.999628
3212.633756,1.007898,1.007507
3212.635145,1.001211,1.000808
3212.636534,0.958511,0.958159
3212.637923,1.005105,1.004772
3212.639311,1.000505,1.000254
3212.640700,0.992332,0.992309
3212.642089,0.990169,0.990174
3212.643478,1.013413,1.013440
3212.644867,1.019941,1.020388
3212.646256,0.995776,0.996308
3212.647645,0.990625,0.991228
3212.649033,0.981610,0.982147
3212.650422,1.016577,1.017102
3212.651811,0.989844,0.990318
3212.653200,1.008868,1.009448
3212.654589,1.033734,1.034180
3212.655978,0.981184,0.981592
3212.657367,1.005945,1.006285
3212.658755,0.985757,0.986107
3212.660144,1.006812,1.007460
3212.661533,0.991347,0.991954
3212.662922,0.988978,0.989593
3212.664311,1.035010,1.035670
3212.665700,1.004126,1.004618
3212.667088,1.005863,1.006568
3212.668477,1.003771,1.004246
3212.669866,1.013094,1.013481
3212.671255,1.003927,1.004290
3212.672644,1.009764,1.009930
3212.674033,0.989221,0.989445
3212.675422,1.002326,1.002707
3212.676810,0.981222,0.981609
3212.678199,0.972422,0.972982
3212.679588,1.011311,1.012098
3212.680977,1.002152,1.003063
3212.682366,0.972083,0.972856
3212.683755,0.976481,0.977491
3212.685143,0.980818,0.981950
3212.686532,0.998175,0.999306
3212.687921,1.012605,1.013745
3212.689310,1.007368,1.008450
3212.690699,0.983416,0.984289
3212.692088,0.982057,0.982877
3212.693477,1.014886,1.015826
3212.694865,1.019723,1.020692
3212.696254,0.982444,0.983151
3212.697643,1.033430,1.034055
3212.699032,0.984056,0.984800
3212.700421,0.966442,0.967303
3212.701810,1.004621,1.005581
3212.703198,0.983540,0.984422
3212.704587,1.011980,1.012784
3212.705976,1.000311,1.001163
3212.707365,1.001286,1.002006
3212.708754,1.023556,1.024551
3212.710143,1.008960,1.010026
3212.711532,0.997876,0.998696
3212.712920,0.997273,0.997940
3212.714309,0.998563,0.999105
3212.715698,1.014060,1.014629
3212.717087,0.991773,0.992301
3212.718476,0.985131,0.985600
3212.719865,0.994279,0.994771
3212.721253,1.015997,1.016550
3212.722642,0.978380,0.978891
3212.724031,1.004828,1.005470
3212.725420,0.998124,0.998912
3212.726809,0.996424,0.997396
3212.728198,1.001888,1.002922
3212.729587,1.006836,1.007906
3212.730975,0.994623,0.995632
3212.732364,0.986519,0.987371
3212.733753,0.996364,0.997160
3212.735142,1.011129,1.012004
3212.736531,1.051826,1.052717
3212.737920,0.981402,0.982216
3212.739309,1.015270,1.016221
3212.740697,0.993850,0.994872
3212.742086,0.985433,0.986362
3212.743475,0.991411,0.992313
3212.744864,1.006347,1.007456
3212.746253,1.013440,1.014480
3212.747642,0.999063,1.000192
3212.749030,1.018669,1.019739
3212.750419,1.008328,1.009448
3212.751808,0.996318,0.997365
3212.753197,1.013704,1.014810
3212.754586,0.996865,0.997921
3212.755975,0.998913,0.999827
3212.757364,0.999192,1.000067
3212.758752,1.015176,1.016172
3212.760141,1.000948,1.001779
3212.761530,0.994319,0.995006
3212.762919,0.991841,0.992679
3212.764308,0.969823,0.970830
3212.765697,0.988727,0.989837
3212.767085,0.999097,1.000009
3212.768474,0.990487,0.991512
3212.769863,1.020537,1.021518
3212.771252,0.993338,0.994141
3212.772641,0.988915,0.989734
3212.774030,1.026061,1.026916
3212.775419,1.008066,1.009092
3212.776807,0.988063,0.988944
3212.778196,1.018982,1.019838
3212.779585,0.999759,1.000503
3212.780974,0.998755,0.999693
3212.782363,0.998600,0.999621
3212.783752,1.017970,1.018976
3212.785140,0.988674,0.989773
3212.786529,0.987090,0.988181
3212.787918,1.001982,1.003124
3212.789307,0.996380,0.997317
3212.790696,0.973865,0.974616
3212.792085,0.994962,0.995889
3212.793474,0.984257,0.985167
3212.794862,0.989617,0.990535
3212.796251,1.009345,1.010293
3212.797640,0.972726,0.973592
3212.799029,1.011529,1.012472
3212.800418,0.984694,0.985535
3212.801807,0.981076,0.981874
3212.803195,0.988624,0.989427
3212.804584,1.008772,1.009503
3212.805973,1.027828,1.028508
3212.807362,1.009394,1.010116
3212.808751,1.018140,1.018911
3212.810140,1.007612,1.008235
3212.811529,0.996714,0.997396
3212.812917,1.033713,1.034204
3212.814306,1.000859,1.001148
3212.815695,0.992093,0.992451
3212.817084,1.000077,1.000485
3212.818473,0.999165,0.999735
3212.819862,0.981956,0.982329
3212.821250,0.996635,0.997108
3212.822639,0.975810,0.976117
3212.824028,0.996999,0.996999
3212.825417,0.988696,0.988761
3212.826806,1.008941,1.009002
3212.828195,1.013432,1.013535
3212.829584,1.001046,1.001048
3212.830972,1.005927,1.006016
3212.832361,0.990492,0.990768
3212.833750,0.967123,0.967249
3212.835139,0.999356,0.999567
3212.836528,0.967983,0.968136
3212.837917,0.976964,0.977015
3212.839306,0.992571,0.992445
3212.840694,0.968075,0.967950
3212.842083,0.993877,0.993720
3212.843472,1.011872,1.011587
3212.844861,1.012608,1.012278
3212.846250,1.025640,1.025515
3212.847639,1.000804,1.000941
3212.849027,1.002246,1.002367
3212.850416,1.000952,1.000879
3212.851805,1.008587,1.008860
3212.853194,1.016082,1.016378
3212.854583,0.999484,0.999961
3212.855972,0.987945,0.988451
3212.857361,0.996352,0.996631
3212.858749,0.992109,0.992295
3212.860138,0.989341,0.989565
3212.861527,1.017633,1.017897
3212.862916,1.005172,1.005433
3212.864305,0.979303,0.979351
3212.865694,0.965988,0.966100
3212.867082,1.016734,1.016580
3212.868471,1.029637,1.029649
3212.869860,1.014254,1.014509
3212.871249,1.028085,1.028420
3212.872638,1.004257,1.004686
3212.874027,0.997211,0.997428
3212.875416,0.992125,0.992193
3212.876804,1.024591,1.024731
3212.878193,1.001297,1.001351
3212.879582,0.975834,0.975880
3212.880971,0.988224,0.988332
3212.882360,0.980175,0.980275
3212.883749,0.994432,0.994533
3212.885137,0.995321,0.995325
3212.886526,1.007259,1.007241
3212.887915,1.000014,1.000144
3212.889304,1.022325,1.022545
3212.890693,1.008731,1.008864
3212.892082,1.005654,1.005977
3212.893471,1.009167,1.009441
3212.894859,1.004225,1.004492
3212.896248,1.009458,1.009820
3212.897637,1.011764,1.012241
3212.899026,1.004910,1.005510
3212.900415,1.001099,1.001749
3212.901804,0.985259,0.985923
3212.903192,1.020396,1.021142
3212.904581,0.997004,0.997677
3212.905970,1.006956,1.007790
3212.907359,1.008476,1.009310
3212.908748,0.982011,0.982783
3212.910137,0.987555,0.988463
3212.911526,1.016726,1.017661
3212.912914,0.991159,0.992115
3212.914303,1.004099,1.004997
3212.915692,1.007561,1.008408
3212.917081,1.021917,1.022533
3212.918470,1.008052,1.008802
3212.919859,1.001014,1.001777
3212.921247,1.008819,1.009603
3212.922636,0.969920,0.970618
3212.924025,0.987173,0.987906
3212.925414,1.015024,1.015890
3212.926803,0.977024,0.977978
3212.928192,0.997769,0.998695
3212.929581,1.008198,1.009099
3212.930969,1.013741,1.014581
3212.932358,0.988748,0.989826
3212.933747,0.971815,0.972902
3212.935136,1.007521,1.008686
3212.936525,0.984725,0.986001
3212.937914,0.989741,0.990916
3212.939302,1.017203,1.018577
3212.940691,0.996642,0.998172
3212.942080,1.022662,1.024021
3212.943469,0.991384,0.992713
3212.944858,0.993930,0.995263
3212.946247,0.974595,0.975846
3212.947636,1.010746,1.011918
3212.949024,1.004683,1.005801
3212.950413,0.992490,0.993629
3212.951802,1.002559,1.003450
3212.953191,1.003058,1.004017
3212.954580,1.000817,1.001809
3212.955969,0.990934,0.991960
3212.957357,0.974120,0.975167
3212.958746,1.018603,1.019858
3212.960135,1.001890,1.003220
3212.961524,1.002776,1.004185
3212.962913,0.997237,0.998729
3212.964302,0.986964,0.988366
3212.965691,1.016383,1.018063
3212.967079,0.999337,1.000996
3212.968468,0.994239,0.995872
3212.969857,0.999661,1.001443
3212.971246,0.994170,0.996065
3212.972635,0.991387,0.993333
3212.974024,1.014029,1.015902
3212.975412,1.008256,1.009978
3212.976801,0.970600,0.972190
3212.978190,1.000353,1.001912
3212.979579,0.979225,0.980810
3212.980968,0.989500,0.990944
3212.982357,1.007022,1.008475
3212.983746,0.997755,0.999303
3212.985134,1.006932,1.008526
3212.986523,0.985221,0.986960
3212.987912,1.004102,1.005871
3212.989301,0.981910,0.983662
3212.990690,0.982358,0.984142
3212.992079,0.990629,0.992424
3212.993467,1.003704,1.005567
3212.994856,0.990747,0.992561
3212.996245,0.988770,0.990547
3212.997634,1.003023,1.004896
3212.999023,1.017250,1.018964
3213.000412,1.010522,1.012342
3213.001801,1.017517,1.019683
3213.003189,0.998509,1.000580
3213.004578,0.987899,0.990135
3213.005967,0.985368,0.987824
3213.007356,1.004989,1.007545
3213.008745,1.007030,1.009707
3213.010134,0.971039,0.973641
3213.011523,0.996061,0.998616
3213.012911,1.014741,1.017220
3213.014300,1.014514,1.016787
3213.015689,1.009487,1.011753
3213.017078,0.971945,0.974212
3213.018467,1.027607,1.030030
3213.019856,0.979355,0.981545
3213.021244,1.009053,1.011127
3213.022633,1.002186,1.004198
3213.024022,0.973398,0.975334
3213.025411,0.990445,0.992422
3213.026800,0.986839,0.988779
3213.028189,0.983463,0.985395
3213.029578,1.010855,1.012847
3213.030966,0.982589,0.984577
3213.032355,0.989207,0.991260
3213.033744,0.986648,0.988872
3213.035133,1.006680,1.008741
3213.036522,1.000604,1.002438
3213.037911,1.011904,1.013724
3213.039299,0.995109,0.996749
3213.040688,0.972984,0.974574
3213.042077,0.970429,0.971981
3213.043466,1.005770,1.007527
3213.044855,1.004596,1.006202
3213.046244,1.003315,1.004775
3213.047633,1.003543,1.005162
3213.049021,0.991655,0.993284
3213.050410,0.993918,0.995570
3213.051799,0.993958,0.995581
3213.053188,0.983458,0.985027
3213.054577,1.003583,1.005121
3213.055966,1.002369,1.003939
3213.057354,0.997489,0.999006
3213.058743,1.003715,1.005079
3213.060132,0.991412,0.992748
3213.061521,0.991466,0.992761
3213.062910,1.005455,1.006663
3213.064299,1.014976,1.016048
3213.065688,1.022637,1.023666
3213.067076,0.999590,1.000442
3213.068465,0.986324,0.987199
3213.069854,1.001019,1.001937
3213.071243,0.997765,0.998446
3213.072632,1.001375,1.002073
3213.074021,1.011000,1.011501
3213.075409,0.983359,0.983789
3213.076798,1.002099,1.002706
3213.078187,0.986379,0.986942
3213.079576,1.008359,1.008847
3213.080965,0.997464,0.998062
3213.082354,0.985847,0.986454
3213.083743,0.975700,0.976247
3213.085131,1.026800,1.027316
3213.086520,0.995663,0.996154
3213.087909,1.013190,1.013583
3213.089298,0.984884,0.985228
3213.090687,0.999728,1.000224
3213.092076,1.014303,1.014960
3213.093464,1.033681,1.034168
3213.094853,0.993069,0.993693
3213.096242,0.988428,0.989145
3213.097631,0.980001,0.980858
3213.099020,1.009601,1.010424
3213.100409,0.990288,0.991173
3213.101798,1.001767,1.002931
3213.103186,1.009744,1.010831
3213.104575,1.000494,1.001699
3213.105964,1.017696,1.018997
3213.107353,1.017267,1.018510
3213.108742,0.992186,0.993349
3213.110131,1.009925,1.010869
3213.111519,0.988259,0.989173
3213.112908,1.010169,1.011223
3213.114297,0.980511,0.981738
3213.115686,0.991194,0.992183
3213.117075,1.004281,1.005177
3213.118464,0.976564,0.977584
3213.119853,0.999310,1.000321
3213.121241,0.992128,0.992964
3213.122630,1.008301,1.009182
3213.124019,1.002164,1.003072
3213.125408,0.998080,0.999209
3213.126797,1.008821,1.009849
3213.128186,0.995153,0.996165
3213.129574,1.002204,1.003213
3213.130963,0.995128,0.996189
3213.132352,1.007395,1.008501
3213.133741,1.010660,1.011765
3213.135130,0.979488,0.980478
3213.136519,1.000164,1.001083
3213.137908,1.004494,1.005533
3213.139296,1.014398,1.015604
3213.140685,1.007092,1.008274
3213.142074,0.985775,0.986943
3213.143463,1.006089,1.007149
3213.144852,0.994570,0.995748
3213.146241,1.006079,1.007173
3213.147629,1.009209,1.010356
3213.149018,1.000196,1.001354
3213.150407,1.011712,1.012921
3213.151796,1.007620,1.008938
3213.153185,1.031649,1.033086
3213.154574,0.985023,0.986582
3213.155963,1.003119,1.004665
3213.157351,0.982841,0.984532
3213.158740,0.997707,0.999498
3213.160129,0.948632,0.950383
3213.161518,0.996523,0.998414
3213.162907,1.005771,1.007818
3213.164296,1.010006,1.011933
3213.165684,1.014823,1.016888
3213.167073,0.979515,0.981467
3213.168462,1.011726,1.013515
3213.169851,1.022154,1.023938
3213.171240,0.992744,0.994286
3213.172629,0.999666,1.001217
3213.174018,1.014177,1.015754
3213.175406,1.000875,1.002391
3213.176795,0.985964,0.987446
3213.178184,0.995309,0.996695
3213.179573,0.991518,0.993100
3213.180962,0.991234,0.992730
3213.182351,0.991957,0.993273
3213.183739,1.000581,1.001983
3213.185128,1.015894,1.017116
3213.186517,1.005043,1.006480
3213.187906,0.989520,0.990668
3213.189295,0.987509,0.988885
3213.190684,0.992195,0.993470
3213.192073,0.984536,0.985862
3213.193461,0.996332,0.997913
3213.194850,0.985866,0.987493
3213.196239,0.986664,0.988340
3213.197628,1.016375,1.018203
3213.199017,1.012588,1.014328
3213.200406,0.986249,0.988031
3213.201794,0.991759,0.993556
3213.203183,0.980088,0.981817
3213.204572,0.992052,0.993780
3213.205961,1.006372,1.008034
3213.207350,1.002856,1.004276
3213.208739,1.001699,1.003000
3213.210128,0.991390,0.992699
3213.211516,1.015398,1.016907
3213.212905,1.001439,1.002854
3213.214294,0.979046,0.980425
3213.215683,1.001015,1.002360
3213.217072,0.992199,0.993601
3213.218461,0.981236,0.982673
3213.219849,0.986684,0.987998
3213.221238,0.985630,0.986878
3213.222627,0.993056,0.994245
3213.224016,1.001461,1.002592
3213.225405,1.012206,1.013460
3213.226794,0.980312,0.981489
3213.228182,1.001443,1.002534
3213.229571,1.000364,1.001449
3213.230960,0.985771,0.986758
3213.232349,0.984128,0.985026
3213.233738,1.001884,1.002707
3213.235127,0.978584,0.979125
3213.236516,1.005054,1.005541
3213.237904,0.987951,0.988565
3213.239293,0.980413,0.980930
3213.240682,0.996915,0.997378
3213.242071,0.971867,0.972197
3213.243460,0.996303,0.996398
3213.244849,1.006011,1.006134
3213.246237,0.978282,0.978454
3213.247626,0.998769,0.998892
3213.249015,1.006338,1.006387
3213.250404,1.003490,1.003467
3213.251793,0.995907,0.995828
3213.253182,1.010765,1.010926
3213.254571,1.005814,1.005837
3213.255959,0.983658,0.983811
3213.257348,1.002045,1.002099
3213.258737,0.992650,0.992707
3213.260126,1.009992,1.009949
3213.261515,0.985452,0.985262
3213.262904,1.000635,1.000272
3213.264292,1.011524,1.011153
3213.265681,1.031624,1.031446
3213.267070,1.005069,1.004982
3213.268459,1.002594,1.002254
3213.269848,1.015841,1.015558
3213.271237,0.994573,0.994195
3213.272626,1.006260,1.005755
3213.274014,1.002164,1.001682
3213.275403,1.009308,1.008702
3213.276792,0.990331,0.989625
3213.278181,0.986464,0.985590
3213.279570,0.991368,0.990278
3213.280959,1.014574,1.013548
3213.282347,1.009639,1.008499
3213.283736,0.971189,0.970077
3213.285125,0.988502,0.987523
3213.286514,1.017771,1.016802
3213.287903,0.998740,0.998095
3213.289292,0.976997,0.976401
3213.290681,1.006918,1.006363
3213.292069,0.997247,0.996565
3213.293458,1.010927,1.010111
3213.294847,1.001519,1.000733
3213.296236,1.003265,1.002270
3213.297625,1.003004,1.002029
3213.299014,1.009157,1.008012
3213.300402,0.994362,0.993260
3213.301791,1.018375,1.017282
3213.303180,0.989567,0.988397
3213.304569,0.982230,0.981221
3213.305958,1.021045,1.019975
3213.307347,1.022753,1.021677
3213.308736,0.992910,0.991770
3213.310124,1.020308,1.019089
3213.311513,0.992494,0.991325
3213.312902,0.996393,0.995173
3213.314291,0.988860,0.987675
3213.315680,0.990524,0.989163
3213.317069,0.995229,0.993721
3213.318457,1.015841,1.014327
3213.319846,1.019603,1.018186
3213.321235,1.025287,1.023826
3213.322624,1.021495,1.019871
3213.324013,1.003460,1.001851
3213.325402,1.017093,1.015367
3213.326791,1.000263,0.998569
3213.328179,1.012965,1.011281
3213.329568,1.032482,1.030758
3213.330957,0.977313,0.975789
3213.332346,1.015372,1.013659
3213.333735,1.002917,1.001030
3213.335124,0.988439,0.986728
3213.336512,1.014293,1.012287
3213.337901,0.995379,0.993236
3213.339290,1.007142,1.004854
3213.340679,0.997288,0.994942
3213.342068,0.986991,0.984407
3213.343457,1.010835,1.008194
3213.344846,0.997683,0.995217
3213.346234,1.011510,1.008908
3213.347623,0.989753,0.987099
3213.349012,0.992975,0.990312
3213.350401,1.035168,1.032503
3213.351790,0.987358,0.984717
3213.353179,1.017735,1.014837
3213.354567,0.994059,0.991019
3213.355956,1.027143,1.024091
3213.357345,1.002442,0.999336
3213.358734,1.023638,1.020536
3213.360123,1.023990,1.020975
3213.361512,1.012924,1.009776
3213.362901,1.006542,1.003429
3213.364289,1.011173,1.007974
3213.365678,1.010305,1.007019
3213.367067,1.009145,1.005695
3213.368456,1.001993,0.998472
3213.369845,0.990360,0.986859
3213.371234,1.014569,1.011001
3213.372622,0.997907,0.994492
3213.374011,0.985813,0.982233
3213.375400,0.987256,0.983669
3213.376789,0.986443,0.982847
3213.378178,1.005695,1.002223
3213.379567,1.002331,0.998579
3213.380956,1.012429,1.008443
3213.382344,1.002079,0.998193
3213.383733,1.024385,1.020294
3213.385122,1.010598,1.006549
3213.386511,0.982459,0.978629
3213.387900,0.992650,0.988846
3213.389289,0.980295,0.976674
3213.390677,1.000019,0.996377
3213.392066,1.027967,1.024157
3213.393455,1.000033,0.996374
3213.394844,0.994235,0.990723
3213.396233,0.998545,0.995022
3213.397622,0.985634,0.982148
3213.399011,0.998139,0.994759
3213.400399,1.007763,1.004444
3213.401788,0.987737,0.984467
3213.403177,0.996644,0.993532
3213.404566,1.016371,1.013225
3213.405955,0.994085,0.991098
3213.407344,0.995485,0.992752
3213.408732,0.988681,0.986026
3213.410121,0.978742,0.976412
3213.411510,0.994005,0.991732
3213.412899,1.016769,1.014558
3213.414288,0.983817,0.981729
3213.415677,1.001864,0.999744
3213.417065,0.991343,0.989119
3213.418454,0.981157,0.978936
3213.419843,1.017848,1.015498
3213.421232,1.009029,1.006656
3213.422621,1.022167,1.019796
3213.424010,1.002955,1.000846
3213.425399,0.991233,0.989327
3213.426787,0.988519,0.986746
3213.428176,0.995162,0.993468
3213.429565,1.012371,1.010765
3213.430954,0.999357,0.997855
3213.432343,1.026557,1.025138
3213.433732,1.000669,0.999042
3213.435120,0.974963,0.973297
3213.436509,1.005728,1.003989
3213.437898,0.990823,0.989087
3213.439287,0.995555,0.993851
3213.440676,1.009410,1.007820
3213.442065,1.004739,1.003200
3213.443454,1.006281,1.004737
3213.444842,0.971302,0.969884
3213.446231,0.981362,0.979999
3213.447620,1.008163,1.006842
3213.449009,0.996887,0.995629
3213.450398,0.983123,0.981902
3213.451787,1.020568,1.019596
3213.453175,1.015675,1.014824
3213.454564,1.031710,1.030779
3213.455953,1.011162,1.010199
3213.457342,1.007941,1.007076
3213.458731,0.993415,0.992603
3213.460120,0.988353,0.987619
3213.461509,1.007774,1.006957
3213.462897,0.981270,0.980637
3213.464286,1.003865,1.003312
3213.465675,0.981297,0.980888
3213.467064,1.004229,1.003763
3213.468453,1.018213,1.017859
3213.469842,0.999272,0.998925
3213.471230,1.010256,1.010143
3213.472619,1.002573,1.002580
3213.474008,1.010157,1.010074
